Date,Hour,Count,Temp,Rain,Wind,Humidity,Snow,Visibility
2017-01-01,0,80.0,0.0,0.0,1.4,78.0,0.0,549.0
2017-01-01,1,83.0,0.0,0.0,1.4,78.0,0.0,549.0
2017-01-01,2,62.0,-0.3,0.0,1.9,81.0,0.0,483.0
2017-01-01,3,37.0,-0.7,0.0,2.0,84.0,0.0,436.0
2017-01-01,4,24.0,-1.1,0.0,1.6,85.0,0.0,430.0
2017-01-01,5,27.0,-1.3999999999999997,0.0,1.3999999999999997,86.0,0.0,381.0
2017-01-01,6,21.0,-1.5,0.0,1.6,87.0,0.0,365.0
2017-01-01,7,40.0,-1.5,0.0,1.4,87.0,0.0,368.0
2017-01-01,8,51.0,-1.3,0.0,1.4,87.0,0.0,355.0
2017-01-01,9,52.0,-0.4,0.0,1.6,83.0,0.0,384.0
2017-01-01,10,70.0,0.8,0.0,2.1,77.0,0.0,422.0
2017-01-01,11,76.0,2.5,0.0,1.9000000000000001,71.0,0.0,418.0
2017-01-01,12,124.0,4.0,0.0,1.3,69.0,0.0,433.0
2017-01-01,13,123.0,5.1,0.0,1.4,65.0,0.0,430.0
2017-01-01,14,165.0,6.700000000000001,0.0,0.7,61.0,0.0,442.0
2017-01-01,15,194.0,6.9,0.0,0.9000000000000001,65.0,0.0,471.0
2017-01-01,16,183.0,6.8,0.0,1.2,67.0,0.0,491.0
2017-01-01,17,179.0,6.5,0.0,0.7,69.0,0.0,435.0
2017-01-01,18,131.0,5.6,0.0,2.4,70.0,0.0,384.0
2017-01-01,19,119.0,4.8,0.0,2.2,73.0,0.0,383.0
2017-01-01,20,136.0,4.2,0.0,1.9,73.0,0.0,383.0
2017-01-01,21,140.0,4.0,0.0,2.6,74.0,0.0,366.0
2017-01-01,22,100.0,3.9,0.0,1.4,75.0,0.0,359.0
2017-01-01,23,90.0,3.9,0.0,1.4,75.0,0.0,357.0
2017-01-02,0,71.0,3.9,0.0,1.5,75.0,0.0,359.0
2017-01-02,1,44.0,3.8999999999999995,0.0,2.1,75.0,0.0,345.0
2017-01-02,2,30.0,3.8,0.0,2.2,77.0,0.0,330.0
2017-01-02,3,28.0,3.7,0.0,1.7,76.0,0.0,339.0
2017-01-02,4,16.0,3.7,0.0,1.5,77.0,0.0,331.0
2017-01-02,5,15.0,3.7,0.0,1.5,80.0,0.0,328.0
2017-01-02,6,51.0,3.6,0.3,1.1,89.0,0.0,170.0
2017-01-02,7,148.0,3.6,0.0,1.1,88.0,0.0,198.0
2017-01-02,8,343.0,3.8000000000000003,0.0,1.4,87.0,0.0,224.0
2017-01-02,9,154.0,4.1,0.0,0.8999999999999999,87.0,0.0,216.0
2017-01-02,10,112.0,5.2,0.0,2.4,86.0,0.0,305.0
2017-01-02,11,140.0,6.3,0.0,2.3,82.0,0.0,294.0
2017-01-02,12,180.0,7.6,0.0,2.1,70.0,0.0,409.0
2017-01-02,13,177.0,8.1,0.0,3.1,69.0,0.0,367.0
2017-01-02,14,168.0,9.2,0.0,3.1,59.0,0.0,331.0
2017-01-02,15,211.0,8.3,0.0,3.6,64.0,0.0,305.0
2017-01-02,16,209.0,8.0,0.0,3.2,65.0,0.0,262.0
2017-01-02,17,222.0,7.1,0.0,2.3,69.0,0.0,247.0
2017-01-02,18,449.0,6.400000000000001,0.0,2.1,73.0,0.0,221.0
2017-01-02,19,276.0,6.0,0.0,2.0,78.0,0.0,193.0
2017-01-02,20,206.0,5.0,0.0,3.2,81.0,0.0,184.0
2017-01-02,21,228.0,4.3,0.0,3.1000000000000005,84.0,0.0,164.0
2017-01-02,22,177.0,3.7,0.0,3.0,78.0,0.0,197.0
2017-01-02,23,141.0,2.8,0.0,2.8,76.0,0.0,224.0
2017-01-03,0,79.0,1.8,0.0,1.5,79.0,0.0,205.0
2017-01-03,1,62.0,1.0,0.0,2.6,82.0,0.0,194.0
2017-01-03,2,39.0,0.2,0.0,1.4,83.0,0.0,213.0
2017-01-03,3,28.0,-0.7,0.0,0.8,79.0,0.0,275.0
2017-01-03,4,20.0,-1.0,0.0,2.2,72.0,0.0,363.0
2017-01-03,5,27.0,-1.3,0.0,1.9,73.0,0.0,390.0
2017-01-03,6,78.0,-1.8,0.0,1.4,73.0,0.0,385.0
2017-01-03,7,182.0,-2.1,0.0,1.4,72.0,0.0,494.0
2017-01-03,8,431.0,-2.1,0.0,1.2,67.0,0.0,593.0
2017-01-03,9,191.0,-1.4,0.0,0.1,60.0,0.0,621.0
2017-01-03,10,114.0,1.1,0.0,0.8,55.0,0.0,572.0
2017-01-03,11,164.0,4.1,0.0,1.2,53.0,0.0,628.0
2017-01-03,12,195.0,5.9,0.0,2.4,44.0,0.0,684.0
2017-01-03,13,194.0,7.0,0.0,3.0,39.0,0.0,760.0
2017-01-03,14,203.0,7.0,0.0,3.1999999999999997,43.0,0.0,790.0
2017-01-03,15,175.0,7.2,0.0,3.7,47.0,0.0,904.0
2017-01-03,16,177.0,6.9,0.0,3.3,48.0,0.0,981.0
2017-01-03,17,191.0,5.3,0.0,2.8,56.0,0.0,1629.0
2017-01-03,18,448.0,3.7999999999999994,0.0,2.6,60.0,0.0,1689.0
2017-01-03,19,284.0,2.8,0.0,1.9,61.0,0.0,1860.0
2017-01-03,20,216.0,2.2,0.0,2.1,61.0,0.0,1986.0
2017-01-03,21,211.0,1.8000000000000003,0.0,1.8000000000000003,60.0,0.0,1978.0
2017-01-03,22,212.0,1.7,0.0,1.6,63.0,0.0,1826.0
2017-01-03,23,128.0,1.2,0.0,0.9,68.0,0.0,1668.0
2017-01-04,0,107.0,1.0,0.0,0.4000000000000001,71.0,0.0,1623.0
2017-01-04,1,61.0,1.8,0.0,0.2,72.0,0.0,1558.0
2017-01-04,2,44.0,1.9,0.0,0.7,70.0,0.0,1672.0
2017-01-04,3,43.0,2.1,0.0,0.5,70.0,0.0,1633.0
2017-01-04,4,28.0,2.2,0.0,0.7,70.0,0.0,1528.0
2017-01-04,5,37.0,2.5,0.0,1.0,72.0,0.0,1252.0
2017-01-04,6,79.0,2.5,0.0,1.1,74.0,0.0,1228.0
2017-01-04,7,203.0,2.5,0.0,1.2,74.0,0.0,1188.0
2017-01-04,8,468.0,1.9,0.0,0.8,77.0,0.0,1067.0
2017-01-04,9,227.0,1.9,0.0,0.9,73.0,0.0,909.0
2017-01-04,10,152.0,4.0,0.0,2.4,75.0,0.0,396.0
2017-01-04,11,189.0,6.0,0.0,2.4,65.0,0.0,434.0
2017-01-04,12,225.0,6.4,0.0,3.5,56.0,0.0,557.0
2017-01-04,13,179.0,7.7,0.0,2.9,51.0,0.0,609.0
2017-01-04,14,214.0,8.5,0.0,3.5,45.0,0.0,782.0
2017-01-04,15,243.0,8.7,0.0,2.8,32.0,0.0,1113.0
2017-01-04,16,210.0,8.4,0.0,3.5,35.0,0.0,1247.0
2017-01-04,17,281.0,6.6,0.0,2.5,37.0,0.0,1283.0
2017-01-04,18,495.0,5.1,0.0,2.3,40.0,0.0,1357.0
2017-01-04,19,304.0,4.6,0.0,2.5,42.0,0.0,1324.0
2017-01-04,20,247.0,3.8,0.0,2.8,48.0,0.0,1300.0
2017-01-04,21,220.0,2.9,0.0,1.0,45.0,0.0,1310.0
2017-01-04,22,217.0,2.1,0.0,1.0,49.0,0.0,1342.0
2017-01-04,23,173.0,1.7999999999999998,0.0,0.4,51.0,0.0,1309.0
2017-01-05,0,88.0,1.3,0.0,1.3,50.0,0.0,1391.0
2017-01-05,1,67.0,0.7,0.0,0.8,56.0,0.0,1368.0
2017-01-05,2,67.0,0.3,0.0,0.3,60.0,0.0,1251.0
2017-01-05,3,33.0,0.1,0.0,1.4,57.0,0.0,1281.0
2017-01-05,4,29.0,0.1,0.0,0.7,54.0,0.0,1173.0
2017-01-05,5,34.0,0.1,0.0,1.9,57.0,0.0,1119.0
2017-01-05,6,91.0,0.2,0.0,1.7,56.0,0.0,1022.0
2017-01-05,7,212.0,0.6,0.0,2.6,54.0,0.0,1111.0
2017-01-05,8,493.0,1.2,0.0,2.6,51.0,0.0,1185.0
2017-01-05,9,230.0,1.9,0.0,2.1,47.0,0.0,1266.0
2017-01-05,10,136.0,3.0,0.0,3.4,43.0,0.0,1528.0
2017-01-05,11,182.0,4.2,0.0,3.1,46.0,0.0,1708.0
2017-01-05,12,178.0,5.5,0.0,3.1,47.0,0.0,1712.0
2017-01-05,13,188.0,6.4,0.0,4.6,50.0,0.0,2000.0
2017-01-05,14,194.0,7.0,0.0,5.0,50.0,0.0,2000.0
2017-01-05,15,196.0,7.2,0.0,4.0,49.0,0.0,2000.0
2017-01-05,16,222.0,7.0,0.0,4.3,49.0,0.0,2000.0
2017-01-05,17,268.0,6.7,0.0,4.3,49.0,0.0,2000.0
2017-01-05,18,444.0,6.4,0.0,3.7,50.0,0.0,2000.0
2017-01-05,19,307.0,6.2,0.0,3.8999999999999995,52.0,0.0,2000.0
2017-01-05,20,220.0,5.700000000000001,0.0,4.9,54.0,0.0,2000.0
2017-01-05,21,244.0,5.2,0.0,4.8,55.0,0.0,2000.0
2017-01-05,22,221.0,4.9,0.0,4.2,56.0,0.0,2000.0
2017-01-05,23,156.0,4.5,0.0,4.7,57.0,0.0,2000.0
2017-01-06,0,114.0,4.1,0.0,4.2,57.0,0.0,2000.0
2017-01-06,1,63.0,4.1,0.0,4.2,57.0,0.0,2000.0
2017-01-06,2,56.0,3.9,0.0,4.2,58.0,0.0,2000.0
2017-01-06,3,43.0,3.7000000000000006,0.0,4.1,59.0,0.0,2000.0
2017-01-06,4,35.0,3.4,0.0,3.3,60.0,0.0,2000.0
2017-01-06,5,35.0,3.4,0.0,3.2,60.0,0.0,2000.0
2017-01-06,6,80.0,3.1,0.0,3.3,62.0,0.0,2000.0
2017-01-06,7,206.0,3.0,0.0,2.9,62.0,0.0,2000.0
2017-01-06,8,472.0,2.6,0.0,3.2,64.0,0.0,2000.0
2017-01-06,9,230.0,3.1,0.0,3.2,61.0,0.0,2000.0
2017-01-06,10,150.0,4.6,0.0,2.4,58.0,0.0,2000.0
2017-01-06,11,205.0,6.099999999999999,0.0,2.0,53.0,0.0,2000.0
2017-01-06,12,250.0,7.6,0.0,1.5,46.0,0.0,2000.0
2017-01-06,13,226.0,9.9,0.0,1.4,46.0,0.0,1944.0
2017-01-06,14,233.0,9.2,0.0,1.9,48.0,0.0,1957.0
2017-01-06,15,287.0,10.9,0.0,1.3,44.0,0.0,1998.0
2017-01-06,16,279.0,11.0,0.0,1.5,45.0,0.0,1925.0
2017-01-06,17,316.0,9.1,0.0,1.3,51.0,0.0,1770.0
2017-01-06,18,489.0,7.299999999999999,0.0,1.3000000000000003,57.0,0.0,1548.0
2017-01-06,19,326.0,6.3,0.0,1.9,62.0,0.0,1339.0
2017-01-06,20,234.0,5.4,0.0,1.5,65.0,0.0,1231.0
2017-01-06,21,228.0,4.7,0.0,1.1,67.0,0.0,1233.0
2017-01-06,22,219.0,4.4,0.0,0.3,70.0,0.0,1156.0
2017-01-06,23,168.0,3.5999999999999996,0.0,0.7,70.0,0.0,1115.0
2017-01-07,0,118.0,3.0,0.0,1.3,72.0,0.0,1049.0
2017-01-07,1,117.0,2.7,0.0,0.4,73.0,0.0,975.0
2017-01-07,2,88.0,2.3,0.0,0.8999999999999999,76.0,0.0,883.0
2017-01-07,3,53.0,2.1,0.0,1.0,78.0,0.0,810.0
2017-01-07,4,30.0,1.6,0.0,0.7,81.0,0.0,688.0
2017-01-07,5,34.0,1.1,0.0,0.7,82.0,0.0,740.0
2017-01-07,6,38.0,0.8,0.0,0.9,82.0,0.0,692.0
2017-01-07,7,58.0,0.4,0.0,0.9,84.0,0.0,646.0
2017-01-07,8,96.0,0.1,0.0,1.5,85.0,0.0,550.0
2017-01-07,9,131.0,1.0,0.0,1.7,77.0,0.0,634.0
2017-01-07,10,139.0,2.5,0.0,2.6,73.0,0.0,566.0
2017-01-07,11,166.0,5.8,0.0,1.2,58.0,0.0,866.0
2017-01-07,12,209.0,7.9,0.0,0.9000000000000001,51.0,0.0,783.0
2017-01-07,13,285.0,8.7,0.0,1.0,49.0,0.0,782.0
2017-01-07,14,290.0,9.4,0.0,2.9,51.0,0.0,719.0
2017-01-07,15,316.0,9.3,0.0,1.9000000000000001,51.0,0.0,703.0
2017-01-07,16,339.0,9.2,0.0,2.5,51.0,0.0,639.0
2017-01-07,17,271.0,8.2,0.0,1.8,55.0,0.0,690.0
2017-01-07,18,228.0,6.6,0.0,1.5,60.0,0.0,900.0
2017-01-07,19,189.0,5.799999999999999,0.0,1.4,61.0,0.0,1009.0
2017-01-07,20,200.0,5.0,0.0,1.8,60.0,0.0,799.0
2017-01-07,21,180.0,4.4,0.0,1.4,59.0,0.0,888.0
2017-01-07,22,171.0,4.1,0.0,1.6,61.0,0.0,899.0
2017-01-07,23,126.0,3.8,0.0,2.6,64.0,0.0,870.0
2017-01-08,0,123.0,4.3,0.0,2.9,61.0,0.0,957.0
2017-01-08,1,99.0,4.6,0.0,2.6,57.0,0.0,1206.0
2017-01-08,2,78.0,4.9,0.0,1.9,56.0,0.0,1449.0
2017-01-08,3,33.0,4.8,0.0,2.0,58.0,0.0,1429.0
2017-01-08,4,30.0,4.4,0.0,2.2,60.0,0.0,1487.0
2017-01-08,5,19.0,4.1,0.0,1.6,61.0,0.0,1796.0
2017-01-08,6,30.0,4.0,0.0,2.7,64.0,0.0,1572.0
2017-01-08,7,39.0,4.2,0.0,3.1,66.0,0.0,1797.0
2017-01-08,8,87.0,4.1,0.0,2.6,68.0,0.0,1592.0
2017-01-08,9,102.0,4.8,0.0,2.7,63.0,0.0,1744.0
2017-01-08,10,128.0,6.7,0.0,3.0,61.0,0.0,1795.0
2017-01-08,11,147.0,9.2,0.0,2.3,51.0,0.0,1964.0
2017-01-08,12,225.0,10.3,0.0,2.0,49.0,0.0,1948.0
2017-01-08,13,279.0,10.4,0.0,0.9,49.0,0.0,1974.0
2017-01-08,14,319.0,10.6,0.0,2.7,50.0,0.0,1577.0
2017-01-08,15,317.0,9.8,0.0,2.9,53.0,0.0,1689.0
2017-01-08,16,299.0,9.5,0.0,2.6,54.0,0.0,1739.0
2017-01-08,17,275.0,8.9,0.0,2.3,55.0,0.0,1949.0
2017-01-08,18,242.0,8.2,0.0,2.8,57.0,0.0,1897.0
2017-01-08,19,177.0,7.4,0.0,3.2,61.0,0.0,1974.0
2017-01-08,20,168.0,6.7,0.0,3.1,67.0,0.0,1818.0
2017-01-08,21,162.0,6.0,0.0,2.9,72.0,0.0,1181.0
2017-01-08,22,102.0,5.4,0.0,4.2,75.0,0.0,1017.0
2017-01-08,23,88.0,4.6,0.0,2.8,75.0,0.0,931.0
2017-01-09,0,81.0,4.0,0.0,3.4,75.0,0.0,822.0
2017-01-09,1,55.0,3.8,0.0,3.3,73.0,0.0,883.0
2017-01-09,2,40.0,3.6,0.0,1.9000000000000001,77.0,0.0,744.0
2017-01-09,3,24.0,3.4,0.0,2.4,75.0,0.0,767.0
2017-01-09,4,34.0,3.2,0.0,3.3,76.0,0.0,658.0
2017-01-09,5,28.0,3.0,0.0,2.8999999999999995,74.0,0.0,720.0
2017-01-09,6,96.0,2.7,0.0,3.3999999999999995,76.0,0.0,731.0
2017-01-09,7,236.0,2.5,0.0,3.5,74.0,0.0,734.0
2017-01-09,8,475.0,1.9,0.0,3.5,76.0,0.0,491.0
2017-01-09,9,212.0,1.6,0.0,3.0,70.0,0.0,366.0
2017-01-09,10,152.0,1.7,0.0,2.4,67.0,0.0,433.0
2017-01-09,11,182.0,2.3,0.0,2.9,63.0,0.0,445.0
2017-01-09,12,193.0,3.2,0.0,3.7,57.0,0.0,527.0
2017-01-09,13,195.0,3.9,0.0,3.6999999999999997,51.0,0.0,615.0
2017-01-09,14,185.0,3.6,0.0,4.0,49.0,0.0,783.0
2017-01-09,15,170.0,3.7000000000000006,0.0,3.7000000000000006,44.0,0.0,990.0
2017-01-09,16,198.0,3.5,0.0,3.3,43.0,0.0,954.0
2017-01-09,17,226.0,2.4,0.0,3.7,46.0,0.0,980.0
2017-01-09,18,410.0,1.3,0.0,3.1,47.0,0.0,1065.0
2017-01-09,19,284.0,0.8,0.0,4.2,48.0,0.0,1061.0
2017-01-09,20,234.0,0.0,0.0,3.3,51.0,0.0,1062.0
2017-01-09,21,220.0,-0.8000000000000002,0.0,3.2999999999999994,53.0,0.0,990.0
2017-01-09,22,164.0,-1.6,0.0,2.4,56.0,0.0,984.0
2017-01-09,23,134.0,-2.5,0.0,2.7,58.0,0.0,976.0
2017-01-10,0,93.0,-3.1,0.0,2.4,64.0,0.0,945.0
2017-01-10,1,38.0,-3.7,0.0,2.6,64.0,0.0,1158.0
2017-01-10,2,38.0,-3.9,0.0,2.6,59.0,0.0,1389.0
2017-01-10,3,24.0,-4.2,0.0,2.7999999999999994,57.0,0.0,1969.0
2017-01-10,4,22.0,-4.5,0.0,2.3,61.0,0.0,1779.0
2017-01-10,5,24.0,-4.8,0.0,1.5,61.0,0.0,1904.0
2017-01-10,6,77.0,-5.1,0.0,1.3,62.0,0.0,1959.0
2017-01-10,7,194.0,-5.3,0.0,1.0,62.0,0.0,1999.0
2017-01-10,8,431.0,-5.4,0.0,1.2,62.0,0.0,1826.0
2017-01-10,9,198.0,-4.4,0.0,1.1,54.0,0.0,1899.0
2017-01-10,10,113.0,-2.2,0.0,2.1,48.0,0.0,2000.0
2017-01-10,11,167.0,-0.5,0.0,3.5,49.0,0.0,1783.0
2017-01-10,12,175.0,-0.5,0.0,4.3,50.0,0.0,1938.0
2017-01-10,13,153.0,0.7,0.0,4.1,44.0,0.0,1935.0
2017-01-10,14,137.0,0.8,0.0,5.1,30.0,0.0,1915.0
2017-01-10,15,149.0,0.4,0.0,5.1,28.0,0.0,2000.0
2017-01-10,16,158.0,-0.5,0.0,6.2,27.0,0.0,2000.0
2017-01-10,17,189.0,-1.5,0.0,4.2,30.0,0.0,2000.0
2017-01-10,18,390.0,-2.8,0.0,3.2,34.0,0.0,2000.0
2017-01-10,19,186.0,-3.7000000000000006,0.0,2.9,35.0,0.0,2000.0
2017-01-10,20,168.0,-4.5,0.0,5.6,34.0,0.0,2000.0
2017-01-10,21,134.0,-5.5,0.0,4.0,39.0,0.0,2000.0
2017-01-10,22,152.0,-6.2,0.0,3.2,41.0,0.0,2000.0
2017-01-10,23,106.0,-7.0,0.0,2.5,42.0,0.0,2000.0
2017-01-11,0,52.0,-7.4,0.0,2.2,37.0,0.0,2000.0
2017-01-11,1,48.0,-7.5,0.0,3.4,36.0,0.0,2000.0
2017-01-11,2,28.0,-7.8,0.0,1.3,36.0,0.0,2000.0
2017-01-11,3,31.0,-8.0,0.0,1.5,35.0,0.0,2000.0
2017-01-11,4,19.0,-8.2,0.0,1.8,35.0,0.0,2000.0
2017-01-11,5,28.0,-8.5,0.0,1.0,37.0,0.0,2000.0
2017-01-11,6,70.0,-8.8,0.0,1.4,38.0,0.0,2000.0
2017-01-11,7,173.0,-9.1,0.0,1.2,38.0,0.0,2000.0
2017-01-11,8,399.0,-9.4,0.0,0.7,33.0,0.0,2000.0
2017-01-11,9,177.0,-7.9,0.0,0.9,27.0,0.0,1963.0
2017-01-11,10,96.0,-4.5,0.0,0.8,25.0,0.0,2000.0
2017-01-11,11,138.0,-2.3,0.0,1.5,27.0,0.0,1918.0
2017-01-11,12,177.0,-0.8,0.0,2.6,30.0,0.0,1983.0
2017-01-11,13,141.0,-0.1,0.0,2.8,31.0,0.0,1994.0
2017-01-11,14,169.0,1.0,0.0,2.8,34.0,0.0,2000.0
2017-01-11,15,140.0,1.0,0.0,4.4,39.0,0.0,2000.0
2017-01-11,16,183.0,0.5,0.0,4.3,31.0,0.0,1933.0
2017-01-11,17,217.0,-0.5,0.0,3.0,28.0,0.0,2000.0
2017-01-11,18,362.0,-1.8000000000000003,0.0,2.2,30.0,0.0,2000.0
2017-01-11,19,228.0,-2.3,0.0,2.2,39.0,0.0,2000.0
2017-01-11,20,186.0,-2.8,0.0,2.5,46.0,0.0,2000.0
2017-01-11,21,177.0,-2.9,0.0,2.5,43.0,0.0,2000.0
2017-01-11,22,166.0,-2.7,0.0,1.1,46.0,0.0,2000.0
2017-01-11,23,117.0,-1.9,0.0,1.9,48.0,0.0,2000.0
2017-01-12,0,92.0,-1.2,0.0,1.9000000000000001,49.0,0.0,2000.0
2017-01-12,1,53.0,-0.8,0.0,2.2,54.0,0.0,2000.0
2017-01-12,2,58.0,-0.7,0.0,1.2,72.0,0.1,1863.0
2017-01-12,3,15.0,-0.9,0.0,0.2,75.0,0.1,1506.0
2017-01-12,4,28.0,-1.4,0.0,1.1,80.0,0.1,1230.0
2017-01-12,5,22.0,-1.5,0.0,2.2,74.0,0.1,1242.0
2017-01-12,6,73.0,-1.1,0.0,1.7,62.0,0.1,1383.0
2017-01-12,7,174.0,-1.2,0.0,3.1,57.0,0.1,1609.0
2017-01-12,8,412.0,-1.9,0.0,3.3,58.0,0.0,1635.0
2017-01-12,9,185.0,-2.4,0.0,3.8999999999999995,55.0,0.0,1746.0
2017-01-12,10,114.0,-1.3,0.0,3.0,44.0,0.0,1850.0
2017-01-12,11,165.0,-1.0,0.0,3.5,35.0,0.0,1954.0
2017-01-12,12,159.0,0.0,0.0,4.0,32.0,0.0,1793.0
2017-01-12,13,128.0,0.4,0.0,4.3,30.0,0.0,1869.0
2017-01-12,14,131.0,0.9,0.0,4.4,28.0,0.0,1774.0
2017-01-12,15,181.0,0.19999999999999998,0.0,5.7,23.0,0.0,1994.0
2017-01-12,16,146.0,0.6,0.0,4.2,23.0,0.0,2000.0
2017-01-12,17,201.0,-1.3,0.0,4.9,21.0,0.0,2000.0
2017-01-12,18,334.0,-2.5,0.0,2.9,26.0,0.0,2000.0
2017-01-12,19,187.0,-3.4,0.0,3.6999999999999997,28.0,0.0,2000.0
2017-01-12,20,129.0,-4.1,0.0,3.9,29.0,0.0,2000.0
2017-01-12,21,156.0,-4.7,0.0,3.8999999999999995,32.0,0.0,2000.0
2017-01-12,22,151.0,-5.3,0.0,2.3,36.0,0.0,2000.0
2017-01-12,23,105.0,-5.7,0.0,3.8,36.0,0.0,2000.0
2017-01-13,0,80.0,-6.1,0.0,2.7,40.0,0.0,2000.0
2017-01-13,1,46.0,-6.3999999999999995,0.0,2.0,44.0,0.0,2000.0
2017-01-13,2,42.0,-6.6,0.0,1.4,46.0,0.0,2000.0
2017-01-13,3,24.0,-6.599999999999999,0.0,2.5,43.0,0.0,2000.0
2017-01-13,4,27.0,-7.2,0.0,1.1,38.0,0.0,2000.0
2017-01-13,5,24.0,-7.2,0.0,1.3999999999999997,37.0,0.0,2000.0
2017-01-13,6,62.0,-7.4,0.0,1.2,37.0,0.0,2000.0
2017-01-13,7,173.0,-7.199999999999999,0.0,1.3,38.0,0.0,2000.0
2017-01-13,8,338.0,-6.7,0.0,1.6,28.0,0.0,2000.0
2017-01-13,9,128.0,-6.9,0.0,1.5,58.0,0.2,838.0
2017-01-13,10,45.0,-6.9,0.0,1.5,64.0,0.3,1119.0
2017-01-13,11,39.0,-7.0,0.0,1.3,81.0,1.1,229.0
2017-01-13,12,85.0,-5.4,0.6,2.3,70.0,1.5,1935.0
2017-01-13,13,99.0,-3.7,0.0,2.5,62.0,0.8,1991.0
2017-01-13,14,112.0,-2.2,0.0,3.6,49.0,0.0,1927.0
2017-01-13,15,107.0,-1.4,0.0,3.3,39.0,0.0,1985.0
2017-01-13,16,127.0,-2.0,0.0,5.3,34.0,0.0,1971.0
2017-01-13,17,162.0,-3.0,0.0,5.6,39.0,0.0,2000.0
2017-01-13,18,276.0,-4.1,0.0,4.3,44.0,0.0,2000.0
2017-01-13,19,144.0,-4.9,0.0,4.9,37.0,0.0,2000.0
2017-01-13,20,100.0,-6.8,0.0,5.9,39.0,0.0,2000.0
2017-01-13,21,90.0,-7.7,0.0,4.4,44.0,0.0,2000.0
2017-01-13,22,120.0,-8.1,0.0,2.5,44.0,0.0,1987.0
2017-01-13,23,75.0,-8.6,0.0,2.2,45.0,0.0,2000.0
2017-01-14,0,56.0,-8.6,0.0,2.4,44.0,0.0,2000.0
2017-01-14,1,43.0,-8.7,0.0,2.9,43.0,0.0,2000.0
2017-01-14,2,32.0,-8.9,0.0,2.3,44.0,0.0,2000.0
2017-01-14,3,19.0,-8.8,0.0,3.2,45.0,0.0,2000.0
2017-01-14,4,23.0,-9.2,0.0,2.5,48.0,0.0,1996.0
2017-01-14,5,15.0,-9.5,0.0,3.5,46.0,0.0,2000.0
2017-01-14,6,17.0,-9.6,0.0,4.2,48.0,0.0,2000.0
2017-01-14,7,24.0,-9.9,0.0,3.4,44.0,0.0,2000.0
2017-01-14,8,67.0,-10.5,0.0,3.6,38.0,0.0,2000.0
2017-01-14,9,80.0,-10.3,0.0,4.4,35.0,0.0,2000.0
2017-01-14,10,75.0,-9.5,0.0,4.9,31.0,0.0,1992.0
2017-01-14,11,92.0,-8.3,0.0,3.7,28.0,0.0,1987.0
2017-01-14,12,82.0,-7.5,0.0,4.9,25.0,0.0,2000.0
2017-01-14,13,86.0,-6.700000000000001,0.0,4.6,24.0,0.0,1949.0
2017-01-14,14,91.0,-6.1,0.0,5.5,23.0,0.0,1953.0
2017-01-14,15,93.0,-5.7,0.0,5.4,24.0,0.0,2000.0
2017-01-14,16,77.0,-5.5,0.0,4.8,24.0,0.0,2000.0
2017-01-14,17,97.0,-6.5,0.0,4.5,26.0,0.0,2000.0
2017-01-14,18,90.0,-7.3,0.0,3.1,28.0,0.0,2000.0
2017-01-14,19,52.0,-7.799999999999999,0.0,3.0,29.0,0.0,2000.0
2017-01-14,20,65.0,-8.2,0.0,4.1,30.0,0.0,2000.0
2017-01-14,21,47.0,-8.3,0.0,3.0,31.0,0.0,2000.0
2017-01-14,22,51.0,-8.8,0.0,3.5,31.0,0.0,2000.0
2017-01-14,23,45.0,-9.4,0.0,2.6,29.0,0.0,2000.0
2017-01-15,0,49.0,-9.4,0.0,3.3,30.0,0.0,2000.0
2017-01-15,1,34.0,-9.8,0.0,1.5,31.0,0.0,2000.0
2017-01-15,2,20.0,-10.4,0.0,0.7,33.0,0.0,2000.0
2017-01-15,3,16.0,-10.5,0.0,1.9,33.0,0.0,2000.0
2017-01-15,4,14.0,-10.3,0.0,2.1,34.0,0.0,2000.0
2017-01-15,5,4.0,-10.8,0.0,1.0,35.0,0.0,2000.0
2017-01-15,6,13.0,-10.900000000000002,0.0,1.6,38.0,0.0,2000.0
2017-01-15,7,25.0,-11.2,0.0,1.4,42.0,0.0,2000.0
2017-01-15,8,35.0,-11.4,0.0,1.4,44.0,0.0,2000.0
2017-01-15,9,58.0,-10.3,0.0,2.3,40.0,0.0,1992.0
2017-01-15,10,58.0,-8.5,0.0,3.4,34.0,0.0,1973.0
2017-01-15,11,56.0,-6.6,0.0,3.6,30.0,0.0,1981.0
2017-01-15,12,83.0,-5.5,0.0,2.6,28.0,0.0,1947.0
2017-01-15,13,96.0,-4.6,0.0,4.1,27.0,0.0,1969.0
2017-01-15,14,88.0,-3.4,0.0,3.8,27.0,0.0,1961.0
2017-01-15,15,109.0,-1.8000000000000003,0.0,3.0,27.0,0.0,2000.0
2017-01-15,16,131.0,-1.1,0.0,2.3,26.0,0.0,2000.0
2017-01-15,17,128.0,-1.9,0.0,2.3,29.0,0.0,2000.0
2017-01-15,18,98.0,-3.4,0.0,1.5,31.0,0.0,2000.0
2017-01-15,19,68.0,-4.0,0.0,2.1,38.0,0.0,2000.0
2017-01-15,20,67.0,-4.2,0.0,1.8,43.0,0.0,2000.0
2017-01-15,21,75.0,-4.6,0.0,1.5,41.0,0.0,2000.0
2017-01-15,22,70.0,-4.7,0.0,3.9000000000000004,39.0,0.0,2000.0
2017-01-15,23,70.0,-5.3,0.0,3.3,41.0,0.0,2000.0
