날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m),적설(cm)
2019-01-09,03,-7.6,,1.9,31.0,2000,
2019-01-09,04,-8.3,,0.7,32.0,2000,
2019-01-09,05,-8.8,,1.1,33.0,2000,
2019-01-09,06,-9.2,,0.8,35.0,1996,
2019-01-09,07,-9.3,,0.5,36.0,2000,
2019-01-09,08,-9.3,,0.9,37.0,2000,
2019-01-09,09,-8.6,,1.5,35.0,1988,
2019-01-09,10,-6.2,,1.0,31.0,1877,
2019-01-09,11,-3.6,,1.2,27.0,1871,
2019-01-09,12,-2.4,,1.6,25.0,1857,
2019-01-09,13,-1.9,,1.4,23.0,1775,
2019-01-09,14,-0.8,,0.8,20.0,1873,
2019-01-09,15,0.7,,1.3,19.0,1940,
2019-01-09,16,0.8,,1.4,20.0,1740,
2019-01-09,17,-0.4,,1.9,22.0,1765,
2019-01-09,18,-2.0,,1.4,24.0,1705,
2019-01-09,19,-2.8,,0.8,27.0,1732,
2019-01-09,20,-3.4,,1.7,29.0,1533,
2019-01-09,21,-4.0,,1.6,30.0,1631,
2019-01-09,22,-4.2,,1.6,30.0,1712,
2019-01-09,23,-4.4,,1.7,30.0,1723,
2019-01-10,00,-4.3,,1.4,31.0,1679,
2019-01-10,01,-4.1,,1.2,31.0,1674,
2019-01-10,02,-3.9,,2.6,31.0,1697,
2019-01-10,03,-4.2,,1.4,30.0,1729,
2019-01-10,04,-4.0,,1.7,29.0,1710,
2019-01-10,05,-4.1,,2.2,30.0,1594,
2019-01-10,06,-4.2,,0.4,31.0,1432,
2019-01-10,07,-4.3,,0.5,30.0,1739,
2019-01-10,08,-4.1,,0.5,32.0,1571,
2019-01-10,09,-3.8,,0.6,33.0,1330,
2019-01-10,10,-2.2,,1.0,32.0,1194,
2019-01-10,11,-1.0,,0.4,32.0,1091,
2019-01-10,12,2.0,,1.6,36.0,1816,
2019-01-10,13,2.2,,2.5,43.0,1836,
2019-01-10,14,1.9,,3.0,39.0,1417,
2019-01-10,15,2.3,,3.0,50.0,1565,
2019-01-10,16,2.7,,2.7,51.0,1443,
2019-01-10,17,2.2,,1.8,54.0,1258,
2019-01-10,18,1.5,,1.6,60.0,1167,
2019-01-10,19,1.0,,1.6,65.0,1064,
2019-01-10,20,0.8,,1.9,69.0,922,
2019-01-10,21,0.6,,0.8,75.0,867,
2019-01-10,22,0.6,,0.3,77.0,783,
2019-01-10,23,0.5,,0.7,78.0,762,
2019-01-11,00,0.6,,0.7,75.0,747,
2019-01-11,01,0.7,,0.6,75.0,739,
2019-01-11,02,0.8,,0.4,74.0,731,
2019-01-11,03,0.6,,0.7,75.0,657,
2019-01-11,04,0.3,,0.4,76.0,658,
2019-01-11,05,0.1,,0.6,76.0,702,
2019-01-11,06,0.1,,1.0,75.0,737,
2019-01-11,07,-0.1,,0.6,76.0,746,
2019-01-11,08,-0.3,,1.1,78.0,688,
2019-01-11,09,-0.2,,1.3,75.0,642,
2019-01-11,10,1.1,,1.3,66.0,659,
2019-01-11,11,2.9,,1.3,56.0,671,
2019-01-11,12,4.7,,1.2,47.0,714,
2019-01-11,13,5.9,,0.8,42.0,730,
2019-01-11,14,6.8,,0.9,41.0,664,
2019-01-11,15,6.5,,0.9,43.0,653,
2019-01-11,16,6.0,,0.8,43.0,610,
2019-01-11,17,5.0,,1.2,45.0,626,
2019-01-11,18,4.3,,1.2,45.0,653,
2019-01-11,19,3.7,,2.2,47.0,687,
2019-01-11,20,2.9,,1.2,49.0,598,
2019-01-11,21,2.2,,0.6,52.0,603,
2019-01-11,22,1.6,,1.5,54.0,566,
2019-01-11,23,1.6,,0.6,54.0,592,
2019-01-12,00,1.2,,0.4,58.0,593,
2019-01-12,01,1.5,,0.2,52.0,655,
2019-01-12,02,1.4,,0.6,56.0,624,
2019-01-12,03,1.5,,0.4,54.0,660,
2019-01-12,04,1.4,,0.4,52.0,666,
2019-01-12,05,1.5,,0.8,53.0,627,
2019-01-12,06,1.5,,0.3,54.0,646,
2019-01-12,07,1.3,,0.3,53.0,597,
2019-01-12,08,1.0,,0.7,56.0,574,
2019-01-12,09,1.3,,0.4,51.0,558,
2019-01-12,10,2.5,,1.5,52.0,495,
2019-01-12,11,3.8,,1.0,46.0,476,
2019-01-12,12,5.7,,1.3,37.0,540,
2019-01-12,13,6.8,,2.0,35.0,543,
2019-01-12,14,7.0,,2.9,35.0,564,
2019-01-12,15,7.8,,1.8,33.0,616,
2019-01-12,16,6.9,,1.7,34.0,686,
2019-01-12,17,5.5,,2.9,42.0,600,
2019-01-12,18,3.8,,2.8,46.0,695,
2019-01-12,19,2.7,,1.1,48.0,672,
2019-01-12,20,2.2,,1.6,45.0,697,
2019-01-12,21,1.4,,2.7,50.0,622,
2019-01-12,22,0.7,,1.0,53.0,600,
2019-01-12,23,0.0,,0.5,53.0,631,
2019-01-13,00,-0.6,,1.3,56.0,532,
2019-01-13,01,-1.0,,1.9,60.0,549,
2019-01-13,02,-0.8,,1.4,61.0,469,
2019-01-13,03,-1.4,,0.8,60.0,457,
2019-01-13,04,-2.2,,0.6,59.0,568,
2019-01-13,05,-2.6,,0.9,62.0,527,
2019-01-13,06,-2.9,,0.7,64.0,488,
2019-01-13,07,-2.9,,0.5,63.0,484,
2019-01-13,08,-2.9,,0.5,64.0,484,
2019-01-13,09,-2.4,,0.4,56.0,516,
2019-01-13,10,-0.3,,1.5,51.0,482,
2019-01-13,11,2.5,,1.6,42.0,524,
2019-01-13,12,4.0,,1.6,32.0,592,
2019-01-13,13,6.3,,2.3,31.0,585,
2019-01-13,14,7.0,,2.4,26.0,749,
2019-01-13,15,7.1,,3.0,25.0,788,
2019-01-13,16,7.2,,1.7,26.0,638,
2019-01-13,17,5.7,,1.5,31.0,570,
2019-01-13,18,4.3,,1.3,45.0,439,
2019-01-13,19,3.1,,0.3,63.0,283,
2019-01-13,20,2.1,,0.9,71.0,251,
2019-01-13,21,1.4,,1.8,75.0,233,
2019-01-13,22,0.9,,1.0,78.0,216,
2019-01-13,23,0.3,,1.4,74.0,221,
2019-01-14,00,-0.2,,0.2,77.0,214,
2019-01-14,01,-0.7,,1.3,78.0,220,
2019-01-14,02,-1.0,,0.8,79.0,219,
2019-01-14,03,-1.0,,0.1,78.0,209,
2019-01-14,04,-1.2,,0.6,80.0,202,
2019-01-14,05,-1.6,,0.6,80.0,203,
2019-01-14,06,-1.9,,0.6,80.0,211,
2019-01-14,07,-2.2,,0.4,82.0,196,
2019-01-14,08,-2.2,,0.5,79.0,212,
2019-01-14,09,-1.7,,0.5,75.0,207,
2019-01-14,10,-0.4,,0.7,72.0,206,
2019-01-14,11,1.4,,0.7,64.0,204,
2019-01-14,12,3.1,,1.0,56.0,207,
2019-01-14,13,4.1,,1.0,54.0,217,
2019-01-14,14,4.8,,1.2,53.0,215,
2019-01-14,15,5.2,,1.2,52.0,214,
2019-01-14,16,4.9,,1.3,52.0,218,
2019-01-14,17,4.2,,1.0,57.0,220,
2019-01-14,18,3.2,,1.7,62.0,190,
2019-01-14,19,2.7,,1.8,68.0,190,
2019-01-14,20,2.5,,1.4,72.0,197,
2019-01-14,21,2.2,,1.1,74.0,200,
2019-01-14,22,2.2,,0.2,73.0,203,
2019-01-14,23,2.1,,0.5,73.0,190,
2019-01-15,00,2.3,,1.1,72.0,186,
2019-01-15,01,2.4,,1.8,73.0,209,
2019-01-15,02,2.2,,1.5,72.0,189,
2019-01-15,03,1.9,,1.8,72.0,185,
2019-01-15,04,1.2,,2.2,75.0,167,
2019-01-15,05,0.3,,1.8,81.0,148,
2019-01-15,06,-0.8,,1.9,83.0,138,
2019-01-15,07,-1.5,,0.8,81.0,165,
2019-01-15,08,-1.9,,0.8,79.0,178,
2019-01-15,09,-1.5,,2.2,74.0,201,
2019-01-15,10,-0.7,,2.9,69.0,238,
2019-01-15,11,0.1,,2.8,62.0,275,
2019-01-15,12,0.0,0.0,4.1,64.0,280,
2019-01-15,13,0.4,,4.0,61.0,301,
2019-01-15,14,1.6,,3.0,49.0,402,
2019-01-15,15,2.6,0.0,2.7,40.0,583,
2019-01-15,16,1.1,,4.3,31.0,1337,
2019-01-15,17,-1.0,,4.2,43.0,1463,
2019-01-15,18,-2.8,,4.2,34.0,1909,
2019-01-15,19,-3.9,,4.3,43.0,1647,
2019-01-15,20,-5.3,,4.3,47.0,1600,
2019-01-15,21,-6.2,,2.5,51.0,1417,
2019-01-15,22,-6.5,,3.2,51.0,1379,
2019-01-15,23,-6.8,,2.2,51.0,1432,
2019-01-16,00,-7.1,,2.5,52.0,1410,
2019-01-16,01,-7.3,,4.0,52.0,1478,
2019-01-16,02,-7.7,,2.8,53.0,1453,
2019-01-16,03,-8.1,,2.7,50.0,1556,
2019-01-16,04,-8.8,,0.5,53.0,1543,
2019-01-16,05,-9.3,,3.1,51.0,1617,
2019-01-16,06,-9.4,,2.1,50.0,1793,
2019-01-16,07,-9.8,,1.4,51.0,1861,
2019-01-16,08,-9.8,,2.2,49.0,1833,
2019-01-16,09,-9.1,,2.2,46.0,1857,
2019-01-16,10,-7.2,,1.7,41.0,1576,
2019-01-16,11,-5.3,,1.8,34.0,1636,
2019-01-16,12,-4.6,,2.9,32.0,1592,
2019-01-16,13,-4.0,,3.2,28.0,1810,
2019-01-16,14,-2.7,,2.9,19.0,1931,
2019-01-16,15,-1.9,,2.6,21.0,1976,
2019-01-16,16,-1.7,,2.6,25.0,1991,
2019-01-16,17,-1.9,,1.5,29.0,1999,
2019-01-16,18,-3.2,,1.7,33.0,2000,
2019-01-16,19,-3.3,,1.8,37.0,1991,
2019-01-16,20,-3.1,,2.5,41.0,1995,
2019-01-16,21,-3.1,0.0,2.6,55.0,1934,
2019-01-16,22,-2.9,,2.2,61.0,1650,
2019-01-16,23,-2.8,,1.4,67.0,1779,
2019-01-17,00,-2.6,0.0,1.6,80.0,953,
2019-01-17,01,-2.4,,0.9,80.0,1310,
2019-01-17,02,-2.4,,0.1,78.0,1372,
2019-01-17,03,-2.2,0.0,0.4,78.0,1295,
2019-01-17,04,-2.1,,0.3,77.0,1262,
2019-01-17,05,-2.2,,0.3,78.0,1173,
2019-01-17,06,-2.1,,0.3,71.0,1191,
2019-01-17,07,-2.7,,0.2,75.0,1156,
2019-01-17,08,-3.1,,0.8,74.0,1078,
2019-01-17,09,-2.3,,1.9,66.0,1003,
2019-01-17,10,-0.7,,2.9,56.0,1013,
2019-01-17,11,0.7,,3.0,39.0,1293,
2019-01-17,12,1.8,,2.8,27.0,1809,
2019-01-17,13,2.4,,4.4,21.0,1971,
2019-01-17,14,3.2,,4.5,19.0,1988,
2019-01-17,15,3.3,,4.3,20.0,1992,
2019-01-17,16,4.0,,3.4,20.0,1768,
2019-01-17,17,3.0,,3.8,22.0,1834,
2019-01-17,18,1.6,,2.9,27.0,1845,
2019-01-17,19,0.7,,2.5,31.0,1771,
2019-01-17,20,0.1,,1.3,39.0,1770,
2019-01-17,21,-0.7,,0.6,42.0,1835,
2019-01-17,22,-1.5,,0.3,40.0,1764,
2019-01-17,23,-1.8,,0.7,34.0,1862,
2019-01-18,00,-2.1,,0.9,35.0,1866,
2019-01-18,01,-2.6,,0.9,35.0,1981,
2019-01-18,02,-3.0,,1.1,35.0,2000,
2019-01-18,03,-3.1,,1.0,34.0,2000,
2019-01-18,04,-3.6,,0.9,34.0,2000,
2019-01-18,05,-4.0,,1.4,41.0,2000,
2019-01-18,06,-4.3,,0.8,42.0,2000,
2019-01-18,07,-4.3,,0.7,42.0,2000,
2019-01-18,08,-4.6,,0.8,44.0,2000,
2019-01-18,09,-3.9,,0.4,39.0,1942,
2019-01-18,10,-1.4,,1.3,35.0,1820,
2019-01-18,11,1.8,,0.7,30.0,1825,
2019-01-18,12,4.3,,1.7,26.0,1648,
2019-01-18,13,5.3,,2.9,23.0,1802,
2019-01-18,14,6.1,,1.9,31.0,1184,
2019-01-18,15,6.5,,2.7,33.0,962,
2019-01-18,16,5.8,,3.1,37.0,914,
2019-01-18,17,4.5,,2.4,45.0,802,
2019-01-18,18,3.0,,1.6,51.0,787,
2019-01-18,19,2.2,,1.3,55.0,709,
2019-01-18,20,1.7,,1.5,58.0,645,
2019-01-18,21,1.5,,1.0,60.0,614,
2019-01-18,22,1.4,,0.3,63.0,582,
2019-01-18,23,0.9,,0.5,64.0,570,
2019-01-19,00,0.4,,0.6,67.0,520,
2019-01-19,01,0.5,,0.6,64.0,560,
2019-01-19,02,0.5,,1.0,64.0,554,
2019-01-19,03,0.2,,0.7,63.0,574,
2019-01-19,04,0.1,,1.3,63.0,576,
2019-01-19,05,0.1,,0.9,64.0,558,
2019-01-19,06,0.2,,1.0,64.0,546,
2019-01-19,07,0.5,,1.1,63.0,533,
2019-01-19,08,0.6,,1.0,62.0,547,
2019-01-19,09,1.4,,1.0,58.0,545,
2019-01-19,10,2.7,,1.1,53.0,519,
2019-01-19,11,3.6,,1.3,52.0,506,
2019-01-19,12,5.0,,1.4,50.0,465,
2019-01-19,13,6.3,,0.7,51.0,490,
2019-01-19,14,7.6,,2.0,51.0,572,
2019-01-19,15,8.1,,1.7,48.0,752,
2019-01-19,16,7.7,,0.8,47.0,886,
2019-01-19,17,7.7,,1.2,48.0,1180,
2019-01-19,18,5.9,,1.1,57.0,903,
2019-01-19,19,4.7,,1.2,62.0,853,
2019-01-19,20,3.9,,1.2,66.0,722,
2019-01-19,21,3.9,,2.9,66.0,601,
2019-01-19,22,4.1,,1.9,67.0,475,
2019-01-19,23,4.3,,1.8,67.0,407,
2019-01-20,00,3.9,,1.9,72.0,419,
2019-01-20,01,3.6,,2.5,76.0,310,
2019-01-20,02,2.7,,2.0,77.0,268,
2019-01-20,03,2.0,,1.8,78.0,246,
2019-01-20,04,1.2,,3.6,68.0,379,
2019-01-20,05,0.2,,1.8,54.0,714,
2019-01-20,06,-0.8,,3.5,47.0,1152,
2019-01-20,07,-1.6,,2.6,52.0,1041,
2019-01-20,08,-2.4,,3.6,50.0,1082,
2019-01-20,09,-2.4,,5.3,38.0,1474,
2019-01-20,10,-1.6,,4.1,34.0,1707,
2019-01-20,11,-0.6,,3.0,30.0,1755,
2019-01-20,12,-0.4,,4.4,28.0,1714,
2019-01-20,13,0.7,,4.6,26.0,1672,
2019-01-20,14,1.1,,3.8,24.0,1769,
2019-01-20,15,1.5,,3.1,20.0,1812,
2019-01-20,16,1.0,,4.6,20.0,1923,
2019-01-20,17,0.1,,4.0,21.0,1956,
2019-01-20,18,-1.4,,2.9,24.0,2000,
2019-01-20,19,-2.4,,3.2,29.0,1975,
2019-01-20,20,-3.2,,2.5,31.0,2000,
2019-01-20,21,-4.0,,4.0,33.0,1906,
2019-01-20,22,-4.8,,1.8,36.0,1957,
2019-01-20,23,-5.4,,1.8,38.0,1956,
2019-01-21,00,-5.5,,1.6,40.0,1985,
2019-01-21,01,-5.7,,1.8,42.0,2000,
2019-01-21,02,-6.2,,0.4,43.0,2000,
2019-01-21,03,-6.4,,0.1,47.0,1992,
2019-01-21,04,-6.4,,1.0,46.0,1995,
2019-01-21,05,-6.4,,0.1,51.0,2000,
2019-01-21,06,-6.3,,0.3,52.0,2000,
2019-01-21,07,-6.3,,0.8,54.0,2000,
2019-01-21,08,-6.5,,1.2,54.0,1964,
2019-01-21,09,-5.2,,0.9,49.0,1858,
2019-01-21,10,-3.2,,0.9,47.0,1892,
2019-01-21,11,-1.4,,0.6,44.0,1945,
2019-01-21,12,0.4,0.0,1.9,57.0,1252,
2019-01-21,13,0.2,,2.0,77.0,480,
2019-01-21,14,1.9,,2.7,66.0,1240,
2019-01-21,15,3.0,0.0,3.2,62.0,1181,
2019-01-21,16,3.9,,4.2,58.0,1054,
2019-01-21,17,3.8,,3.5,62.0,968,
2019-01-21,18,3.4,,2.2,64.0,866,
2019-01-21,19,2.7,,1.8,67.0,940,
2019-01-21,20,2.3,,2.4,64.0,1155,
2019-01-21,21,2.0,,3.3,64.0,1366,
2019-01-21,22,1.3,,1.5,68.0,1380,
2019-01-21,23,0.3,,0.6,69.0,1332,
2019-01-22,00,-0.8,,0.9,67.0,1372,
2019-01-22,01,-1.2,,1.3,69.0,1300,
2019-01-22,02,-1.5,,1.2,68.0,1282,
2019-01-22,03,-1.8,,0.9,68.0,1303,
2019-01-22,04,-2.3,,0.4,71.0,1294,
2019-01-22,05,-2.3,,0.2,71.0,1248,
2019-01-22,06,-2.9,,1.1,73.0,1247,
2019-01-22,07,-3.2,,1.2,74.0,1196,
2019-01-22,08,-3.2,,0.9,77.0,1090,
2019-01-22,09,-2.4,,1.5,69.0,1123,
2019-01-22,10,-0.2,,1.1,60.0,1063,
2019-01-22,11,3.0,,1.4,62.0,976,
2019-01-22,12,5.9,,2.1,52.0,1176,
2019-01-22,13,6.4,,3.9,45.0,1418,
2019-01-22,14,6.6,,3.5,46.0,1326,
2019-01-22,15,6.4,,2.6,46.0,1422,
2019-01-22,16,6.6,,3.5,46.0,1262,
2019-01-22,17,5.4,,2.6,50.0,1019,
2019-01-22,18,4.3,,2.6,52.0,917,
2019-01-22,19,3.6,,2.1,63.0,832,
2019-01-22,20,3.0,,1.5,68.0,771,
2019-01-22,21,2.8,,1.8,67.0,762,
2019-01-22,22,2.4,,1.4,67.0,736,
2019-01-22,23,2.0,,1.6,68.0,683,
2019-01-23,00,1.6,,2.2,69.0,613,
2019-01-23,01,1.0,,0.5,73.0,571,
