날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m)
2017-01-11,02,-7.8,,1.3,36.0,2000
2017-01-11,03,-8.0,,1.5,35.0,2000
2017-01-11,04,-8.2,,1.8,35.0,2000
2017-01-11,05,-8.5,,1.0,37.0,2000
2017-01-11,06,-8.8,,1.4,38.0,2000
2017-01-11,07,-9.1,,1.2,38.0,2000
2017-01-11,08,-9.4,,0.7,33.0,2000
2017-01-11,09,-7.9,,0.9,27.0,1963
2017-01-11,10,-4.5,,0.8,25.0,2000
2017-01-11,11,-2.3,,1.5,27.0,1918
2017-01-11,12,-0.8,,2.6,30.0,1983
2017-01-11,13,-0.1,,2.8,31.0,1994
2017-01-11,14,1.0,,2.8,34.0,2000
2017-01-11,15,1.0,,4.4,39.0,2000
2017-01-11,16,0.5,,4.3,31.0,1933
2017-01-11,17,-0.5,,3.0,28.0,2000
2017-01-11,18,-1.8,,2.2,30.0,2000
2017-01-11,19,-2.3,,2.2,39.0,2000
2017-01-11,20,-2.8,,2.5,46.0,2000
2017-01-11,21,-2.9,,2.5,43.0,2000
2017-01-11,22,-2.7,,1.1,46.0,2000
2017-01-11,23,-1.9,,1.9,48.0,2000
2017-01-12,00,-1.2,,1.9,49.0,2000
2017-01-12,01,-0.8,,2.2,54.0,2000
2017-01-12,02,-0.7,,1.2,72.0,1863
2017-01-12,03,-0.9,0.0,0.2,75.0,1506
2017-01-12,04,-1.4,,1.1,80.0,1230
2017-01-12,05,-1.5,,2.2,74.0,1242
2017-01-12,06,-1.1,,1.7,62.0,1383
2017-01-12,07,-1.2,,3.1,57.0,1609
2017-01-12,08,-1.9,,3.3,58.0,1635
2017-01-12,09,-2.4,,3.9,55.0,1746
2017-01-12,10,-1.3,,3.0,44.0,1850
2017-01-12,11,-1.0,,3.5,35.0,1954
2017-01-12,12,0.0,,4.0,32.0,1793
2017-01-12,13,0.4,,4.3,30.0,1869
2017-01-12,14,0.9,,4.4,28.0,1774
2017-01-12,15,0.2,,5.7,23.0,1994
2017-01-12,16,0.6,,4.2,23.0,2000
2017-01-12,17,-1.3,,4.9,21.0,2000
2017-01-12,18,-2.5,,2.9,26.0,2000
2017-01-12,19,-3.4,,3.7,28.0,2000
2017-01-12,20,-4.1,,3.9,29.0,2000
2017-01-12,21,-4.7,,3.9,32.0,2000
2017-01-12,22,-5.3,,2.3,36.0,2000
2017-01-12,23,-5.7,,3.8,36.0,2000
2017-01-13,00,-6.1,,2.7,40.0,2000
2017-01-13,01,-6.4,,2.0,44.0,2000
2017-01-13,02,-6.6,,1.4,46.0,2000
2017-01-13,03,-6.6,,2.5,43.0,2000
2017-01-13,04,-7.2,,1.1,38.0,2000
2017-01-13,05,-7.2,,1.4,37.0,2000
2017-01-13,06,-7.4,,1.2,37.0,2000
2017-01-13,07,-7.2,,1.3,38.0,2000
2017-01-13,08,-6.7,,1.6,28.0,2000
2017-01-13,09,-6.9,0.0,1.5,58.0,838
2017-01-13,10,-6.9,,1.5,64.0,1119
2017-01-13,11,-7.0,,1.3,81.0,229
2017-01-13,12,-5.4,0.6,2.3,70.0,1935
2017-01-13,13,-3.7,,2.5,62.0,1991
2017-01-13,14,-2.2,,3.6,49.0,1927
2017-01-13,15,-1.4,,3.3,39.0,1985
2017-01-13,16,-2.0,,5.3,34.0,1971
2017-01-13,17,-3.0,,5.6,39.0,2000
2017-01-13,18,-4.1,,4.3,44.0,2000
2017-01-13,19,-4.9,,4.9,37.0,2000
2017-01-13,20,-6.8,,5.9,39.0,2000
2017-01-13,21,-7.7,,4.4,44.0,2000
2017-01-13,22,-8.1,,2.5,44.0,1987
2017-01-13,23,-8.6,,2.2,45.0,2000
2017-01-14,00,-8.6,,2.4,44.0,2000
2017-01-14,01,-8.7,,2.9,43.0,2000
2017-01-14,02,-8.9,,2.3,44.0,2000
2017-01-14,03,-8.8,,3.2,45.0,2000
2017-01-14,04,-9.2,,2.5,48.0,1996
2017-01-14,05,-9.5,,3.5,46.0,2000
2017-01-14,06,-9.6,,4.2,48.0,2000
2017-01-14,07,-9.9,,3.4,44.0,2000
2017-01-14,08,-10.5,,3.6,38.0,2000
2017-01-14,09,-10.3,,4.4,35.0,2000
2017-01-14,10,-9.5,,4.9,31.0,1992
2017-01-14,11,-8.3,,3.7,28.0,1987
2017-01-14,12,-7.5,,4.9,25.0,2000
2017-01-14,13,-6.7,,4.6,24.0,1949
2017-01-14,14,-6.1,,5.5,23.0,1953
2017-01-14,15,-5.7,,5.4,24.0,2000
2017-01-14,16,-5.5,,4.8,24.0,2000
2017-01-14,17,-6.5,,4.5,26.0,2000
2017-01-14,18,-7.3,,3.1,28.0,2000
2017-01-14,19,-7.8,,3.0,29.0,2000
2017-01-14,20,-8.2,,4.1,30.0,2000
2017-01-14,21,-8.3,,3.0,31.0,2000
2017-01-14,22,-8.8,,3.5,31.0,2000
2017-01-14,23,-9.4,,2.6,29.0,2000
2017-01-15,00,-9.4,,3.3,30.0,2000
2017-01-15,01,-9.8,,1.5,31.0,2000
2017-01-15,02,-10.4,,0.7,33.0,2000
2017-01-15,03,-10.5,,1.9,33.0,2000
2017-01-15,04,-10.3,,2.1,34.0,2000
2017-01-15,05,-10.8,,1.0,35.0,2000
2017-01-15,06,-10.9,,1.6,38.0,2000
2017-01-15,07,-11.2,,1.4,42.0,2000
2017-01-15,08,-11.4,,1.4,44.0,2000
2017-01-15,09,-10.3,,2.3,40.0,1992
2017-01-15,10,-8.5,,3.4,34.0,1973
2017-01-15,11,-6.6,,3.6,30.0,1981
2017-01-15,12,-5.5,,2.6,28.0,1947
2017-01-15,13,-4.6,,4.1,27.0,1969
2017-01-15,14,-3.4,,3.8,27.0,1961
2017-01-15,15,-1.8,,3.0,27.0,2000
2017-01-15,16,-1.1,,2.3,26.0,2000
2017-01-15,17,-1.9,,2.3,29.0,2000
2017-01-15,18,-3.4,,1.5,31.0,2000
2017-01-15,19,-4.0,,2.1,38.0,2000
2017-01-15,20,-4.2,,1.8,43.0,2000
2017-01-15,21,-4.6,,1.5,41.0,2000
2017-01-15,22,-4.7,,3.9,39.0,2000
2017-01-15,23,-5.3,,3.3,41.0,2000
2017-01-16,00,-6.0,,2.2,44.0,1996
2017-01-16,01,-6.9,,0.9,45.0,2000
2017-01-16,02,-7.4,,1.1,43.0,2000
2017-01-16,03,-7.8,,0.7,43.0,2000
2017-01-16,04,-7.8,,0.9,46.0,1987
2017-01-16,05,-8.4,,1.1,50.0,2000
2017-01-16,06,-8.7,,1.4,45.0,2000
2017-01-16,07,-8.7,,0.6,46.0,2000
2017-01-16,08,-8.9,,1.0,49.0,1989
2017-01-16,09,-8.2,,1.7,47.0,1826
2017-01-16,10,-5.2,,1.8,34.0,1824
2017-01-16,11,-2.0,,2.4,31.0,1884
2017-01-16,12,-1.3,,2.1,27.0,1623
2017-01-16,13,0.7,,1.7,24.0,1799
2017-01-16,14,2.3,,1.0,21.0,1920
2017-01-16,15,3.0,,0.9,17.0,1999
2017-01-16,16,3.0,,1.7,18.0,2000
2017-01-16,17,2.2,,0.9,19.0,2000
2017-01-16,18,0.0,,2.1,25.0,2000
2017-01-16,19,-1.2,,1.4,30.0,1905
2017-01-16,20,-2.2,,2.0,50.0,1911
2017-01-16,21,-2.8,,1.3,51.0,1750
2017-01-16,22,-3.3,,1.7,42.0,1915
2017-01-16,23,-4.0,,0.2,46.0,1900
2017-01-17,00,-4.5,,1.1,46.0,1876
2017-01-17,01,-5.0,,1.3,45.0,1779
2017-01-17,02,-5.2,,0.7,46.0,1815
2017-01-17,03,-5.7,,1.8,48.0,1841
2017-01-17,04,-6.0,,1.7,51.0,1692
2017-01-17,05,-6.3,,0.9,54.0,1647
2017-01-17,06,-6.5,,1.6,56.0,1607
2017-01-17,07,-6.7,,1.8,59.0,1529
2017-01-17,08,-7.0,,1.3,58.0,1451
2017-01-17,09,-5.8,,2.0,51.0,1379
2017-01-17,10,-3.9,,1.0,41.0,1445
2017-01-17,11,-1.9,,2.1,38.0,1351
2017-01-17,12,0.0,,1.4,32.0,1377
2017-01-17,13,2.2,,2.3,28.0,1772
2017-01-17,14,2.8,,0.9,27.0,1222
2017-01-17,15,2.7,,1.8,29.0,1246
2017-01-17,16,3.1,,1.7,28.0,1049
2017-01-17,17,2.2,,1.0,32.0,1054
2017-01-17,18,0.8,,1.2,35.0,1124
2017-01-17,19,-0.1,,0.6,38.0,1131
2017-01-17,20,-0.6,,2.0,42.0,1178
2017-01-17,21,-0.8,,2.1,60.0,958
2017-01-17,22,-1.2,,1.3,60.0,945
2017-01-17,23,-1.0,,1.4,60.0,1057
2017-01-18,00,-0.7,,1.4,62.0,990
2017-01-18,01,-0.6,,1.1,64.0,959
2017-01-18,02,-0.5,,2.4,69.0,924
2017-01-18,03,-1.1,,0.2,74.0,727
2017-01-18,04,-2.0,,0.6,76.0,663
2017-01-18,05,-2.3,,0.3,76.0,603
2017-01-18,06,-2.6,,0.8,74.0,522
2017-01-18,07,-2.8,,0.8,73.0,490
2017-01-18,08,-3.0,,1.3,74.0,439
2017-01-18,09,-2.5,,1.1,68.0,475
2017-01-18,10,-0.9,,1.4,64.0,530
2017-01-18,11,0.8,,1.8,57.0,497
2017-01-18,12,1.9,,0.7,58.0,434
2017-01-18,13,1.5,,1.3,74.0,249
2017-01-18,14,2.0,,0.8,70.0,294
2017-01-18,15,2.5,0.0,1.5,67.0,333
2017-01-18,16,2.5,,2.4,64.0,371
2017-01-18,17,2.1,,1.8,68.0,305
2017-01-18,18,1.0,,1.9,67.0,354
2017-01-18,19,0.2,,1.7,65.0,405
2017-01-18,20,-0.7,,1.1,72.0,336
2017-01-18,21,-1.3,,0.3,68.0,408
2017-01-18,22,-1.6,,1.5,73.0,350
2017-01-18,23,-1.8,,2.9,74.0,319
2017-01-19,00,-1.9,,2.1,75.0,310
2017-01-19,01,-2.6,,1.2,75.0,352
2017-01-19,02,-3.4,,0.8,75.0,358
2017-01-19,03,-3.7,,0.4,76.0,338
2017-01-19,04,-4.1,,0.6,81.0,304
2017-01-19,05,-4.5,,0.9,73.0,427
2017-01-19,06,-4.6,,0.9,75.0,409
2017-01-19,07,-4.8,,1.4,75.0,376
2017-01-19,08,-4.8,,1.6,78.0,323
2017-01-19,09,-4.2,,1.4,74.0,307
2017-01-19,10,-2.3,,0.9,61.0,369
2017-01-19,11,-1.2,,2.7,60.0,370
2017-01-19,12,1.2,,1.1,44.0,534
2017-01-19,13,2.6,,1.8,39.0,533
2017-01-19,14,3.6,,1.7,41.0,477
2017-01-19,15,4.6,,1.2,37.0,493
2017-01-19,16,4.0,,2.8,33.0,585
2017-01-19,17,1.5,,4.3,45.0,775
2017-01-19,18,0.1,,3.4,44.0,1040
2017-01-19,19,-0.4,,1.4,48.0,848
2017-01-19,20,-1.1,,0.7,50.0,811
2017-01-19,21,-1.4,,0.9,43.0,900
2017-01-19,22,-1.6,,1.4,45.0,965
2017-01-19,23,-1.4,,1.9,46.0,978
2017-01-20,00,-1.4,,0.6,50.0,931
2017-01-20,01,-1.7,,1.1,52.0,956
2017-01-20,02,-1.5,,1.3,50.0,1003
2017-01-20,03,-2.1,0.1,1.4,79.0,220
2017-01-20,04,-2.8,,0.9,91.0,51
2017-01-20,05,-3.2,,0.9,91.0,165
2017-01-20,06,-3.8,3.3,2.7,93.0,87
2017-01-20,07,-4.0,,3.3,93.0,159
2017-01-20,08,-4.1,,4.2,92.0,165
2017-01-20,09,-4.2,0.6,4.7,87.0,368
2017-01-20,10,-4.4,,4.5,75.0,558
2017-01-20,11,-4.1,,5.1,68.0,697
2017-01-20,12,-4.5,,5.7,68.0,772
2017-01-20,13,-4.2,,5.0,61.0,929
2017-01-20,14,-3.3,,3.3,54.0,1023
2017-01-20,15,-2.6,,3.7,52.0,1010
2017-01-20,16,-1.9,,2.9,50.0,1101
2017-01-20,17,-3.2,,3.5,53.0,1293
2017-01-20,18,-4.3,,3.1,52.0,1420
2017-01-20,19,-5.0,,2.8,55.0,1345
2017-01-20,20,-5.6,,2.7,58.0,1229
2017-01-20,21,-6.2,,1.4,63.0,1174
2017-01-20,22,-7.0,,1.7,65.0,1191
2017-01-20,23,-7.4,,2.5,69.0,1149
2017-01-21,00,-7.8,,2.7,68.0,1213
2017-01-21,01,-8.4,,1.4,71.0,1162
2017-01-21,02,-8.5,,1.6,70.0,1190
2017-01-21,03,-9.3,,1.5,73.0,1156
2017-01-21,04,-9.1,,0.5,71.0,1237
2017-01-21,05,-9.6,,1.4,73.0,1240
2017-01-21,06,-9.9,,2.7,78.0,990
2017-01-21,07,-9.9,,1.1,80.0,839
2017-01-21,08,-9.3,,1.5,75.0,836
2017-01-21,09,-8.3,0.0,1.9,72.0,810
2017-01-21,10,-6.2,,2.1,64.0,766
2017-01-21,11,-4.1,,1.8,58.0,781
2017-01-21,12,-3.1,0.0,1.5,59.0,980
2017-01-21,13,-1.0,,1.7,54.0,1113
2017-01-21,14,-1.2,,1.7,59.0,1013
2017-01-21,15,-2.0,0.1,2.4,79.0,217
2017-01-21,16,-2.2,,0.5,85.0,121
2017-01-21,17,-2.5,,0.8,90.0,113
2017-01-21,18,-2.4,1.3,1.1,91.0,453
2017-01-21,19,-2.8,,1.8,88.0,723
2017-01-21,20,-3.1,,2.2,84.0,918
2017-01-21,21,-3.5,0.0,0.5,82.0,1352
2017-01-21,22,-4.2,,0.9,83.0,1336
2017-01-21,23,-4.2,,1.4,80.0,1415
2017-01-22,00,-3.3,0.7,4.0,91.0,427
2017-01-22,01,-4.3,,3.4,72.0,842
2017-01-22,02,-5.9,,4.3,60.0,1204
2017-01-22,03,-6.9,0.0,3.2,55.0,1642
2017-01-22,04,-7.8,,3.0,54.0,1715
2017-01-22,05,-8.5,,3.6,50.0,1483
2017-01-22,06,-8.9,,4.8,52.0,1234
2017-01-22,07,-9.3,,3.3,54.0,1212
2017-01-22,08,-9.6,,2.6,54.0,1244
2017-01-22,09,-9.4,,4.0,51.0,1500
2017-01-22,10,-8.8,,4.1,48.0,1896
2017-01-22,11,-7.8,,3.5,45.0,1665
2017-01-22,12,-7.6,,4.4,47.0,1593
2017-01-22,13,-6.1,,3.8,45.0,1797
2017-01-22,14,-5.8,,2.8,44.0,1747
2017-01-22,15,-5.4,,4.5,43.0,1745
2017-01-22,16,-5.3,,4.3,39.0,1881
2017-01-22,17,-6.4,,4.7,42.0,1704
2017-01-22,18,-7.5,,2.9,47.0,1504
2017-01-22,19,-8.3,,4.4,46.0,1427
2017-01-22,20,-8.7,,2.6,52.0,1086
2017-01-22,21,-9.5,,2.9,54.0,1173
2017-01-22,22,-10.0,,3.1,60.0,1052
2017-01-22,23,-10.4,,1.9,63.0,990
2017-01-23,00,-10.9,,2.1,61.0,990
2017-01-23,01,-11.1,,2.7,63.0,938
2017-01-23,02,-10.9,,2.1,62.0,969
2017-01-23,03,-11.0,,2.8,58.0,1032
2017-01-23,04,-11.3,,1.8,59.0,965
2017-01-23,05,-12.2,,0.6,59.0,1022
2017-01-23,06,-12.6,,1.3,58.0,1050
2017-01-23,07,-12.4,,1.4,56.0,1133
2017-01-23,08,-12.3,,1.6,55.0,1199
2017-01-23,09,-11.8,,2.4,50.0,1139
2017-01-23,10,-10.2,,2.6,42.0,1162
2017-01-23,11,-8.6,,1.6,39.0,1088
2017-01-23,12,-7.4,,2.4,41.0,1210
2017-01-23,13,-6.5,,3.1,36.0,1255
2017-01-23,14,-5.7,,3.4,36.0,1524
2017-01-23,15,-4.8,,3.6,35.0,1393
2017-01-23,16,-4.3,,3.1,35.0,1391
2017-01-23,17,-4.7,,2.6,37.0,1543
2017-01-23,18,-6.1,,2.0,43.0,1607
2017-01-23,19,-6.8,,2.3,46.0,1551
2017-01-23,20,-7.2,,2.1,49.0,1452
2017-01-23,21,-7.8,,2.1,46.0,1808
