날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m)
2017-03-17,03,2.4,,0.6,72.0,654
2017-03-17,04,1.9,,0.9,73.0,671
2017-03-17,05,1.9,,0.6,75.0,487
2017-03-17,06,1.7,,1.0,77.0,548
2017-03-17,07,1.3,,0.6,70.0,764
2017-03-17,08,2.2,,1.3,56.0,829
2017-03-17,09,5.0,,1.1,47.0,870
2017-03-17,10,7.4,,1.1,47.0,646
2017-03-17,11,10.8,,1.4,41.0,724
2017-03-17,12,12.3,,2.3,31.0,698
2017-03-17,13,13.0,,3.0,26.0,879
2017-03-17,14,14.4,,3.2,22.0,1128
2017-03-17,15,15.1,,2.8,19.0,1224
2017-03-17,16,15.5,,3.3,19.0,1363
2017-03-17,17,14.1,,4.9,30.0,1069
2017-03-17,18,11.4,,4.7,30.0,1558
2017-03-17,19,9.0,,5.2,29.0,1527
2017-03-17,20,7.8,,3.8,30.0,1569
2017-03-17,21,7.4,,1.1,32.0,1422
2017-03-17,22,7.0,,1.1,33.0,1268
2017-03-17,23,6.6,,1.4,37.0,1294
2017-03-18,00,6.6,,1.1,37.0,1168
2017-03-18,01,6.6,,1.8,35.0,1377
2017-03-18,02,6.5,,1.6,39.0,1187
2017-03-18,03,6.4,,0.8,41.0,1051
2017-03-18,04,6.2,,1.3,44.0,1100
2017-03-18,05,6.1,,0.7,44.0,1117
2017-03-18,06,5.9,,0.1,42.0,1152
2017-03-18,07,6.1,,1.0,47.0,852
2017-03-18,08,6.5,,0.9,48.0,650
2017-03-18,09,8.0,,0.7,41.0,687
2017-03-18,10,10.9,,1.3,28.0,732
2017-03-18,11,12.8,,2.6,28.0,650
2017-03-18,12,14.4,,2.0,23.0,721
2017-03-18,13,15.7,,3.3,21.0,1055
2017-03-18,14,15.7,,4.0,17.0,1459
2017-03-18,15,15.1,,4.6,15.0,1652
2017-03-18,16,14.2,,5.0,19.0,1773
2017-03-18,17,12.8,,4.6,20.0,1344
2017-03-18,18,11.3,,3.6,21.0,1405
2017-03-18,19,9.7,,2.7,27.0,1307
2017-03-18,20,8.9,,1.9,28.0,1264
2017-03-18,21,8.3,,2.1,31.0,1379
2017-03-18,22,7.5,,3.1,43.0,1380
2017-03-18,23,6.9,,1.9,52.0,1161
2017-03-19,00,6.3,,1.4,59.0,1030
2017-03-19,01,5.9,,1.7,58.0,1010
2017-03-19,02,5.4,,1.0,59.0,1023
2017-03-19,03,4.8,,0.6,55.0,1108
2017-03-19,04,4.4,,1.3,58.0,1028
2017-03-19,05,4.0,,0.1,55.0,939
2017-03-19,06,3.6,,1.0,56.0,1043
2017-03-19,07,3.3,,0.9,59.0,839
2017-03-19,08,4.3,,1.0,51.0,774
2017-03-19,09,6.9,,0.5,40.0,757
2017-03-19,10,10.5,,1.4,33.0,788
2017-03-19,11,13.3,,1.8,28.0,788
2017-03-19,12,14.9,,2.0,25.0,943
2017-03-19,13,16.5,,1.6,20.0,1077
2017-03-19,14,18.1,,1.4,20.0,976
2017-03-19,15,18.8,,2.0,20.0,845
2017-03-19,16,17.3,,3.3,24.0,632
2017-03-19,17,17.4,,2.6,20.0,1041
2017-03-19,18,16.4,,2.8,21.0,1207
2017-03-19,19,14.7,,2.9,24.0,1171
2017-03-19,20,13.7,,3.5,25.0,1189
2017-03-19,21,12.5,,2.2,30.0,1089
2017-03-19,22,11.5,,1.8,34.0,980
2017-03-19,23,10.2,,1.5,38.0,1034
2017-03-20,00,9.4,,0.6,41.0,981
2017-03-20,01,8.6,,1.0,38.0,1089
2017-03-20,02,8.2,,1.2,43.0,1062
2017-03-20,03,7.5,,1.4,44.0,1053
2017-03-20,04,6.8,,1.6,47.0,962
2017-03-20,05,6.3,,2.1,49.0,916
2017-03-20,06,6.2,,2.0,43.0,1062
2017-03-20,07,6.0,,1.6,46.0,1019
2017-03-20,08,7.8,,2.9,37.0,1014
2017-03-20,09,9.7,,2.1,33.0,955
2017-03-20,10,11.3,,1.5,32.0,941
2017-03-20,11,12.6,,2.6,30.0,990
2017-03-20,12,13.2,,1.6,30.0,1027
2017-03-20,13,13.7,,1.1,29.0,992
2017-03-20,14,14.3,,0.5,27.0,990
2017-03-20,15,15.3,,1.1,25.0,990
2017-03-20,16,15.2,,1.9,26.0,899
2017-03-20,17,14.3,,2.8,30.0,677
2017-03-20,18,13.0,,3.3,35.0,566
2017-03-20,19,12.3,,3.0,37.0,561
2017-03-20,20,10.2,,4.2,51.0,376
2017-03-20,21,9.0,,1.5,53.0,359
2017-03-20,22,8.7,,1.3,51.0,384
2017-03-20,23,8.2,,1.9,54.0,357
2017-03-21,00,7.7,,1.9,60.0,316
2017-03-21,01,7.2,,1.8,62.0,279
2017-03-21,02,6.4,,1.5,68.0,256
2017-03-21,03,6.0,,1.2,69.0,241
2017-03-21,04,5.7,,1.4,71.0,246
2017-03-21,05,5.2,,1.7,76.0,233
2017-03-21,06,4.9,,1.2,79.0,212
2017-03-21,07,4.4,,2.1,81.0,228
2017-03-21,08,4.4,,2.6,74.0,260
2017-03-21,09,4.6,,6.1,63.0,472
2017-03-21,10,5.8,,5.1,52.0,964
2017-03-21,11,7.1,,4.5,40.0,1484
2017-03-21,12,8.8,,4.8,39.0,1109
2017-03-21,13,11.1,,3.1,35.0,895
2017-03-21,14,10.8,,4.2,41.0,806
2017-03-21,15,11.3,,3.7,38.0,1333
2017-03-21,16,11.1,,2.9,37.0,1439
2017-03-21,17,11.9,,2.7,32.0,1387
2017-03-21,18,11.7,,4.1,22.0,1832
2017-03-21,19,9.6,,5.4,28.0,1972
2017-03-21,20,8.1,,3.7,33.0,2000
2017-03-21,21,7.3,,4.6,35.0,1993
2017-03-21,22,6.5,,3.1,36.0,1993
2017-03-21,23,5.7,,1.9,40.0,1979
2017-03-22,00,4.9,,3.1,40.0,2000
2017-03-22,01,4.4,,1.9,41.0,1954
2017-03-22,02,3.9,,2.5,43.0,2000
2017-03-22,03,3.7,,1.6,44.0,1986
2017-03-22,04,2.8,,1.4,48.0,1978
2017-03-22,05,2.6,,1.4,49.0,1950
2017-03-22,06,2.1,,1.0,51.0,1920
2017-03-22,07,1.9,,1.3,52.0,1615
2017-03-22,08,3.3,,0.7,42.0,1512
2017-03-22,09,6.0,,1.9,34.0,1757
2017-03-22,10,8.7,,2.9,33.0,1754
2017-03-22,11,9.7,,3.4,25.0,1779
2017-03-22,12,11.0,,3.3,20.0,1914
2017-03-22,13,12.0,,2.9,20.0,1933
2017-03-22,14,12.7,,2.9,17.0,1981
2017-03-22,15,13.3,,3.2,20.0,1992
2017-03-22,16,13.1,,4.0,23.0,1949
2017-03-22,17,11.7,,4.0,26.0,2000
2017-03-22,18,10.1,,4.3,27.0,2000
2017-03-22,19,8.7,,3.6,27.0,2000
2017-03-22,20,8.1,,3.5,27.0,2000
2017-03-22,21,7.6,,2.6,31.0,2000
2017-03-22,22,7.4,,2.2,31.0,1992
2017-03-22,23,7.1,,1.0,32.0,1949
2017-03-23,00,6.9,,0.4,35.0,1923
2017-03-23,01,6.6,,1.6,39.0,1924
2017-03-23,02,6.2,,0.7,40.0,1880
2017-03-23,03,6.1,,1.7,39.0,1693
2017-03-23,04,6.0,,0.6,39.0,1372
2017-03-23,05,5.4,,0.3,45.0,1251
2017-03-23,06,5.3,,1.1,47.0,1152
2017-03-23,07,5.2,,0.7,46.0,1186
2017-03-23,08,5.9,,1.0,45.0,1004
2017-03-23,09,7.8,,0.9,37.0,913
2017-03-23,10,9.5,,1.9,32.0,1024
2017-03-23,11,10.3,,2.1,28.0,990
2017-03-23,12,12.7,,3.3,26.0,968
2017-03-23,13,13.2,,3.5,24.0,1121
2017-03-23,14,13.8,,3.1,20.0,1490
2017-03-23,15,14.1,,4.3,21.0,1335
2017-03-23,16,14.1,,4.2,21.0,1474
2017-03-23,17,13.4,,4.6,28.0,1268
2017-03-23,18,12.0,,3.2,30.0,1437
2017-03-23,19,10.1,,3.6,35.0,1497
2017-03-23,20,9.2,,3.6,40.0,1509
2017-03-23,21,8.5,,2.9,38.0,1703
2017-03-23,22,8.3,,3.8,30.0,1777
2017-03-23,23,7.2,,2.1,33.0,1788
2017-03-24,00,6.6,,0.9,34.0,1812
2017-03-24,01,5.8,,0.7,32.0,1966
2017-03-24,02,5.0,,1.6,34.0,1883
2017-03-24,03,4.4,,2.1,33.0,1894
2017-03-24,04,4.2,,2.7,47.0,1930
2017-03-24,05,4.3,,2.6,56.0,1964
2017-03-24,06,4.1,,2.0,58.0,1982
2017-03-24,07,4.0,,2.9,60.0,1934
2017-03-24,08,5.1,,2.0,55.0,1822
2017-03-24,09,6.9,,2.6,50.0,1490
2017-03-24,10,9.2,,2.0,46.0,1502
2017-03-24,11,11.2,,1.8,42.0,1345
2017-03-24,12,12.6,,1.9,37.0,1400
2017-03-24,13,13.4,,1.4,33.0,1217
2017-03-24,14,13.6,,2.2,28.0,1600
2017-03-24,15,14.6,,2.4,23.0,1780
2017-03-24,16,14.6,,1.9,27.0,1303
2017-03-24,17,13.7,,3.5,34.0,906
2017-03-24,18,11.3,,3.8,38.0,939
2017-03-24,19,9.8,,3.1,44.0,1080
2017-03-24,20,9.3,,1.2,47.0,1001
2017-03-24,21,8.8,,1.5,48.0,941
2017-03-24,22,8.3,,0.6,49.0,981
2017-03-24,23,7.4,,2.1,47.0,1045
2017-03-25,00,7.1,,1.2,44.0,1133
2017-03-25,01,7.1,,0.4,44.0,1217
2017-03-25,02,7.2,,0.4,42.0,1235
2017-03-25,03,6.6,,0.9,51.0,1007
2017-03-25,04,6.3,,1.4,50.0,1143
2017-03-25,05,6.7,,1.9,53.0,738
2017-03-25,06,6.5,,2.1,53.0,617
2017-03-25,07,6.1,,0.8,55.0,632
2017-03-25,08,6.8,,2.3,53.0,769
2017-03-25,09,7.7,,3.1,52.0,665
2017-03-25,10,8.9,,2.7,51.0,658
2017-03-25,11,10.6,,2.9,42.0,802
2017-03-25,12,11.4,,3.0,34.0,872
2017-03-25,13,12.3,,3.2,25.0,1138
2017-03-25,14,12.5,,3.4,20.0,1963
2017-03-25,15,12.4,,4.5,18.0,2000
2017-03-25,16,11.5,,3.8,22.0,1960
2017-03-25,17,10.7,,3.2,28.0,1898
2017-03-25,18,9.5,,2.5,33.0,1958
2017-03-25,19,8.0,,2.5,31.0,1963
2017-03-25,20,6.6,,2.9,39.0,1737
2017-03-25,21,5.9,,1.3,38.0,1758
2017-03-25,22,5.7,,1.9,39.0,1792
2017-03-25,23,5.7,,1.3,43.0,1679
2017-03-26,00,5.0,,1.4,50.0,1604
2017-03-26,01,5.2,,1.6,57.0,1415
2017-03-26,02,5.1,,1.3,59.0,1403
2017-03-26,03,5.2,,1.2,61.0,1330
2017-03-26,04,5.2,,0.2,60.0,1276
2017-03-26,05,5.0,,0.8,59.0,1287
2017-03-26,06,4.9,,1.5,54.0,1422
2017-03-26,07,4.8,,1.5,53.0,1326
2017-03-26,08,5.3,,1.0,49.0,1176
2017-03-26,09,7.4,,2.1,43.0,1267
2017-03-26,10,9.3,,1.4,37.0,1110
2017-03-26,11,10.6,,1.5,35.0,1330
2017-03-26,12,10.7,,2.3,36.0,1048
2017-03-26,13,11.1,,3.2,35.0,1049
2017-03-26,14,11.1,,3.8,37.0,1081
2017-03-26,15,10.5,,4.1,31.0,1610
2017-03-26,16,9.7,,3.5,33.0,1598
2017-03-26,17,8.8,,3.0,51.0,985
2017-03-26,18,7.7,,3.7,47.0,1084
2017-03-26,19,6.6,,3.1,63.0,770
2017-03-26,20,6.3,,2.3,71.0,590
2017-03-26,21,6.1,,2.2,73.0,510
2017-03-26,22,6.0,,2.6,75.0,434
2017-03-26,23,5.8,,2.1,77.0,409
2017-03-27,00,5.8,,3.1,80.0,381
2017-03-27,01,5.6,,2.1,80.0,330
2017-03-27,02,5.5,,2.1,79.0,362
2017-03-27,03,5.3,,3.9,79.0,438
2017-03-27,04,5.2,,3.6,79.0,435
2017-03-27,05,5.0,,1.7,77.0,472
2017-03-27,06,4.8,,1.8,77.0,430
2017-03-27,07,4.5,,0.8,78.0,364
2017-03-27,08,5.1,,2.0,75.0,371
2017-03-27,09,6.0,,2.3,69.0,415
2017-03-27,10,7.3,,2.9,62.0,414
2017-03-27,11,8.6,,3.2,56.0,418
2017-03-27,12,8.8,,4.2,42.0,904
2017-03-27,13,8.7,,2.7,52.0,703
2017-03-27,14,9.7,,3.0,47.0,598
2017-03-27,15,6.9,0.0,7.6,66.0,671
2017-03-27,16,5.4,,5.7,74.0,963
2017-03-27,17,6.4,,2.3,66.0,1035
2017-03-27,18,6.9,0.4,2.2,61.0,1139
2017-03-27,19,6.5,,1.9,62.0,1154
2017-03-27,20,5.9,,0.8,63.0,894
2017-03-27,21,5.7,,1.4,66.0,605
2017-03-27,22,5.1,,1.8,72.0,476
2017-03-27,23,4.7,,0.7,77.0,409
2017-03-28,00,4.4,,1.8,79.0,381
2017-03-28,01,4.1,,0.9,82.0,347
2017-03-28,02,3.8,,0.0,82.0,346
2017-03-28,03,3.4,,0.1,85.0,307
2017-03-28,04,3.0,,1.2,87.0,264
2017-03-28,05,2.5,,0.6,88.0,321
2017-03-28,06,2.7,,0.7,85.0,337
2017-03-28,07,2.9,,0.4,84.0,350
2017-03-28,08,3.9,,1.6,80.0,304
2017-03-28,09,5.4,,2.5,77.0,267
2017-03-28,10,6.8,,1.6,71.0,277
2017-03-28,11,8.2,,1.6,64.0,320
2017-03-28,12,9.9,,1.9,53.0,368
2017-03-28,13,12.0,,1.8,43.0,531
2017-03-28,14,12.4,,3.5,38.0,610
2017-03-28,15,12.5,,3.4,31.0,930
2017-03-28,16,12.0,,3.9,30.0,989
2017-03-28,17,11.1,,3.4,33.0,834
2017-03-28,18,10.1,,3.6,35.0,983
2017-03-28,19,8.8,,3.6,37.0,1207
2017-03-28,20,8.0,,2.3,51.0,1049
2017-03-28,21,7.4,,1.1,50.0,1265
2017-03-28,22,6.9,,1.5,49.0,1383
2017-03-28,23,6.3,,2.2,53.0,1175
2017-03-29,00,5.5,,1.3,62.0,764
2017-03-29,01,5.2,,2.1,67.0,511
2017-03-29,02,5.0,,2.5,70.0,482
2017-03-29,03,4.9,,2.9,81.0,378
2017-03-29,04,5.0,,1.9,83.0,388
2017-03-29,05,4.7,,2.3,80.0,543
2017-03-29,06,4.8,,2.5,81.0,611
2017-03-29,07,4.8,,2.4,72.0,1037
2017-03-29,08,5.4,,1.1,68.0,864
2017-03-29,09,7.1,,1.2,59.0,690
2017-03-29,10,9.5,,1.3,52.0,881
2017-03-29,11,11.0,,2.0,47.0,883
2017-03-29,12,12.7,,2.7,39.0,1049
2017-03-29,13,14.0,,3.9,31.0,1188
2017-03-29,14,14.0,,2.8,24.0,1228
2017-03-29,15,14.3,,3.0,26.0,1142
2017-03-29,16,13.5,,3.6,33.0,991
2017-03-29,17,13.3,,3.3,38.0,1027
2017-03-29,18,11.9,,3.3,36.0,1369
2017-03-29,19,10.6,,2.4,40.0,1431
2017-03-29,20,9.3,,1.8,51.0,1260
2017-03-29,21,8.4,,2.1,62.0,943
2017-03-29,22,7.6,,0.9,61.0,991
2017-03-29,23,7.1,,1.8,55.0,1148
2017-03-30,00,6.4,,1.1,55.0,1212
2017-03-30,01,5.8,,1.2,58.0,1178
2017-03-30,02,5.5,,1.0,60.0,1169
2017-03-30,03,4.9,,0.3,65.0,1060
2017-03-30,04,4.5,,0.8,64.0,1056
2017-03-30,05,4.4,,1.5,67.0,840
2017-03-30,06,4.3,,1.1,68.0,893
2017-03-30,07,4.3,,0.6,68.0,900
2017-03-30,08,5.5,,0.5,59.0,907
2017-03-30,09,8.2,,0.9,51.0,794
2017-03-30,10,10.9,,1.6,46.0,808
2017-03-30,11,13.0,,2.9,39.0,967
2017-03-30,12,14.2,,3.0,34.0,1087
2017-03-30,13,15.6,,3.1,30.0,1061
2017-03-30,14,16.9,,3.2,30.0,850
2017-03-30,15,16.8,,3.5,29.0,952
2017-03-30,16,16.7,,3.5,30.0,985
2017-03-30,17,15.5,,3.9,33.0,954
2017-03-30,18,14.8,,3.1,35.0,824
2017-03-30,19,13.2,,2.5,47.0,899
2017-03-30,20,11.7,,1.3,59.0,890
2017-03-30,21,10.6,,1.7,62.0,772
2017-03-30,22,10.5,,1.4,60.0,820
2017-03-30,23,10.8,,0.6,58.0,833
2017-03-31,00,10.8,,1.0,56.0,921
2017-03-31,01,10.5,,0.5,56.0,859
2017-03-31,02,10.4,,0.7,58.0,773
2017-03-31,03,10.1,,1.1,60.0,740
2017-03-31,04,9.9,,1.9,60.0,645
2017-03-31,05,9.9,,3.2,55.0,1007
2017-03-31,06,9.7,0.0,2.8,59.0,1097
2017-03-31,07,9.6,,2.5,57.0,1196
2017-03-31,08,9.9,,2.4,56.0,990
2017-03-31,09,10.2,0.2,2.1,63.0,810
2017-03-31,10,11.7,,1.6,56.0,934
2017-03-31,11,12.3,,1.7,53.0,720
2017-03-31,12,12.0,0.0,1.6,53.0,492
2017-03-31,13,9.8,,2.3,86.0,181
2017-03-31,14,9.2,,2.3,87.0,351
2017-03-31,15,8.3,1.3,4.6,89.0,624
2017-03-31,16,8.0,,4.3,85.0,1486
2017-03-31,17,7.6,,2.6,84.0,980
2017-03-31,18,7.7,0.0,2.6,82.0,1488
2017-03-31,19,6.9,,2.8,79.0,2000
2017-03-31,20,6.3,,4.1,79.0,2000
2017-03-31,21,6.1,,3.4,78.0,2000
2017-03-31,22,5.6,,1.6,80.0,2000
2017-03-31,23,5.3,,2.2,79.0,2000
2017-04-01,00,4.9,,1.5,81.0,2000
2017-04-01,01,5.1,,1.3,77.0,2000
2017-04-01,02,5.7,,0.8,74.0,2000
2017-04-01,03,5.7,,0.6,77.0,1960
2017-04-01,04,5.5,,0.5,78.0,2000
2017-04-01,05,5.6,,1.0,80.0,1782
2017-04-01,06,5.6,,0.4,79.0,1992
2017-04-01,07,5.4,,1.9,78.0,1993
2017-04-01,08,6.6,,1.7,71.0,1871
2017-04-01,09,8.7,,0.6,61.0,1949
2017-04-01,10,9.3,,2.3,60.0,1966
2017-04-01,11,9.9,,2.0,57.0,1933
2017-04-01,12,11.7,,4.4,51.0,2000
2017-04-01,13,12.9,,2.8,39.0,2000
2017-04-01,14,13.2,,4.6,34.0,1954
2017-04-01,15,14.8,,3.8,29.0,2000
2017-04-01,16,9.5,1.0,1.4,68.0,2000
2017-04-01,17,12.1,0.0,0.9,46.0,2000
2017-04-01,18,11.7,,2.6,51.0,2000
2017-04-01,19,10.2,,2.3,47.0,2000
2017-04-01,20,9.2,,2.3,48.0,1931
2017-04-01,21,8.4,,3.5,60.0,2000
2017-04-01,22,7.3,,3.3,66.0,2000
2017-04-01,23,5.9,,2.0,74.0,2000
2017-04-02,00,5.3,,2.3,76.0,1965
2017-04-02,01,4.9,,1.0,78.0,1947
2017-04-02,02,4.6,,0.3,76.0,1951
2017-04-02,03,4.2,,1.1,77.0,1258
2017-04-02,04,4.0,,0.3,78.0,1521
2017-04-02,05,3.3,,1.2,83.0,1219
2017-04-02,06,3.1,,0.4,83.0,839
2017-04-02,07,3.2,,0.4,83.0,728
2017-04-02,08,4.9,,2.0,74.0,879
2017-04-02,09,7.7,,0.5,65.0,990
2017-04-02,10,10.1,,1.5,59.0,990
2017-04-02,11,12.3,,2.0,41.0,1332
2017-04-02,12,13.5,,3.2,32.0,1758
2017-04-02,13,14.2,,3.1,27.0,1564
2017-04-02,14,15.0,,5.0,29.0,1418
2017-04-02,15,15.1,,4.2,26.0,1438
2017-04-02,16,15.5,,3.8,26.0,1372
2017-04-02,17,14.2,,3.6,33.0,1082
2017-04-02,18,12.7,,3.5,34.0,1250
2017-04-02,19,10.7,,3.8,38.0,1246
2017-04-02,20,9.5,,2.2,46.0,1139
2017-04-02,21,8.6,,1.7,52.0,994
2017-04-02,22,8.1,,2.7,54.0,946
2017-04-02,23,7.5,,1.2,56.0,962
2017-04-03,00,7.1,,1.8,56.0,956
2017-04-03,01,6.4,,0.9,58.0,1039
2017-04-03,02,6.0,,1.6,57.0,1163
2017-04-03,03,5.5,,0.6,56.0,1146
2017-04-03,04,5.0,,0.3,59.0,1022
2017-04-03,05,4.9,,1.5,67.0,746
2017-04-03,06,4.4,,0.6,71.0,633
2017-04-03,07,4.5,,0.1,73.0,510
2017-04-03,08,6.4,,0.6,62.0,453
2017-04-03,09,9.2,,1.9,55.0,462
2017-04-03,10,11.7,,2.0,47.0,513
2017-04-03,11,13.8,,2.8,42.0,516
2017-04-03,12,15.7,,3.3,37.0,526
2017-04-03,13,17.5,,3.5,30.0,807
2017-04-03,14,18.5,,4.1,24.0,849
2017-04-03,15,19.0,,3.2,22.0,1285
2017-04-03,16,18.2,,4.6,28.0,925
2017-04-03,17,18.0,,2.8,29.0,884
2017-04-03,18,16.2,,3.5,31.0,950
2017-04-03,19,14.0,,2.9,35.0,910
2017-04-03,20,12.8,,2.8,34.0,1045
2017-04-03,21,11.7,,1.6,41.0,910
2017-04-03,22,10.9,,1.6,45.0,908
2017-04-03,23,10.0,,0.5,50.0,830
2017-04-04,00,9.5,,0.5,52.0,800
2017-04-04,01,8.9,,0.9,52.0,839
2017-04-04,02,8.5,,1.1,54.0,848
2017-04-04,03,8.0,,1.5,53.0,861
2017-04-04,04,7.4,,1.8,57.0,813
2017-04-04,05,7.2,,0.6,55.0,831
2017-04-04,06,7.0,,1.0,57.0,835
2017-04-04,07,6.7,,2.1,58.0,801
2017-04-04,08,8.8,,1.8,44.0,833
2017-04-04,09,11.7,,1.0,34.0,914
2017-04-04,10,15.1,,1.6,27.0,989
2017-04-04,11,16.9,,1.2,29.0,826
2017-04-04,12,19.0,,1.9,28.0,697
2017-04-04,13,20.4,,2.0,25.0,755
2017-04-04,14,21.3,,3.8,21.0,875
2017-04-04,15,21.4,,3.8,21.0,1022
2017-04-04,16,20.8,,3.2,22.0,1135
2017-04-04,17,19.5,,3.7,23.0,1245
2017-04-04,18,17.7,,4.1,25.0,1301
2017-04-04,19,15.6,,3.2,30.0,1211
2017-04-04,20,14.7,,1.6,31.0,1175
2017-04-04,21,14.3,,1.7,35.0,921
2017-04-04,22,14.0,,1.6,33.0,881
2017-04-04,23,13.6,,1.5,29.0,1154
2017-04-05,00,13.3,,0.8,29.0,1226
2017-04-05,01,13.2,,2.4,29.0,1271
2017-04-05,02,12.8,,2.0,38.0,802
2017-04-05,03,12.3,,1.5,36.0,966
2017-04-05,04,11.9,,0.6,41.0,879
2017-04-05,05,11.5,,0.5,43.0,869
2017-04-05,06,11.4,0.0,0.8,35.0,1100
2017-04-05,07,11.6,0.0,2.0,37.0,1143
2017-04-05,08,11.9,0.0,0.8,45.0,965
2017-04-05,09,11.9,0.2,2.4,54.0,935
2017-04-05,10,12.5,,3.6,42.0,1104
2017-04-05,11,13.1,0.0,3.1,48.0,1012
2017-04-05,12,14.0,0.1,2.8,42.0,1518
2017-04-05,13,14.1,0.1,3.2,50.0,1645
2017-04-05,14,13.4,0.1,3.7,62.0,969
2017-04-05,15,12.4,2.0,3.8,75.0,489
2017-04-05,16,11.2,4.5,4.2,90.0,239
2017-04-05,17,10.8,4.5,4.4,91.0,267
2017-04-05,18,10.8,2.5,3.9,92.0,250
2017-04-05,19,10.8,4.0,3.0,94.0,152
2017-04-05,20,10.8,2.0,4.2,94.0,188
2017-04-05,21,11.0,2.5,2.9,95.0,177
2017-04-05,22,11.4,3.0,1.8,98.0,128
2017-04-05,23,11.7,6.0,0.9,98.0,112
2017-04-06,00,12.4,6.0,2.4,99.0,232
2017-04-06,01,12.1,2.0,3.3,98.0,328
2017-04-06,02,11.7,0.0,3.9,98.0,150
2017-04-06,03,11.0,0.5,3.4,98.0,137
2017-04-06,04,10.8,0.0,3.3,98.0,91
2017-04-06,05,10.7,0.0,2.5,99.0,78
2017-04-06,06,10.5,0.0,2.9,99.0,107
2017-04-06,07,10.0,0.5,3.5,99.0,106
2017-04-06,08,9.7,0.0,3.0,99.0,165
2017-04-06,09,9.5,0.0,2.7,99.0,182
2017-04-06,10,9.6,0.0,3.3,99.0,269
2017-04-06,11,10.2,,2.8,91.0,634
2017-04-06,12,10.3,,1.4,89.0,599
2017-04-06,13,11.2,,2.7,80.0,1013
2017-04-06,14,12.0,,1.9,76.0,1216
2017-04-06,15,11.6,,3.2,80.0,628
2017-04-06,16,11.4,,2.3,79.0,1138
2017-04-06,17,10.6,0.0,3.3,83.0,1108
2017-04-06,18,10.6,0.0,0.8,84.0,1091
2017-04-06,19,10.4,,1.7,84.0,1337
2017-04-06,20,10.2,,0.5,84.0,1668
2017-04-06,21,10.1,,1.7,86.0,459
2017-04-06,22,10.0,,2.1,86.0,486
2017-04-06,23,9.9,,1.4,86.0,620
2017-04-07,00,9.9,,1.3,85.0,522
2017-04-07,01,9.7,,2.6,86.0,448
2017-04-07,02,9.4,,0.9,87.0,387
2017-04-07,03,9.2,,1.8,88.0,312
2017-04-07,04,9.0,,1.9,90.0,260
2017-04-07,05,9.0,,2.1,90.0,245
2017-04-07,06,9.0,,2.6,90.0,253
2017-04-07,07,9.2,,0.8,90.0,347
2017-04-07,08,9.8,,0.3,83.0,471
2017-04-07,09,11.5,,2.7,75.0,657
2017-04-07,10,14.5,,2.2,61.0,772
2017-04-07,11,16.2,,2.9,57.0,946
2017-04-07,12,17.7,,2.4,50.0,1129
2017-04-07,13,19.1,,1.7,44.0,1155
2017-04-07,14,21.3,,1.3,36.0,1368
2017-04-07,15,22.8,,1.1,37.0,1296
2017-04-07,16,23.0,,2.5,40.0,921
2017-04-07,17,20.9,,4.2,51.0,686
2017-04-07,18,19.4,,3.1,55.0,649
2017-04-07,19,16.9,,3.5,64.0,754
2017-04-07,20,15.2,,1.3,68.0,747
2017-04-07,21,14.3,,1.7,72.0,820
2017-04-07,22,13.3,,1.4,76.0,780
2017-04-07,23,12.8,,1.8,79.0,733
2017-04-08,00,12.3,,1.2,78.0,629
2017-04-08,01,11.9,,1.8,78.0,574
2017-04-08,02,11.3,,2.0,78.0,548
2017-04-08,03,10.6,,1.8,80.0,512
2017-04-08,04,9.9,,1.1,82.0,412
2017-04-08,05,9.4,,2.5,85.0,370
2017-04-08,06,9.1,,1.8,87.0,266
2017-04-08,07,8.6,,2.0,89.0,223
2017-04-08,08,9.1,,1.3,88.0,224
2017-04-08,09,10.2,,2.6,84.0,261
2017-04-08,10,12.0,,2.1,76.0,342
2017-04-08,11,14.7,,2.3,65.0,399
2017-04-08,12,15.8,,2.5,61.0,455
2017-04-08,13,17.8,,2.7,56.0,524
2017-04-08,14,18.6,,2.8,54.0,619
2017-04-08,15,19.4,,3.4,50.0,737
2017-04-08,16,19.5,,2.6,54.0,579
2017-04-08,17,16.9,,2.4,64.0,570
2017-04-08,18,15.2,,3.7,70.0,588
2017-04-08,19,13.5,,3.3,76.0,538
2017-04-08,20,13.0,,2.7,76.0,528
2017-04-08,21,12.5,,4.0,76.0,525
2017-04-08,22,12.1,,3.5,76.0,450
2017-04-08,23,11.4,0.2,2.8,84.0,350
2017-04-09,00,11.3,0.3,4.3,88.0,295
2017-04-09,01,11.4,0.1,0.9,89.0,289
2017-04-09,02,11.6,0.4,0.0,90.0,284
2017-04-09,03,11.7,0.0,0.6,91.0,239
2017-04-09,04,11.9,0.0,2.1,90.0,228
2017-04-09,05,11.1,0.0,2.0,92.0,202
2017-04-09,06,10.7,,1.3,93.0,177
2017-04-09,07,10.7,,1.2,92.0,186
2017-04-09,08,11.3,,1.4,90.0,230
2017-04-09,09,12.8,,1.8,81.0,325
2017-04-09,10,14.7,,3.6,76.0,447
2017-04-09,11,17.1,,5.6,52.0,2000
2017-04-09,12,18.3,,4.4,46.0,1996
2017-04-09,13,19.5,,4.2,38.0,2000
2017-04-09,14,20.0,,4.0,39.0,2000
