날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m),적설(cm)
2018-03-28,08,10.3,,0.7,77,341,
2018-03-28,09,12.4,,1.0,66,546,
2018-03-28,10,14.7,,2.9,62,684,
2018-03-28,11,15.6,,3.7,60,817,
2018-03-28,12,16.5,,3.8,57,881,
2018-03-28,13,17.5,,3.1,54,1065,
2018-03-28,14,18.6,,4.4,46,1664,
2018-03-28,15,18.2,,4.1,45,1908,
2018-03-28,16,18.3,,4.3,43,1931,
2018-03-28,17,17.6,,4.2,45,1947,
2018-03-28,18,17.0,,3.1,53,1855,
2018-03-28,19,16.0,,2.8,60,1436,
2018-03-28,20,15.2,,2.2,65,988,
2018-03-28,21,14.2,,0.8,70,723,
2018-03-28,22,13.6,,2.0,73,644,
2018-03-28,23,13.5,,1.2,74,603,
2018-03-29,00,13.4,,1.5,77,537,
2018-03-29,01,13.0,,1.9,81,484,
2018-03-29,02,12.9,,1.6,83,369,
2018-03-29,03,12.7,,0.4,80,384,
2018-03-29,04,12.8,,0.2,81,418,
2018-03-29,05,12.7,,0.8,83,392,
2018-03-29,06,12.6,,0.5,83,332,
2018-03-29,07,12.8,,0.6,82,370,
2018-03-29,08,13.3,,1.2,80,369,
2018-03-29,09,13.5,,1.9,79,382,
2018-03-29,10,15.0,,1.5,69,552,
2018-03-29,11,16.1,,1.2,63,555,
2018-03-29,12,18.2,,2.3,55,594,
2018-03-29,13,19.5,,1.9,48,596,
2018-03-29,14,20.2,,2.4,47,541,
2018-03-29,15,20.8,,3.1,42,576,
2018-03-29,16,20.7,,2.2,38,741,
2018-03-29,17,20.3,,2.8,48,635,
2018-03-29,18,19.1,,2.4,47,942,
2018-03-29,19,17.5,,2.2,61,758,
2018-03-29,20,15.6,,2.7,64,686,
2018-03-29,21,14.4,,1.7,66,677,
2018-03-29,22,13.3,,2.1,71,581,
2018-03-29,23,12.7,,1.6,75,475,
2018-03-30,00,11.8,,0.6,78,438,
2018-03-30,01,11.4,,0.7,77,466,
2018-03-30,02,10.8,,0.4,72,639,
2018-03-30,03,10.3,,0.7,68,887,
2018-03-30,04,9.9,,1.1,67,820,
2018-03-30,05,10.4,,1.8,62,911,
2018-03-30,06,10.3,,1.2,70,555,
2018-03-30,07,10.5,,1.1,70,483,
2018-03-30,08,11.5,,1.6,60,550,
2018-03-30,09,13.7,,1.3,46,972,
2018-03-30,10,16.0,,1.4,29,1708,
2018-03-30,11,17.8,,2.6,26,1822,
2018-03-30,12,19.1,,1.6,26,1704,
2018-03-30,13,20.3,,1.4,27,1464,
2018-03-30,14,21.0,,2.8,28,1191,
2018-03-30,15,21.8,,2.3,28,1162,
2018-03-30,16,20.7,,3.6,36,811,
2018-03-30,17,19.4,,2.9,45,778,
2018-03-30,18,17.4,,3.1,57,657,
2018-03-30,19,15.2,,3.2,60,1081,
2018-03-30,20,14.3,,2.6,63,936,
2018-03-30,21,13.7,,1.8,73,658,
2018-03-30,22,12.7,,1.5,76,521,
2018-03-30,23,12.1,,1.4,77,540,
2018-03-31,00,11.7,,1.3,77,588,
2018-03-31,01,11.5,,2.0,77,593,
2018-03-31,02,11.0,,1.5,73,816,
2018-03-31,03,10.7,,1.7,74,712,
2018-03-31,04,10.4,,1.7,73,801,
2018-03-31,05,9.8,,0.8,73,1098,
2018-03-31,06,9.4,,0.9,75,1117,
2018-03-31,07,9.5,,0.2,72,1017,
2018-03-31,08,10.4,,0.8,65,979,
2018-03-31,09,12.6,,0.9,57,859,
2018-03-31,10,14.7,,0.9,53,831,
2018-03-31,11,16.7,,1.9,45,1054,
2018-03-31,12,18.2,,4.2,38,1189,
2018-03-31,13,19.3,,3.0,37,1257,
2018-03-31,14,20.1,,3.0,30,1554,
2018-03-31,15,18.9,,3.7,28,1769,
2018-03-31,16,18.0,,3.0,32,1836,
2018-03-31,17,17.3,,3.4,36,1722,
2018-03-31,18,16.6,,2.6,33,1867,
2018-03-31,19,15.3,,2.0,41,1751,
2018-03-31,20,14.0,,1.6,45,1729,
2018-03-31,21,13.3,,1.6,48,1582,
2018-03-31,22,12.8,,1.5,52,1616,
2018-03-31,23,12.4,,1.3,63,1201,
2018-04-01,00,12.1,,0.8,70,1050,
2018-04-01,01,11.7,,0.5,74,979,
2018-04-01,02,11.7,,0.6,72,915,
2018-04-01,03,11.9,,0.7,71,853,
2018-04-01,04,12.1,,0.3,69,827,
2018-04-01,05,12.3,,0.5,65,1085,
2018-04-01,06,12.4,,0.4,61,1131,
2018-04-01,07,12.5,,0.4,62,1003,
2018-04-01,08,12.9,,1.5,64,778,
2018-04-01,09,13.5,,1.8,66,934,
2018-04-01,10,14.7,,2.0,61,945,
2018-04-01,11,16.7,,2.1,55,1182,
2018-04-01,12,18.0,,3.1,53,1350,
2018-04-01,13,17.9,,2.2,60,1248,
2018-04-01,14,17.5,,2.1,67,832,
2018-04-01,15,18.2,,2.2,63,687,
2018-04-01,16,18.2,,3.2,69,625,
2018-04-01,17,18.0,,1.8,72,559,
2018-04-01,18,17.7,,2.1,75,519,
2018-04-01,19,17.4,,2.3,79,614,
2018-04-01,20,17.1,,1.5,80,480,
2018-04-01,21,16.9,,1.9,81,472,
2018-04-01,22,16.7,,2.4,83,416,
2018-04-01,23,16.3,,1.3,82,480,
2018-04-02,00,16.1,,1.9,80,605,
2018-04-02,01,16.0,,1.0,79,716,
2018-04-02,02,15.7,,1.4,81,694,
2018-04-02,03,15.6,,1.2,81,628,
2018-04-02,04,15.7,,1.2,79,628,
2018-04-02,05,15.3,,1.4,82,508,
2018-04-02,06,14.9,,0.4,81,580,
2018-04-02,07,15.1,,1.0,80,623,
2018-04-02,08,15.7,,1.1,75,804,
2018-04-02,09,16.6,,1.5,70,945,
2018-04-02,10,17.5,,1.3,66,1059,
2018-04-02,11,18.5,,1.6,61,1301,
2018-04-02,12,20.8,,2.0,50,1240,
2018-04-02,13,21.9,,2.5,48,1113,
2018-04-02,14,23.0,,3.4,42,1315,
2018-04-02,15,23.7,,2.8,43,1347,
2018-04-02,16,23.0,,4.1,47,1417,
2018-04-02,17,22.0,,3.7,49,1582,
2018-04-02,18,20.7,,4.1,54,1484,
2018-04-02,19,19.1,,3.4,60,1592,
2018-04-02,20,18.2,,1.8,65,1563,
2018-04-02,21,17.9,,2.1,64,1652,
2018-04-02,22,17.4,,2.3,66,1565,
2018-04-02,23,16.8,,0.9,70,1426,
2018-04-03,00,16.8,,0.8,69,1395,
2018-04-03,01,17.1,,1.7,72,1353,
2018-04-03,02,17.0,,1.6,73,1184,
2018-04-03,03,17.0,,1.7,74,1294,
2018-04-03,04,16.9,,1.2,74,1199,
2018-04-03,05,16.9,,1.6,73,1275,
2018-04-03,06,16.8,,1.2,74,1265,
2018-04-03,07,16.8,,1.0,73,1366,
2018-04-03,08,17.3,,0.5,71,1481,
2018-04-03,09,18.3,,2.4,67,1375,
2018-04-03,10,18.9,0.0,2.0,66,1298,
2018-04-03,11,19.0,,1.9,67,1062,
2018-04-03,12,19.6,,2.9,63,1034,
2018-04-03,13,20.1,,2.6,61,1117,
2018-04-03,14,21.0,,3.2,53,1306,
2018-04-03,15,19.9,0.0,2.5,58,1348,
2018-04-03,16,19.7,,3.7,58,1302,
2018-04-03,17,19.7,,2.6,57,1302,
2018-04-03,18,18.9,,3.3,68,1326,
2018-04-03,19,18.0,,3.1,74,1258,
2018-04-03,20,17.3,,2.4,80,927,
2018-04-03,21,17.0,,3.2,83,744,
2018-04-03,22,16.0,0.0,2.0,85,409,
2018-04-03,23,15.0,0.0,1.6,94,163,
2018-04-04,00,15.0,0.1,2.1,96,141,
2018-04-04,01,14.8,0.0,1.7,96,209,
2018-04-04,02,14.5,3.5,2.2,97,179,
2018-04-04,03,14.3,7.0,1.2,97,228,
2018-04-04,04,14.1,3.0,1.7,97,306,
2018-04-04,05,11.9,3.0,3.4,97,305,
2018-04-04,06,11.7,2.0,0.7,95,2000,
2018-04-04,07,10.3,,1.2,90,2000,
2018-04-04,08,10.3,,2.5,86,2000,
2018-04-04,09,10.4,,1.4,81,2000,
2018-04-04,10,10.7,0.0,1.4,81,2000,
2018-04-04,11,12.8,,2.0,65,2000,
2018-04-04,12,15.3,,2.1,54,1989,
2018-04-04,13,16.7,,1.4,47,2000,
2018-04-04,14,17.9,,1.3,42,1981,
2018-04-04,15,17.9,,2.2,44,2000,
2018-04-04,16,17.9,,1.1,42,2000,
2018-04-04,17,17.2,,2.2,46,2000,
2018-04-04,18,16.0,,2.1,47,2000,
2018-04-04,19,14.3,,2.1,53,2000,
2018-04-04,20,12.8,,2.0,56,2000,
2018-04-04,21,11.8,,1.9,57,2000,
2018-04-04,22,10.9,,1.5,58,2000,
2018-04-04,23,10.2,,2.4,58,2000,
2018-04-05,00,9.5,,1.7,61,2000,
2018-04-05,01,9.0,,1.9,62,2000,
2018-04-05,02,9.0,,2.1,63,2000,
2018-04-05,03,8.9,,2.2,64,2000,
2018-04-05,04,8.8,,2.5,65,2000,
2018-04-05,05,8.3,0.1,2.0,81,1060,
2018-04-05,06,7.5,0.4,2.4,94,511,
2018-04-05,07,7.1,1.5,2.2,94,572,
2018-04-05,08,6.7,2.0,2.7,94,1127,
2018-04-05,09,6.8,0.0,2.9,89,2000,
2018-04-05,10,7.1,0.0,2.9,87,2000,
2018-04-05,11,7.1,0.0,2.6,93,697,
2018-04-05,12,7.3,0.5,2.2,95,676,
2018-04-05,13,7.7,0.0,1.9,95,442,
2018-04-05,14,8.0,0.0,1.5,95,514,
2018-04-05,15,8.1,0.5,1.9,96,410,
2018-04-05,16,8.1,1.0,1.5,96,281,
2018-04-05,17,8.0,1.0,1.4,96,298,
2018-04-05,18,7.6,0.0,2.0,96,660,
2018-04-05,19,7.6,1.5,1.5,96,1309,
2018-04-05,20,7.3,0.0,1.9,96,2000,
2018-04-05,21,7.3,1.0,1.5,96,749,
2018-04-05,22,7.2,0.0,1.0,96,700,
2018-04-05,23,7.1,0.5,1.3,96,1497,
2018-04-06,00,7.2,0.5,0.9,95,861,
2018-04-06,01,7.2,0.5,0.2,95,683,
2018-04-06,02,7.3,1.5,1.0,96,337,
2018-04-06,03,7.2,2.0,0.8,96,349,
2018-04-06,04,6.8,2.0,2.2,97,453,
2018-04-06,05,6.3,0.5,1.7,97,787,
2018-04-06,06,6.1,,2.1,96,798,
2018-04-06,07,5.7,,3.4,95,1136,
2018-04-06,08,5.9,,2.8,90,1820,
2018-04-06,09,6.9,,2.2,83,1666,
2018-04-06,10,8.0,,2.8,73,1641,
2018-04-06,11,8.3,,4.1,69,1217,
2018-04-06,12,6.7,,4.6,71,543,
2018-04-06,13,7.9,,4.3,58,488,
2018-04-06,14,7.4,,3.5,56,461,
2018-04-06,15,6.8,,4.1,50,660,
2018-04-06,16,6.6,,4.0,50,645,
2018-04-06,17,6.3,,4.4,50,707,
2018-04-06,18,5.9,,5.3,43,859,
2018-04-06,19,4.8,,3.8,48,1126,
2018-04-06,20,4.3,,4.6,59,991,
2018-04-06,21,4.0,,3.0,67,794,
2018-04-06,22,3.9,,3.0,68,737,
2018-04-06,23,3.8,0.0,4.1,75,604,
2018-04-07,00,3.0,0.0,3.3,67,945,
2018-04-07,01,2.6,,2.7,67,1053,
2018-04-07,02,1.8,0.0,2.9,81,325,
2018-04-07,03,1.5,0.1,3.5,82,372,
2018-04-07,04,1.6,0.1,3.6,70,1392,
2018-04-07,05,1.6,,4.9,62,1372,
2018-04-07,06,1.7,,3.8,58,1189,
2018-04-07,07,1.9,,4.9,51,1297,
2018-04-07,08,2.4,,4.3,44,1375,
2018-04-07,09,3.4,,3.6,37,1668,
2018-04-07,10,4.3,,4.9,31,1661,
2018-04-07,11,4.7,,4.8,26,1927,
2018-04-07,12,6.0,,4.2,23,1990,
2018-04-07,13,7.4,,4.5,22,1964,
2018-04-07,14,8.1,,4.7,24,1914,
2018-04-07,15,7.6,,5.0,36,1928,
2018-04-07,16,7.9,,4.7,34,1979,
2018-04-07,17,7.6,,5.3,36,2000,
2018-04-07,18,6.4,,3.7,43,2000,
2018-04-07,19,4.9,,3.5,47,2000,
2018-04-07,20,4.2,,4.1,44,2000,
2018-04-07,21,3.8,,3.2,39,2000,
2018-04-07,22,3.5,,2.8,41,2000,
2018-04-07,23,3.1,,3.1,39,2000,
2018-04-08,00,2.9,,2.2,46,2000,
2018-04-08,01,2.4,,1.7,46,2000,
2018-04-08,02,2.2,,1.9,49,2000,
2018-04-08,03,2.0,,2.0,50,2000,
2018-04-08,04,1.7,,1.3,51,2000,
2018-04-08,05,1.3,,1.6,51,2000,
2018-04-08,06,0.9,,1.1,52,2000,
2018-04-08,07,0.9,,0.8,54,2000,
2018-04-08,08,2.9,,1.5,53,1892,
2018-04-08,09,5.1,,2.7,46,1888,
2018-04-08,10,6.3,,2.8,39,2000,
2018-04-08,11,6.4,,2.7,29,2000,
2018-04-08,12,6.9,,1.8,30,1994,
2018-04-08,13,7.4,,1.8,27,2000,
2018-04-08,14,7.9,,1.0,27,1985,
2018-04-08,15,7.3,0.0,0.8,38,2000,
2018-04-08,16,6.1,0.0,1.5,65,1465,
2018-04-08,17,4.3,0.1,2.6,80,1357,
2018-04-08,18,3.0,1.9,1.5,89,283,
2018-04-08,19,2.5,1.0,1.8,94,349,
2018-04-08,20,2.7,0.0,1.5,90,639,
2018-04-08,21,2.8,0.0,2.1,88,592,
2018-04-08,22,2.7,,2.0,88,621,
2018-04-08,23,2.9,,0.9,85,829,
2018-04-09,00,3.2,,0.6,84,785,
2018-04-09,01,2.8,,0.8,87,462,
2018-04-09,02,2.2,,0.5,88,508,
2018-04-09,03,1.6,,0.3,94,426,
2018-04-09,04,1.1,,0.5,95,345,
2018-04-09,05,0.7,,1.0,96,206,
2018-04-09,06,0.1,,0.6,97,77,
2018-04-09,07,0.6,,1.3,97,66,
2018-04-09,08,1.0,,0.9,97,148,
2018-04-09,09,2.6,,1.1,96,316,
2018-04-09,10,5.2,,1.0,73,668,
2018-04-09,11,7.5,,0.9,54,1013,
2018-04-09,12,10.4,,1.7,44,1235,
2018-04-09,13,12.4,,1.7,32,1441,
2018-04-09,14,13.9,,2.5,26,1537,
2018-04-09,15,14.2,,1.8,24,1743,
2018-04-09,16,15.3,,1.5,24,1534,
2018-04-09,17,15.3,,0.9,26,1257,
2018-04-09,18,14.8,,1.3,24,1514,
2018-04-09,19,13.4,,1.2,33,1356,
2018-04-09,20,11.7,,0.9,34,1393,
2018-04-09,21,10.3,,0.5,38,1433,
2018-04-09,22,9.6,,0.5,41,1428,
2018-04-09,23,9.6,,1.2,43,1333,
2018-04-10,00,9.0,,1.2,46,1259,
2018-04-10,01,9.0,,1.0,44,1314,
2018-04-10,02,8.8,,1.0,43,1490,
2018-04-10,03,8.1,,0.8,48,1455,
2018-04-10,04,7.5,,1.0,48,1458,
2018-04-10,05,7.1,,0.8,53,1392,
2018-04-10,06,6.9,,0.9,51,1546,
2018-04-10,07,7.2,,1.1,50,1454,
2018-04-10,08,9.6,,1.4,38,1527,
2018-04-10,09,11.9,,1.1,35,1664,
2018-04-10,10,15.2,,1.6,31,1757,
2018-04-10,11,18.5,,1.3,27,1610,
2018-04-10,12,20.5,,4.6,37,1761,
2018-04-10,13,21.9,,5.1,34,1861,
2018-04-10,14,21.2,,7.4,35,1992,
2018-04-10,15,21.4,,4.8,33,1998,
2018-04-10,16,20.9,,5.8,34,2000,
2018-04-10,17,20.6,,5.6,39,2000,
2018-04-10,18,19.7,,7.2,52,2000,
2018-04-10,19,19.2,,5.8,55,2000,
2018-04-10,20,19.1,,6.1,58,2000,
2018-04-10,21,17.5,0.5,7.3,70,1634,
2018-04-10,22,15.8,1.5,5.4,83,691,
2018-04-10,23,15.1,3.0,4.1,83,1147,
2018-04-11,00,14.4,,4.6,82,1041,
2018-04-11,01,13.6,,3.6,81,886,
2018-04-11,02,12.7,,3.9,80,885,
2018-04-11,03,11.6,,3.1,81,687,
2018-04-11,04,10.2,,3.5,83,554,
2018-04-11,05,9.7,,1.7,84,447,
2018-04-11,06,9.0,,2.0,86,442,
2018-04-11,07,8.8,,1.1,85,438,
2018-04-11,08,9.7,,1.6,77,519,
2018-04-11,09,11.8,,2.1,59,975,
2018-04-11,10,13.3,,4.1,51,1487,
2018-04-11,11,14.9,,4.0,44,1468,
2018-04-11,12,15.7,,3.9,46,1132,
2018-04-11,13,15.6,,4.7,38,1558,
2018-04-11,14,16.4,,3.4,28,1804,
2018-04-11,15,17.0,,3.5,28,1804,
2018-04-11,16,16.9,,4.4,23,1938,
2018-04-11,17,16.2,,4.1,22,2000,
2018-04-11,18,15.2,,2.9,21,2000,
2018-04-11,19,13.2,,2.9,28,2000,
2018-04-11,20,11.9,,2.0,33,2000,
2018-04-11,21,11.0,,2.1,34,2000,
2018-04-11,22,10.3,,1.0,42,1923,
2018-04-11,23,9.7,,2.0,45,1969,
2018-04-12,00,9.5,,2.4,40,1987,
2018-04-12,01,8.9,,2.1,40,2000,
2018-04-12,02,8.1,,1.0,45,2000,
2018-04-12,03,7.8,,1.4,49,1972,
2018-04-12,04,7.5,,1.0,53,1701,
2018-04-12,05,7.1,,0.8,57,1746,
2018-04-12,06,7.1,,1.8,55,1780,
2018-04-12,07,7.6,,1.7,54,1690,
2018-04-12,08,8.9,,1.1,48,1444,
2018-04-12,09,11.5,,1.7,43,1818,
2018-04-12,10,13.8,,2.3,39,1659,
2018-04-12,11,16.2,,2.4,30,1700,
2018-04-12,12,17.5,,4.6,20,2000,
2018-04-12,13,18.1,,5.1,18,1939,
2018-04-12,14,18.8,,4.9,27,1888,
2018-04-12,15,19.4,,3.9,24,2000,
2018-04-12,16,18.8,,4.2,23,1956,
2018-04-12,17,18.6,,3.7,22,1978,
2018-04-12,18,17.9,,3.7,16,2000,
2018-04-12,19,15.9,,2.8,14,2000,
2018-04-12,20,14.2,,2.6,15,2000,
2018-04-12,21,13.4,,2.7,15,2000,
2018-04-12,22,13.5,,2.2,15,2000,
2018-04-12,23,12.6,,1.7,16,2000,
2018-04-13,00,11.4,,1.5,22,2000,
2018-04-13,01,10.0,,0.7,23,2000,
2018-04-13,02,9.7,,1.4,23,2000,
2018-04-13,03,9.9,,1.3,27,2000,
2018-04-13,04,9.7,,1.8,29,2000,
2018-04-13,05,9.1,,0.9,34,2000,
2018-04-13,06,8.3,,0.3,35,2000,
2018-04-13,07,8.8,,1.2,33,2000,
2018-04-13,08,10.6,,1.1,27,2000,
2018-04-13,09,13.2,,1.1,22,2000,
2018-04-13,10,15.7,,1.6,18,1980,
2018-04-13,11,16.9,,1.7,15,1994,
2018-04-13,12,18.2,,1.6,15,2000,
2018-04-13,13,19.0,,1.4,15,2000,
2018-04-13,14,18.7,,1.6,14,2000,
2018-04-13,15,18.6,,0.9,15,1991,
2018-04-13,16,18.3,,1.0,16,2000,
2018-04-13,17,18.1,,1.4,16,2000,
2018-04-13,18,17.5,,1.3,18,2000,
2018-04-13,19,16.9,,0.5,19,2000,
2018-04-13,20,16.2,,0.9,22,2000,
2018-04-13,21,16.4,,2.9,24,1983,
2018-04-13,22,16.3,,2.0,25,2000,
2018-04-13,23,15.5,,3.5,27,2000,
2018-04-14,00,14.8,,2.1,27,2000,
2018-04-14,01,14.1,,1.8,25,2000,
2018-04-14,02,13.5,0.0,1.6,27,2000,
2018-04-14,03,12.1,0.2,1.0,41,2000,
2018-04-14,04,10.3,0.8,1.0,72,2000,
2018-04-14,05,9.5,0.0,0.8,76,1962,
2018-04-14,06,8.7,1.0,1.1,80,1518,
2018-04-14,07,8.2,2.0,0.7,88,607,
2018-04-14,08,7.7,1.0,1.4,88,516,
2018-04-14,09,7.5,1.5,1.5,94,506,
2018-04-14,10,7.7,1.5,1.0,94,685,
2018-04-14,11,8.1,0.5,1.2,94,802,
2018-04-14,12,8.6,0.0,1.1,94,389,
2018-04-14,13,8.8,0.0,1.7,93,597,
2018-04-14,14,8.9,0.5,1.3,94,1129,
2018-04-14,15,8.6,0.0,3.2,88,1211,
2018-04-14,16,8.9,0.0,1.8,87,2000,
2018-04-14,17,9.3,,2.4,81,2000,
2018-04-14,18,9.6,,1.8,79,2000,
2018-04-14,19,9.5,,2.3,76,2000,
2018-04-14,20,9.4,,2.6,76,1376,
2018-04-14,21,9.1,,3.5,76,1113,
2018-04-14,22,8.8,,3.2,77,1258,
2018-04-14,23,8.4,,3.8,77,1662,
2018-04-15,00,7.8,,1.8,78,1741,
2018-04-15,01,7.1,,3.6,78,1662,
2018-04-15,02,6.7,,2.8,80,1342,
2018-04-15,03,6.4,,2.3,83,1158,
2018-04-15,04,6.0,,1.7,84,951,
2018-04-15,05,5.8,,1.3,85,829,
2018-04-15,06,5.6,,1.2,85,769,
2018-04-15,07,5.8,,1.1,83,733,
2018-04-15,08,7.0,,0.9,78,656,
2018-04-15,09,8.6,,1.7,66,881,
2018-04-15,10,10.3,,2.1,62,914,
2018-04-15,11,11.8,,2.6,57,1041,
2018-04-15,12,12.5,,3.4,53,1324,
2018-04-15,13,13.5,,3.4,46,1325,
2018-04-15,14,13.7,,3.7,50,1218,
2018-04-15,15,13.1,,4.1,54,1264,
2018-04-15,16,12.0,,3.6,61,1374,
2018-04-15,17,11.8,,2.9,60,1457,
2018-04-15,18,11.9,,2.2,58,1645,
2018-04-15,19,11.0,,2.1,62,1661,
2018-04-15,20,10.3,,2.0,62,1749,
2018-04-15,21,9.6,,1.7,66,1850,
2018-04-15,22,9.0,,1.7,65,1953,
2018-04-15,23,8.6,,2.2,69,1730,
2018-04-16,00,8.3,,2.1,59,1912,
2018-04-16,01,7.6,,1.2,62,1885,
2018-04-16,02,7.1,,0.9,64,1756,
2018-04-16,03,6.4,,1.4,67,1668,
2018-04-16,04,5.9,,0.7,68,1590,
2018-04-16,05,5.3,,0.8,73,1474,
2018-04-16,06,5.0,,0.7,70,1739,
2018-04-16,07,5.0,,1.0,67,1774,
2018-04-16,08,6.9,,0.7,54,1706,
2018-04-16,09,10.1,,0.8,42,1911,
2018-04-16,10,12.4,,1.2,34,1943,
2018-04-16,11,14.1,,1.3,32,2000,
2018-04-16,12,15.5,,2.5,33,1893,
2018-04-16,13,16.6,,2.3,30,1876,
2018-04-16,14,18.0,,1.6,28,1820,
2018-04-16,15,18.4,,2.0,25,1809,
2018-04-16,16,18.5,,3.0,24,1773,
2018-04-16,17,18.7,,2.5,21,1871,
2018-04-16,18,17.0,,3.1,28,2000,
2018-04-16,19,13.8,,3.4,32,1992,
2018-04-16,20,12.1,,2.4,35,1954,
2018-04-16,21,11.1,,1.5,39,1734,
2018-04-16,22,10.8,,0.9,33,2000,
2018-04-16,23,9.7,,0.4,33,2000,
2018-04-17,00,9.6,,0.8,31,2000,
2018-04-17,01,9.0,,1.0,36,1994,
2018-04-17,02,8.4,,0.9,45,1987,
2018-04-17,03,7.8,,1.0,49,1975,
2018-04-17,04,7.6,,0.4,52,1935,
2018-04-17,05,7.4,,0.6,56,1746,
2018-04-17,06,6.9,,0.5,57,1775,
2018-04-17,07,6.9,,1.1,57,1633,
2018-04-17,08,8.7,,0.8,49,1520,
2018-04-17,09,12.0,,0.6,39,1386,
2018-04-17,10,14.7,,1.1,31,1240,
2018-04-17,11,16.9,,1.5,27,1354,
2018-04-17,12,18.0,,2.2,26,1459,
2018-04-17,13,19.1,,2.5,26,1134,
2018-04-17,14,19.8,,2.6,23,1472,
2018-04-17,15,19.9,,3.5,26,1628,
2018-04-17,16,19.5,,3.0,28,1605,
2018-04-17,17,18.3,,4.3,29,1626,
2018-04-17,18,17.1,,3.3,31,1501,
2018-04-17,19,14.5,,3.1,31,1558,
2018-04-17,20,12.5,,3.8,31,1746,
2018-04-17,21,11.7,,2.6,31,1617,
2018-04-17,22,11.0,,1.2,34,1529,
2018-04-17,23,10.1,,1.1,41,1509,
2018-04-18,00,9.6,,2.2,44,1417,
2018-04-18,01,8.9,,2.1,45,1456,
2018-04-18,02,8.7,,1.6,44,1684,
2018-04-18,03,7.9,,0.7,45,1770,
2018-04-18,04,7.2,,0.8,49,1546,
2018-04-18,05,6.7,,1.6,50,1774,
2018-04-18,06,6.2,,0.8,52,1609,
2018-04-18,07,6.4,,1.0,51,1398,
2018-04-18,08,8.3,,0.6,36,1335,
2018-04-18,09,11.2,,1.7,31,1299,
2018-04-18,10,13.7,,2.3,26,1476,
2018-04-18,11,15.5,,1.4,22,1762,
2018-04-18,12,16.5,,3.3,17,1819,
2018-04-18,13,17.7,,2.8,16,1824,
2018-04-18,14,18.9,,1.8,15,1822,
2018-04-18,15,19.0,,3.3,21,1716,
2018-04-18,16,18.5,,2.7,22,1515,
2018-04-18,17,17.8,,3.3,26,1439,
2018-04-18,18,16.6,,3.4,33,1182,
2018-04-18,19,14.7,,2.4,40,1207,
2018-04-18,20,13.0,,2.3,41,1164,
2018-04-18,21,12.1,,2.0,40,1308,
2018-04-18,22,11.3,,1.6,42,1189,
2018-04-18,23,10.7,,0.9,42,1236,
2018-04-19,00,9.8,,1.4,44,1268,
2018-04-19,01,9.3,,0.8,45,1263,
2018-04-19,02,8.8,,0.7,49,1272,
2018-04-19,03,8.6,,1.5,53,1185,
2018-04-19,04,8.3,,1.1,53,1007,
2018-04-19,05,7.9,,1.4,59,1005,
2018-04-19,06,7.6,,1.2,55,1021,
2018-04-19,07,7.7,,0.4,48,1110,
2018-04-19,08,9.6,,0.8,39,1003,
2018-04-19,09,12.4,,1.5,29,1380,
2018-04-19,10,14.7,,1.7,29,1070,
2018-04-19,11,16.1,,2.5,23,1361,
2018-04-19,12,17.8,,2.7,21,1335,
2018-04-19,13,19.2,,2.2,17,1448,
2018-04-19,14,20.5,,3.1,17,1512,
2018-04-19,15,20.2,,4.8,21,1161,
2018-04-19,16,19.8,,4.4,25,1132,
2018-04-19,17,20.1,,1.9,27,1088,
2018-04-19,18,19.1,,3.0,31,958,
2018-04-19,19,17.4,,2.2,34,779,
2018-04-19,20,15.5,,1.7,38,745,
2018-04-19,21,14.2,,2.4,44,1290,
2018-04-19,22,13.4,,1.1,49,1326,
2018-04-19,23,12.9,,1.7,51,1200,
2018-04-20,00,12.4,,0.5,56,1028,
2018-04-20,01,11.8,,0.2,60,918,
2018-04-20,02,11.7,,0.5,63,904,
2018-04-20,03,11.3,,0.3,61,934,
2018-04-20,04,11.4,,0.8,60,932,
2018-04-20,05,11.4,,0.4,60,851,
2018-04-20,06,11.2,,0.7,63,821,
2018-04-20,07,11.3,,0.7,62,774,
2018-04-20,08,13.0,,1.2,54,738,
2018-04-20,09,15.8,,0.9,42,683,
2018-04-20,10,18.2,,1.0,36,620,
2018-04-20,11,20.6,,2.2,34,705,
2018-04-20,12,22.5,,1.8,33,894,
2018-04-20,13,24.2,,1.5,30,835,
2018-04-20,14,25.9,,2.2,28,808,
2018-04-20,15,26.1,,1.8,27,581,
2018-04-20,16,25.7,,3.4,30,600,
2018-04-20,17,25.6,,2.3,30,671,
2018-04-20,18,24.7,,2.3,33,687,
2018-04-20,19,22.9,,1.8,35,714,
2018-04-20,20,21.1,,1.8,43,788,
2018-04-20,21,19.2,,1.5,50,842,
2018-04-20,22,18.2,,1.3,52,818,
2018-04-20,23,17.3,,0.6,57,807,
2018-04-21,00,16.3,,0.2,59,756,
2018-04-21,01,15.5,,1.1,60,658,
2018-04-21,02,14.7,,1.8,63,611,
2018-04-21,03,14.2,,1.4,62,583,
2018-04-21,04,13.6,,1.6,67,521,
2018-04-21,05,13.0,,0.5,70,385,
2018-04-21,06,12.3,,0.5,67,483,
2018-04-21,07,12.5,,1.1,68,457,
2018-04-21,08,14.6,,0.9,54,431,
2018-04-21,09,18.1,,1.1,33,512,
2018-04-21,10,20.6,,2.0,24,950,
2018-04-21,11,23.1,,2.0,19,1172,
2018-04-21,12,24.3,,3.3,14,1701,
