날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m),적설(cm)
2020-01-04,21,1.6,,1.9,43,1283,
2020-01-04,22,1.2,,3.3,45,1158,
2020-01-04,23,0.7,,3.5,48,1140,
2020-01-05,00,-0.3,,0.8,53,1118,
2020-01-05,01,-1.0,,1.6,53,1168,
2020-01-05,02,-1.5,,0.8,52,1264,
2020-01-05,03,-1.7,,2.0,55,1127,
2020-01-05,04,-2.1,,0.7,55,1025,
2020-01-05,05,-2.4,,0.9,55,1156,
2020-01-05,06,-2.6,,0.0,58,1180,
2020-01-05,07,-3.0,,0.4,59,1136,
2020-01-05,08,-3.1,,1.0,61,1051,
2020-01-05,09,-2.7,,0.7,58,941,
2020-01-05,10,-0.6,,0.8,50,816,
2020-01-05,11,2.1,,0.7,42,906,
2020-01-05,12,4.0,,1.1,35,1050,
2020-01-05,13,5.5,,0.8,33,935,
2020-01-05,14,6.0,,1.8,32,1138,
2020-01-05,15,6.5,,0.9,30,1095,
2020-01-05,16,5.9,,1.2,29,1331,
2020-01-05,17,5.0,,1.1,30,1298,
2020-01-05,18,4.0,,0.3,37,1128,
2020-01-05,19,3.3,,1.2,40,1025,
2020-01-05,20,2.9,,1.0,42,1006,
2020-01-05,21,2.0,,1.8,46,1004,
2020-01-05,22,1.3,,1.3,44,1097,
2020-01-05,23,0.7,,2.2,47,1182,
2020-01-06,00,0.8,,1.3,46,1076,
2020-01-06,01,0.7,,2.3,50,1079,
2020-01-06,02,1.2,,3.4,44,1185,
2020-01-06,03,1.1,,2.7,43,1365,
2020-01-06,04,1.5,,1.8,41,1493,
2020-01-06,05,1.7,,1.7,40,1492,
2020-01-06,06,2.0,,2.1,40,1481,
2020-01-06,07,2.1,,1.6,42,1423,
2020-01-06,08,2.2,,1.3,43,1315,
2020-01-06,09,2.5,,0.7,42,1268,
2020-01-06,10,3.0,,2.0,44,1066,
2020-01-06,11,3.5,,3.4,45,1195,
2020-01-06,12,4.5,0.0,3.5,51,1379,
2020-01-06,13,4.0,,3.6,58,1230,
2020-01-06,14,3.9,,4.9,65,1005,
2020-01-06,15,3.7,0.1,4.5,70,1121,
2020-01-06,16,3.3,,3.9,79,795,
2020-01-06,17,3.0,,3.5,83,613,
2020-01-06,18,2.8,0.6,4.5,89,453,
2020-01-06,19,3.1,,4.7,92,374,
2020-01-06,20,3.4,,4.8,92,483,
2020-01-06,21,3.6,0.5,4.5,93,296,
2020-01-06,22,3.8,,4.3,94,317,
2020-01-06,23,4.0,,3.4,94,257,
2020-01-07,00,4.2,0.6,4.4,95,304,
2020-01-07,01,4.3,,4.5,95,348,
2020-01-07,02,4.4,,5.1,95,521,
2020-01-07,03,4.6,2.1,4.5,95,522,
2020-01-07,04,5.1,,2.9,95,531,
2020-01-07,05,5.3,,3.1,95,535,
2020-01-07,06,5.5,7.4,3.3,95,698,
2020-01-07,07,5.6,,3.4,95,552,
2020-01-07,08,5.6,,3.8,95,570,
2020-01-07,09,5.8,6.5,3.6,94,994,
2020-01-07,10,6.0,,4.0,94,1347,
2020-01-07,11,6.3,,4.1,93,615,
2020-01-07,12,6.4,2.4,4.3,94,538,
2020-01-07,13,6.6,,2.9,95,397,
2020-01-07,14,6.7,,3.6,95,439,
2020-01-07,15,6.5,4.6,4.0,95,382,
2020-01-07,16,6.7,,4.8,96,369,
2020-01-07,17,6.8,,5.0,96,563,
2020-01-07,18,7.0,7.2,5.3,96,631,
2020-01-07,19,7.1,,5.6,95,390,
2020-01-07,20,7.0,,5.3,95,649,
2020-01-07,21,7.2,9.0,4.8,95,297,
2020-01-07,22,7.3,,3.9,96,1267,
2020-01-07,23,7.5,,4.2,95,218,
2020-01-08,00,7.7,7.1,0.7,96,379,
2020-01-08,01,8.7,,5.0,96,219,
2020-01-08,02,6.5,,5.8,95,635,
2020-01-08,03,5.0,6.2,5.3,95,917,
2020-01-08,04,3.1,,3.8,95,1175,
2020-01-08,05,2.4,,4.8,95,502,
2020-01-08,06,1.8,4.0,6.0,95,445,
2020-01-08,07,1.5,,3.2,95,790,
2020-01-08,08,1.6,,2.5,95,994,
2020-01-08,09,2.2,1.4,1.8,95,971,
2020-01-08,10,2.7,,2.8,94,1270,
2020-01-08,11,3.1,,2.5,91,923,
2020-01-08,12,3.2,0.0,3.3,87,515,
2020-01-08,13,3.4,,2.7,85,466,
2020-01-08,14,3.6,,2.2,83,514,
2020-01-08,15,3.9,,1.9,80,828,
2020-01-08,16,3.9,,1.8,80,721,
2020-01-08,17,3.9,,2.2,81,631,
2020-01-08,18,3.4,,3.7,83,370,
2020-01-08,19,2.3,,4.0,83,375,
2020-01-08,20,1.5,,3.3,83,416,
2020-01-08,21,0.2,,4.9,81,482,
2020-01-08,22,0.0,,3.0,82,391,
2020-01-08,23,-0.3,,3.1,75,613,
2020-01-09,00,-0.4,,3.9,73,604,
2020-01-09,01,-0.5,,2.1,70,653,
2020-01-09,02,-0.5,,1.0,70,613,
2020-01-09,03,-0.6,,2.2,70,596,
2020-01-09,04,-0.8,,1.4,73,573,
2020-01-09,05,-0.9,,2.4,72,537,
2020-01-09,06,-1.8,,1.4,70,633,
2020-01-09,07,-2.3,,1.2,74,557,
2020-01-09,08,-2.8,,2.5,75,543,
2020-01-09,09,-2.7,,1.9,73,554,
2020-01-09,10,-2.1,,2.5,68,598,
2020-01-09,11,-1.6,,3.3,63,657,
2020-01-09,12,-0.7,,3.3,57,859,
2020-01-09,13,0.1,,3.6,51,979,
2020-01-09,14,1.1,,3.3,51,915,
2020-01-09,15,1.7,,2.6,49,884,
2020-01-09,16,1.6,,2.2,49,950,
2020-01-09,17,0.6,,3.1,55,896,
2020-01-09,18,-0.4,,2.6,60,864,
2020-01-09,19,-0.8,,3.4,61,888,
2020-01-09,20,-1.2,,2.4,62,847,
2020-01-09,21,-1.7,,0.5,67,769,
2020-01-09,22,-2.3,,0.6,67,721,
2020-01-09,23,-2.6,,0.6,72,641,
2020-01-10,00,-3.1,,1.1,76,565,
2020-01-10,01,-3.2,,0.6,78,551,
2020-01-10,02,-3.6,,0.9,77,528,
2020-01-10,03,-3.5,,0.6,78,500,
2020-01-10,04,-3.9,,1.1,83,416,
2020-01-10,05,-4.3,,2.1,77,460,
2020-01-10,06,-4.3,,1.4,80,379,
2020-01-10,07,-4.1,,0.0,77,398,
2020-01-10,08,-3.8,,1.3,79,359,
2020-01-10,09,-3.0,,0.0,74,369,
2020-01-10,10,-1.8,,0.9,68,391,
2020-01-10,11,0.1,,1.5,62,416,
2020-01-10,12,1.8,,0.8,55,407,
2020-01-10,13,2.0,,3.2,53,480,
2020-01-10,14,3.0,,2.2,44,601,
2020-01-10,15,3.8,,2.9,43,607,
2020-01-10,16,3.7,,2.2,41,733,
2020-01-10,17,2.7,,2.8,40,1424,
2020-01-10,18,1.8,,2.6,45,970,
2020-01-10,19,1.0,,2.8,59,762,
2020-01-10,20,0.5,,1.6,63,814,
2020-01-10,21,-0.2,,1.4,62,866,
2020-01-10,22,-0.3,,2.2,62,841,
2020-01-10,23,-0.9,,1.4,61,804,
2020-01-11,00,-1.1,,1.5,66,749,
2020-01-11,01,-1.5,,0.6,68,717,
2020-01-11,02,-1.7,,0.7,75,665,
2020-01-11,03,-1.8,,1.1,71,710,
2020-01-11,04,-2.2,,1.4,75,678,
2020-01-11,05,-2.0,,0.4,72,680,
2020-01-11,06,-1.8,,0.8,73,633,
2020-01-11,07,-2.0,,0.6,78,602,
2020-01-11,08,-2.5,,1.6,81,536,
2020-01-11,09,-2.4,,1.1,77,502,
2020-01-11,10,-1.0,,0.1,70,520,
2020-01-11,11,1.5,,1.5,60,674,
2020-01-11,12,2.6,,1.1,52,812,
2020-01-11,13,3.5,,2.7,44,924,
2020-01-11,14,3.4,,3.1,40,1140,
2020-01-11,15,3.1,,3.2,41,975,
2020-01-11,16,3.6,,3.0,45,845,
2020-01-11,17,2.3,,2.9,51,820,
2020-01-11,18,1.1,,2.9,52,1004,
2020-01-11,19,0.2,,1.4,53,1141,
2020-01-11,20,0.0,,4.6,54,1071,
2020-01-11,21,-0.3,,3.1,54,1019,
2020-01-11,22,-0.7,,2.7,60,757,
2020-01-11,23,-1.1,,1.9,64,635,
2020-01-12,00,-1.4,,2.4,67,626,
2020-01-12,01,-1.5,,2.6,66,582,
2020-01-12,02,-1.7,,2.5,67,562,
2020-01-12,03,-1.9,,1.4,67,558,
2020-01-12,04,-2.3,,2.1,73,520,
2020-01-12,05,-2.8,,1.0,75,521,
2020-01-12,06,-3.1,,1.8,72,632,
2020-01-12,07,-3.3,,1.5,70,686,
2020-01-12,08,-3.3,,1.7,71,628,
2020-01-12,09,-3.0,,2.2,70,588,
2020-01-12,10,-2.0,,1.7,63,585,
2020-01-12,11,-0.7,,2.3,57,634,
2020-01-12,12,0.4,,3.6,47,964,
2020-01-12,13,1.3,,3.0,41,1156,
2020-01-12,14,1.9,,3.9,41,1378,
2020-01-12,15,2.4,,3.0,41,1557,
2020-01-12,16,2.5,,2.8,43,1588,
2020-01-12,17,1.1,,3.2,53,1738,
2020-01-12,18,0.0,,3.4,60,1434,
2020-01-12,19,-0.4,,2.7,62,1406,
2020-01-12,20,-0.9,,1.9,62,1413,
2020-01-12,21,-0.9,,2.8,62,1332,
2020-01-12,22,-1.4,,3.0,64,1228,
2020-01-12,23,-1.9,,2.3,73,1044,
2020-01-13,00,-2.0,,2.7,73,941,
2020-01-13,01,-2.4,,2.0,72,923,
2020-01-13,02,-3.2,,1.6,73,1029,
2020-01-13,03,-3.9,,0.7,72,1152,
2020-01-13,04,-4.2,,0.9,72,1052,
2020-01-13,05,-4.4,,0.7,73,1100,
2020-01-13,06,-4.6,,1.1,75,1101,
2020-01-13,07,-4.3,,1.9,71,1071,
2020-01-13,08,-3.9,,3.1,71,1051,
2020-01-13,09,-3.9,,3.7,66,1150,
2020-01-13,10,-3.0,,2.8,55,1516,
2020-01-13,11,-2.2,,2.9,54,1778,
2020-01-13,12,-1.5,,3.4,45,1593,
2020-01-13,13,-0.7,,2.8,37,1632,
2020-01-13,14,-0.2,,4.5,34,1910,
2020-01-13,15,-0.4,,4.3,33,2000,
2020-01-13,16,0.0,,3.2,30,2000,
2020-01-13,17,-0.9,,3.4,30,2000,
2020-01-13,18,-1.9,,2.4,34,2000,
2020-01-13,19,-2.3,,2.7,38,1996,
2020-01-13,20,-2.8,,1.7,38,2000,
2020-01-13,21,-3.0,,1.9,37,2000,
2020-01-13,22,-3.6,,1.2,40,2000,
2020-01-13,23,-4.2,,1.0,45,1997,
2020-01-14,00,-4.4,,0.5,46,1998,
2020-01-14,01,-4.4,,1.2,49,2000,
2020-01-14,02,-4.4,,1.3,53,1943,
2020-01-14,03,-4.6,,0.7,55,1792,
2020-01-14,04,-4.9,,0.9,60,1620,
2020-01-14,05,-5.4,,1.0,64,1485,
2020-01-14,06,-5.5,,2.1,63,1647,
2020-01-14,07,-5.5,,1.7,58,1540,
2020-01-14,08,-5.5,,1.7,59,1559,
2020-01-14,09,-4.6,,2.2,57,1501,
2020-01-14,10,-3.5,,1.3,51,1309,
2020-01-14,11,-1.4,,1.1,41,1539,
2020-01-14,12,0.3,,1.4,35,1641,
2020-01-14,13,1.0,,1.8,34,1506,
2020-01-14,14,2.0,,2.7,30,1714,
2020-01-14,15,2.0,,3.2,33,1595,
2020-01-14,16,2.2,,2.4,22,1994,
2020-01-14,17,1.0,,1.9,23,2000,
2020-01-14,18,-0.2,,1.9,28,2000,
2020-01-14,19,-0.8,,2.3,29,2000,
2020-01-14,20,-1.7,,1.2,41,1959,
2020-01-14,21,-2.3,,1.1,45,1868,
2020-01-14,22,-3.0,,1.4,46,1761,
2020-01-14,23,-3.2,,0.9,44,1935,
2020-01-15,00,-3.8,,0.8,46,1896,
2020-01-15,01,-4.1,,1.4,52,1611,
2020-01-15,02,-4.9,,1.3,53,1537,
2020-01-15,03,-5.1,,1.8,56,1331,
2020-01-15,04,-5.3,,2.4,58,1114,
2020-01-15,05,-5.5,,1.7,61,1244,
2020-01-15,06,-5.9,,1.0,62,1200,
2020-01-15,07,-6.2,,1.3,59,1180,
2020-01-15,08,-6.3,,2.2,59,1140,
2020-01-15,09,-5.7,,2.3,55,1125,
2020-01-15,10,-3.9,,1.3,42,1138,
2020-01-15,11,-2.0,,2.2,31,1318,
2020-01-15,12,-1.3,,2.8,31,1562,
2020-01-15,13,0.2,,2.1,26,1754,
2020-01-15,14,0.7,,3.1,28,1846,
2020-01-15,15,1.7,,2.2,31,1814,
2020-01-15,16,2.0,,3.1,27,1915,
2020-01-15,17,0.8,,2.3,30,1992,
2020-01-15,18,-0.3,,2.0,35,1929,
2020-01-15,19,-1.1,,2.1,41,1555,
2020-01-15,20,-1.6,,1.8,46,1465,
2020-01-15,21,-1.8,,1.7,49,1418,
2020-01-15,22,-2.5,,0.8,51,1457,
2020-01-15,23,-3.1,,1.6,42,1893,
2020-01-16,00,-2.9,,1.5,39,2000,
2020-01-16,01,-3.9,,1.5,46,1948,
2020-01-16,02,-4.4,,0.5,48,1761,
2020-01-16,03,-4.4,,0.9,52,1640,
2020-01-16,04,-5.1,,1.4,52,1413,
2020-01-16,05,-4.9,,2.2,51,1421,
2020-01-16,06,-4.9,,1.7,53,1291,
2020-01-16,07,-5.2,,0.7,54,1252,
2020-01-16,08,-5.4,,1.1,56,1227,
2020-01-16,09,-4.8,,0.9,50,1194,
2020-01-16,10,-3.1,,1.2,43,1266,
2020-01-16,11,-1.0,,1.2,35,1378,
2020-01-16,12,0.6,,1.6,30,1419,
2020-01-16,13,2.2,,1.9,25,1457,
2020-01-16,14,2.4,,2.1,26,1586,
2020-01-16,15,3.0,,2.4,26,1704,
2020-01-16,16,2.6,,3.6,28,1543,
2020-01-16,17,1.5,,4.0,32,1550,
2020-01-16,18,0.6,,2.2,34,1560,
2020-01-16,19,0.2,,2.6,37,1592,
2020-01-16,20,-0.9,,1.9,45,1483,
2020-01-16,21,-1.1,,1.4,47,1369,
2020-01-16,22,-1.5,,1.6,49,1289,
2020-01-16,23,-2.3,,1.3,55,1316,
2020-01-17,00,-2.3,,0.6,52,1435,
2020-01-17,01,-2.8,,0.6,56,1283,
2020-01-17,02,-3.1,,0.5,57,1289,
2020-01-17,03,-3.1,,0.9,50,1355,
2020-01-17,04,-3.6,,0.8,56,1340,
2020-01-17,05,-3.9,,1.1,54,1225,
2020-01-17,06,-4.4,,1.4,57,1211,
2020-01-17,07,-4.6,,1.5,57,1171,
2020-01-17,08,-4.7,,1.8,57,1089,
2020-01-17,09,-4.0,,1.0,52,911,
2020-01-17,10,-2.2,,1.7,43,931,
2020-01-17,11,0.0,,1.1,34,1374,
2020-01-17,12,1.7,,0.9,33,1098,
2020-01-17,13,3.3,,1.4,32,990,
2020-01-17,14,4.2,,2.0,31,990,
2020-01-17,15,4.4,,2.3,29,1090,
2020-01-17,16,4.1,,2.5,29,1270,
2020-01-17,17,3.0,,1.8,30,1444,
2020-01-17,18,1.8,,2.4,32,1579,
2020-01-17,19,1.1,,3.3,37,1344,
2020-01-17,20,0.6,,3.1,42,1168,
2020-01-17,21,-0.2,,1.3,46,1139,
2020-01-17,22,-0.3,,1.7,46,1063,
2020-01-17,23,-0.4,,0.6,44,1214,
2020-01-18,00,-0.8,,0.8,52,994,
2020-01-18,01,-1.3,,1.7,54,1076,
2020-01-18,02,-1.7,,1.4,63,855,
2020-01-18,03,-2.1,,1.9,62,825,
2020-01-18,04,-2.5,,1.6,62,718,
2020-01-18,05,-2.9,,1.3,61,893,
2020-01-18,06,-3.2,,1.9,62,919,
2020-01-18,07,-3.4,,1.2,59,809,
2020-01-18,08,-4.0,,1.0,68,750,
2020-01-18,09,-3.6,,1.3,63,717,
2020-01-18,10,-1.1,,1.5,54,644,
2020-01-18,11,0.9,,1.3,45,632,
2020-01-18,12,2.3,,1.5,39,753,
2020-01-18,13,4.1,,2.3,34,841,
2020-01-18,14,5.0,,2.0,31,851,
2020-01-18,15,5.7,,2.1,26,1081,
2020-01-18,16,5.6,,3.2,19,1785,
2020-01-18,17,4.3,,3.2,23,1977,
2020-01-18,18,2.9,,3.1,33,1722,
2020-01-18,19,1.6,,2.4,41,1713,
2020-01-18,20,1.0,,2.7,35,1975,
2020-01-18,21,0.3,,1.0,41,1870,
2020-01-18,22,-0.3,,0.9,50,1825,
2020-01-18,23,-0.3,,0.0,54,1561,
2020-01-19,00,-0.3,,0.1,59,1454,
2020-01-19,01,-0.2,,0.2,60,1328,
2020-01-19,02,0.0,,1.1,63,1196,
2020-01-19,03,0.3,,1.8,63,1056,
2020-01-19,04,0.6,,1.9,63,1020,
2020-01-19,05,0.4,,0.9,63,1040,
2020-01-19,06,0.0,,0.1,66,1000,
2020-01-19,07,0.1,,1.2,65,1026,
2020-01-19,08,0.4,,1.2,65,1040,
2020-01-19,09,0.9,,0.7,63,1009,
2020-01-19,10,1.0,,0.7,91,209,0.3
2020-01-19,11,2.7,,1.4,74,341,
2020-01-19,12,4.0,0.6,3.3,66,416,
2020-01-19,13,3.1,,3.7,79,238,
2020-01-19,14,4.7,,3.6,63,342,
2020-01-19,15,4.9,0.0,6.0,51,550,
2020-01-19,16,4.8,,5.6,44,692,
2020-01-19,17,4.2,,3.1,49,608,
2020-01-19,18,3.4,,2.3,59,477,
2020-01-19,19,2.8,,2.7,62,441,
2020-01-19,20,2.3,,3.1,60,476,
2020-01-19,21,1.8,,2.5,62,474,
2020-01-19,22,1.2,,1.6,63,426,
2020-01-19,23,0.5,,1.7,70,367,
2020-01-20,00,-0.1,,1.4,72,332,
2020-01-20,01,-0.3,,0.9,70,354,
2020-01-20,02,-1.0,,0.3,69,368,
2020-01-20,03,-0.5,,0.2,59,649,
2020-01-20,04,0.0,,1.3,58,705,
2020-01-20,05,-0.1,,0.4,59,736,
2020-01-20,06,-0.5,,1.9,59,890,
2020-01-20,07,-0.5,,2.5,58,957,
2020-01-20,08,-0.5,,1.5,61,1024,
2020-01-20,09,-0.3,,2.4,59,910,
2020-01-20,10,0.7,,2.0,50,777,
2020-01-20,11,2.1,,3.0,39,1137,
2020-01-20,12,3.6,,3.7,29,1439,
2020-01-20,13,5.0,,3.3,25,1873,
2020-01-20,14,5.3,,5.1,36,1302,
2020-01-20,15,4.8,,4.9,44,1076,
2020-01-20,16,4.8,,4.8,51,885,
2020-01-20,17,4.3,,4.4,39,1680,
2020-01-20,18,2.9,,4.5,41,1997,
2020-01-20,19,1.1,,4.6,40,1508,
2020-01-20,20,-0.4,,5.5,41,1458,
2020-01-20,21,-1.6,,2.3,41,1893,
2020-01-20,22,-2.2,,1.0,43,1937,
2020-01-20,23,-3.0,,1.8,44,1820,
2020-01-21,00,-3.2,,1.6,42,1938,
2020-01-21,01,-3.2,,2.4,44,1817,
2020-01-21,02,-3.2,,2.5,45,1611,
2020-01-21,03,-3.9,,0.7,49,1614,
2020-01-21,04,-4.9,,0.2,50,1582,
2020-01-21,05,-4.8,,1.1,51,1491,
2020-01-21,06,-5.3,,1.2,51,1621,
2020-01-21,07,-5.2,,0.9,49,1705,
2020-01-21,08,-5.6,,1.7,55,1571,
2020-01-21,09,-4.5,,1.3,45,1487,
2020-01-21,10,-2.2,,1.2,37,1608,
2020-01-21,11,0.1,,2.1,32,1715,
2020-01-21,12,1.2,,1.5,29,1754,
2020-01-21,13,3.4,,1.9,26,1495,
2020-01-21,14,4.3,,1.3,21,1732,
2020-01-21,15,5.2,,2.1,21,1597,
2020-01-21,16,5.3,,0.7,21,1787,
2020-01-21,17,4.7,,0.8,23,1534,
2020-01-21,18,2.9,,1.0,29,1482,
2020-01-21,19,1.7,,2.5,30,1552,
2020-01-21,20,1.0,,2.2,34,1577,
2020-01-21,21,0.9,,2.3,33,1704,
2020-01-21,22,0.1,,0.5,37,1616,
2020-01-21,23,-0.1,,0.7,40,1520,
2020-01-22,00,0.0,,1.0,38,1492,
2020-01-22,01,0.0,,1.3,39,1498,
2020-01-22,02,-0.1,,1.5,41,1465,
2020-01-22,03,0.1,,1.7,38,1467,
2020-01-22,04,0.4,,2.1,38,1533,
2020-01-22,05,0.4,,1.9,39,1439,
2020-01-22,06,0.5,,1.1,35,1558,
2020-01-22,07,0.6,,1.9,41,1465,
2020-01-22,08,0.9,,2.3,35,1483,
2020-01-22,09,0.9,,0.8,33,1454,
2020-01-22,10,2.0,,2.3,31,1738,
2020-01-22,11,2.7,,2.3,32,1366,
2020-01-22,12,4.0,,1.4,27,1376,
2020-01-22,13,5.0,,2.5,24,1708,
2020-01-22,14,6.4,,2.1,23,1536,
2020-01-22,15,7.7,,2.5,25,1643,
2020-01-22,16,7.3,,2.7,28,1948,
2020-01-22,17,6.7,,1.8,34,2000,
2020-01-22,18,5.2,,1.5,38,2000,
2020-01-22,19,4.2,,1.5,39,2000,
2020-01-22,20,3.4,,1.6,42,1958,
2020-01-22,21,2.8,,1.6,45,1967,
2020-01-22,22,2.6,,1.6,48,1681,
2020-01-22,23,2.5,,1.5,49,1531,
2020-01-23,00,2.6,,0.9,47,1679,
2020-01-23,01,2.6,,1.8,50,1704,
2020-01-23,02,2.5,,1.7,47,1668,
2020-01-23,03,2.3,,1.3,50,1484,
2020-01-23,04,2.0,,1.4,52,1309,
2020-01-23,05,1.6,,1.7,53,1320,
2020-01-23,06,1.0,,0.9,51,953,
2020-01-23,07,0.5,,1.3,54,994,
2020-01-23,08,0.1,,0.8,57,918,
2020-01-23,09,0.7,,0.6,55,868,
2020-01-23,10,3.1,,1.0,45,787,
2020-01-23,11,5.5,,0.8,37,908,
2020-01-23,12,8.0,,1.8,36,815,
2020-01-23,13,9.1,,2.0,35,745,
2020-01-23,14,9.6,,3.6,34,732,
2020-01-23,15,9.8,,3.6,32,774,
2020-01-23,16,9.2,,3.0,36,810,
2020-01-23,17,8.4,,2.8,41,846,
2020-01-23,18,7.0,,3.3,50,865,
2020-01-23,19,6.3,,2.2,51,946,
2020-01-23,20,5.6,,4.0,54,903,
2020-01-23,21,4.9,,2.7,56,827,
2020-01-23,22,4.0,,1.2,59,682,
2020-01-23,23,3.5,,3.1,61,632,
2020-01-24,00,3.0,,3.2,64,589,
2020-01-24,01,2.2,,2.4,67,577,
2020-01-24,02,1.5,,1.3,70,550,
2020-01-24,03,1.0,,0.9,72,526,
2020-01-24,04,0.5,,2.1,75,474,
2020-01-24,05,0.3,,1.9,76,460,
2020-01-24,06,-0.2,,2.0,81,410,
2020-01-24,07,-0.8,,1.9,84,359,
2020-01-24,08,-1.1,,1.2,83,378,
2020-01-24,09,-0.4,,1.9,75,448,
2020-01-24,10,1.5,,1.1,61,519,
2020-01-24,11,4.3,,0.8,53,561,
2020-01-24,12,5.5,,1.0,49,581,
2020-01-24,13,6.7,,2.6,49,537,
2020-01-24,14,6.6,,2.7,48,551,
2020-01-24,15,7.0,,2.7,46,594,
2020-01-24,16,7.1,,2.8,46,635,
2020-01-24,17,6.1,,2.4,51,587,
2020-01-24,18,5.2,,2.4,52,623,
2020-01-24,19,4.5,,2.1,54,608,
2020-01-24,20,3.7,,2.0,57,573,
2020-01-24,21,2.9,,1.0,62,535,
2020-01-24,22,2.4,,0.2,64,527,
2020-01-24,23,2.0,,0.8,66,519,
2020-01-25,00,1.6,,0.9,67,521,
2020-01-25,01,1.2,,1.6,65,584,
