날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m),적설(cm)
2020-04-12,02,6.2,,1.4,81,779,
2020-04-12,03,5.8,,0.3,83,654,
2020-04-12,04,5.5,,0.5,85,605,
2020-04-12,05,4.9,,1.8,83,590,
2020-04-12,06,4.5,,1.9,84,509,
2020-04-12,07,4.7,,2.3,84,512,
2020-04-12,08,7.0,,2.7,75,805,
2020-04-12,09,10.1,,3.7,60,1182,
2020-04-12,10,13.1,,4.0,51,1932,
2020-04-12,11,13.6,,5.9,45,1975,
2020-04-12,12,14.6,,5.5,44,1913,
2020-04-12,13,14.3,,7.3,47,1979,
2020-04-12,14,15.1,,5.6,43,2000,
2020-04-12,15,14.4,,4.9,44,2000,
2020-04-12,16,14.7,,5.0,42,2000,
2020-04-12,17,14.6,,6.3,39,2000,
2020-04-12,18,13.0,,6.0,42,2000,
2020-04-12,19,11.6,,3.9,46,2000,
2020-04-12,20,10.6,,4.4,49,2000,
2020-04-12,21,9.6,,5.1,55,2000,
2020-04-12,22,8.4,,4.1,57,2000,
2020-04-12,23,7.5,,3.6,59,2000,
2020-04-13,00,7.1,,4.4,57,2000,
2020-04-13,01,6.3,,2.8,54,2000,
2020-04-13,02,5.7,,3.2,57,2000,
2020-04-13,03,5.8,,4.6,60,2000,
2020-04-13,04,5.3,,2.2,61,2000,
2020-04-13,05,4.9,,2.9,60,2000,
2020-04-13,06,4.4,,2.3,61,2000,
2020-04-13,07,4.8,,2.6,63,2000,
2020-04-13,08,6.4,,1.7,57,2000,
2020-04-13,09,9.7,,2.4,45,1974,
2020-04-13,10,12.1,,3.4,33,1974,
2020-04-13,11,14.1,,3.0,31,2000,
2020-04-13,12,16.2,,3.4,25,1996,
2020-04-13,13,17.4,,3.6,22,2000,
2020-04-13,14,18.3,,4.0,20,1993,
2020-04-13,15,19.7,,4.9,18,2000,
2020-04-13,16,20.3,,4.5,17,2000,
2020-04-13,17,19.6,,3.5,17,2000,
2020-04-13,18,18.9,,4.6,17,2000,
2020-04-13,19,17.0,,2.7,18,2000,
2020-04-13,20,14.8,,2.7,37,1984,
2020-04-13,21,13.4,,2.7,40,1930,
2020-04-13,22,12.4,,2.6,43,1999,
2020-04-13,23,11.8,,1.7,45,1952,
2020-04-14,00,11.0,,0.6,49,1895,
2020-04-14,01,10.1,,1.5,54,1882,
2020-04-14,02,9.9,,1.5,60,1560,
2020-04-14,03,9.2,,0.4,64,1355,
2020-04-14,04,8.5,,1.6,68,1381,
2020-04-14,05,8.0,,0.7,73,1223,
2020-04-14,06,7.7,,0.9,77,1191,
2020-04-14,07,7.8,,1.0,77,1106,
2020-04-14,08,9.6,,1.0,69,1133,
2020-04-14,09,11.7,,2.4,60,1156,
2020-04-14,10,13.7,,2.6,50,1162,
2020-04-14,11,15.8,,2.6,44,1082,
2020-04-14,12,16.8,,3.6,37,1281,
2020-04-14,13,18.4,,3.0,30,1651,
2020-04-14,14,19.6,,3.7,28,1532,
2020-04-14,15,18.9,,5.0,25,1339,
2020-04-14,16,18.9,,3.4,26,1223,
2020-04-14,17,17.9,,3.3,25,1581,
2020-04-14,18,16.5,,3.5,30,1585,
2020-04-14,19,14.5,,3.0,34,1360,
2020-04-14,20,13.2,,3.1,36,1433,
2020-04-14,21,12.4,,2.3,38,1367,
2020-04-14,22,11.7,,2.1,39,1440,
2020-04-14,23,11.0,,1.8,39,1453,
2020-04-15,00,10.4,,1.8,43,1313,
2020-04-15,01,10.0,,0.9,48,1190,
2020-04-15,02,9.1,,0.9,50,1124,
2020-04-15,03,8.5,,0.5,54,1107,
2020-04-15,04,8.0,,0.0,54,1157,
2020-04-15,05,7.7,,0.8,50,1336,
2020-04-15,06,7.3,,0.9,50,1309,
2020-04-15,07,7.7,,1.3,52,1251,
2020-04-15,08,9.1,,0.7,50,1110,
2020-04-15,09,11.9,,0.8,47,1006,
2020-04-15,10,14.5,,2.0,39,887,
2020-04-15,11,16.3,,2.0,34,891,
2020-04-15,12,17.6,,3.6,32,872,
2020-04-15,13,18.7,,3.4,29,923,
2020-04-15,14,19.4,,2.7,28,908,
2020-04-15,15,19.9,,3.7,27,990,
2020-04-15,16,19.2,,4.7,32,946,
2020-04-15,17,17.6,,5.4,29,1242,
2020-04-15,18,16.0,,4.4,30,1454,
2020-04-15,19,14.8,,3.0,33,1564,
2020-04-15,20,13.7,,2.0,35,1761,
2020-04-15,21,12.8,,1.2,34,1854,
2020-04-15,22,12.4,,1.9,38,1797,
2020-04-15,23,11.8,,1.3,42,1645,
2020-04-16,00,11.2,,1.8,44,1481,
2020-04-16,01,10.7,,1.1,46,1442,
2020-04-16,02,10.1,,0.8,45,1472,
2020-04-16,03,9.6,,1.1,44,1508,
2020-04-16,04,8.9,,2.8,45,1483,
2020-04-16,05,9.3,,2.9,53,1559,
2020-04-16,06,9.5,,3.5,55,1610,
2020-04-16,07,10.1,,3.6,54,1731,
2020-04-16,08,12.0,,3.1,49,1744,
2020-04-16,09,14.3,,3.2,44,1565,
2020-04-16,10,16.5,,3.1,38,1731,
2020-04-16,11,18.4,,2.4,35,1622,
2020-04-16,12,20.4,,2.0,32,1329,
2020-04-16,13,21.6,,2.1,28,1371,
2020-04-16,14,23.0,,2.0,26,1203,
2020-04-16,15,23.2,,1.8,25,1102,
2020-04-16,16,23.5,,2.1,24,1227,
2020-04-16,17,23.1,,1.7,25,1268,
2020-04-16,18,20.1,,4.5,33,1029,
2020-04-16,19,17.9,,3.6,35,1215,
2020-04-16,20,16.7,,1.9,39,1220,
2020-04-16,21,16.0,,1.0,41,1203,
2020-04-16,22,15.5,,0.9,43,1137,
2020-04-16,23,15.2,,0.4,43,1273,
2020-04-17,00,14.6,,2.1,45,1147,
2020-04-17,01,14.6,,1.5,45,1085,
2020-04-17,02,15.3,0.0,2.3,48,1573,
2020-04-17,03,14.5,0.0,3.7,55,1821,
2020-04-17,04,14.2,,3.3,53,1892,
2020-04-17,05,13.7,0.0,2.3,55,1853,
2020-04-17,06,13.4,0.0,4.0,60,1504,
2020-04-17,07,12.3,0.3,2.2,68,1623,
2020-04-17,08,11.4,0.3,3.4,73,1393,
2020-04-17,09,10.9,0.3,3.4,82,596,
2020-04-17,10,10.4,0.3,2.5,85,1110,
2020-04-17,11,10.8,,2.2,81,1441,
2020-04-17,12,11.8,0.0,2.4,78,1498,
2020-04-17,13,11.9,0.7,1.9,83,571,
2020-04-17,14,12.1,3.2,1.5,88,899,
2020-04-17,15,13.0,1.4,1.3,88,843,
2020-04-17,16,13.3,0.0,2.6,85,710,
2020-04-17,17,13.7,,3.3,85,665,
2020-04-17,18,13.8,,2.3,80,781,
2020-04-17,19,12.8,,1.3,81,814,
2020-04-17,20,11.9,,1.7,85,658,
2020-04-17,21,11.5,,1.0,87,577,
2020-04-17,22,11.5,,1.5,90,273,
2020-04-17,23,11.1,,2.1,93,219,
2020-04-18,00,11.1,,1.8,92,236,
2020-04-18,01,10.8,,2.4,93,185,
2020-04-18,02,10.4,,2.8,93,317,
2020-04-18,03,10.1,,3.8,93,473,
2020-04-18,04,9.5,,3.1,90,679,
2020-04-18,05,9.3,,3.1,87,1385,
2020-04-18,06,8.8,,2.7,88,1275,
2020-04-18,07,8.5,,1.0,85,1812,
2020-04-18,08,9.9,,1.6,77,2000,
2020-04-18,09,12.0,,2.4,69,2000,
2020-04-18,10,13.8,,1.6,61,1938,
2020-04-18,11,14.9,,2.5,57,2000,
2020-04-18,12,15.6,,4.3,53,1987,
2020-04-18,13,17.8,,2.8,48,1996,
2020-04-18,14,17.9,,2.6,47,2000,
2020-04-18,15,19.4,,2.5,45,2000,
2020-04-18,16,18.7,,3.2,47,2000,
2020-04-18,17,17.5,,4.6,54,1820,
2020-04-18,18,17.2,,2.9,55,1855,
2020-04-18,19,15.6,,2.4,61,1904,
2020-04-18,20,14.0,,2.9,64,1917,
2020-04-18,21,13.0,,2.2,66,1955,
2020-04-18,22,12.5,,2.3,68,1999,
2020-04-18,23,12.0,,1.3,72,1685,
2020-04-19,00,11.9,,1.7,74,1412,
2020-04-19,01,11.4,,0.6,73,1562,
2020-04-19,02,11.3,,2.0,77,1417,
2020-04-19,03,11.3,,2.2,81,1252,
2020-04-19,04,11.3,,2.5,81,1114,
2020-04-19,05,11.4,,2.9,80,849,
2020-04-19,06,11.7,,3.4,79,1012,
2020-04-19,07,12.0,,2.8,75,1343,
2020-04-19,08,12.9,,3.4,71,1431,
2020-04-19,09,14.1,,2.6,65,1494,
2020-04-19,10,14.6,,2.2,62,1584,
2020-04-19,11,15.0,,3.5,59,1877,
2020-04-19,12,15.1,,3.8,55,1973,
2020-04-19,13,15.2,,4.0,53,2000,
2020-04-19,14,15.3,,3.9,52,2000,
2020-04-19,15,14.7,0.1,2.7,60,1875,
2020-04-19,16,13.1,1.0,1.3,72,680,
2020-04-19,17,12.2,2.5,1.4,82,567,
2020-04-19,18,11.5,2.6,1.8,88,426,
2020-04-19,19,11.0,2.1,1.9,90,449,
2020-04-19,20,10.7,1.6,3.4,92,566,
2020-04-19,21,10.1,0.3,4.2,91,1456,
2020-04-19,22,9.9,0.1,3.4,90,1749,
2020-04-19,23,9.5,0.0,3.4,89,1992,
2020-04-20,00,9.5,0.0,2.9,87,1895,
2020-04-20,01,9.4,,4.0,85,2000,
2020-04-20,02,9.2,,2.4,84,2000,
2020-04-20,03,9.1,,2.0,84,2000,
2020-04-20,04,9.2,,1.9,83,2000,
2020-04-20,05,9.2,,1.3,83,2000,
2020-04-20,06,9.1,,1.5,84,2000,
2020-04-20,07,9.4,,0.9,83,2000,
2020-04-20,08,9.8,,0.9,78,2000,
2020-04-20,09,11.0,,2.7,74,2000,
2020-04-20,10,12.0,,3.1,74,1986,
2020-04-20,11,13.1,,3.3,68,1949,
2020-04-20,12,12.5,0.0,4.5,68,1878,
2020-04-20,13,11.4,0.1,4.7,79,577,
2020-04-20,14,10.1,0.0,4.7,90,747,
2020-04-20,15,10.7,0.0,4.6,87,714,
2020-04-20,16,12.1,,4.8,74,913,
2020-04-20,17,11.9,,4.3,70,1139,
2020-04-20,18,11.2,,5.4,67,1942,
2020-04-20,19,10.6,,4.2,69,2000,
2020-04-20,20,9.9,,3.9,60,2000,
2020-04-20,21,9.0,,5.1,58,2000,
2020-04-20,22,8.4,,4.0,58,2000,
2020-04-20,23,7.9,,2.7,61,2000,
2020-04-21,00,7.6,,2.2,62,1990,
2020-04-21,01,7.5,,2.7,64,1974,
2020-04-21,02,7.5,,2.8,73,1877,
2020-04-21,03,7.5,,2.6,81,1805,
2020-04-21,04,7.1,,2.2,86,1482,
2020-04-21,05,6.9,,2.3,82,1721,
2020-04-21,06,6.0,,1.2,81,1764,
2020-04-21,07,6.0,,1.7,79,1666,
2020-04-21,08,7.7,,3.8,65,1719,
2020-04-21,09,8.7,,6.3,47,1679,
2020-04-21,10,9.4,,4.9,38,1779,
2020-04-21,11,9.8,,6.0,39,1932,
2020-04-21,12,9.5,,5.9,42,1967,
2020-04-21,13,9.9,,7.4,33,1967,
2020-04-21,14,9.6,,8.0,34,2000,
2020-04-21,15,9.6,,7.0,32,1900,
2020-04-21,16,9.0,,7.0,34,2000,
2020-04-21,17,8.1,,6.6,33,2000,
2020-04-21,18,7.6,,6.5,32,2000,
2020-04-21,19,6.4,,6.1,35,2000,
2020-04-21,20,5.7,,4.6,35,2000,
2020-04-21,21,5.3,,4.5,35,2000,
2020-04-21,22,5.0,,4.3,37,2000,
2020-04-21,23,4.8,,2.9,40,2000,
2020-04-22,00,5.0,,3.8,42,2000,
2020-04-22,01,5.2,,3.6,41,2000,
2020-04-22,02,5.3,,2.7,44,2000,
2020-04-22,03,5.1,,3.2,48,2000,
2020-04-22,04,4.7,,3.3,49,2000,
2020-04-22,05,4.5,,4.3,45,1502,
2020-04-22,06,4.1,,2.8,47,1453,
2020-04-22,07,4.4,,4.2,47,1323,
2020-04-22,08,4.8,,3.5,45,1013,
2020-04-22,09,5.7,,3.4,43,1050,
2020-04-22,10,6.6,,5.7,40,1120,
2020-04-22,11,7.2,,5.3,37,1547,
2020-04-22,12,7.6,,5.6,37,1502,
2020-04-22,13,7.7,0.0,5.4,42,1764,
2020-04-22,14,7.9,,4.6,42,1871,
2020-04-22,15,7.8,0.0,5.2,47,1780,
2020-04-22,16,7.3,,4.7,51,1902,
2020-04-22,17,7.2,0.0,3.4,52,2000,
2020-04-22,18,7.0,0.0,4.1,48,2000,
2020-04-22,19,6.8,,4.5,47,2000,
2020-04-22,20,6.4,,3.9,50,2000,
2020-04-22,21,6.1,,4.6,48,2000,
2020-04-22,22,5.5,,3.9,50,1999,
2020-04-22,23,5.0,,3.3,52,1977,
2020-04-23,00,4.6,,2.9,56,1993,
2020-04-23,01,4.2,,2.3,59,1989,
2020-04-23,02,3.8,,1.8,61,1998,
2020-04-23,03,3.7,,2.1,64,1973,
2020-04-23,04,3.4,,0.9,65,2000,
2020-04-23,05,3.0,,1.4,67,1976,
2020-04-23,06,3.0,,2.3,70,1976,
2020-04-23,07,3.7,,2.2,70,1766,
2020-04-23,08,5.9,,3.3,63,1816,
2020-04-23,09,7.7,,3.8,55,1920,
2020-04-23,10,9.5,,4.0,42,1873,
2020-04-23,11,10.4,,5.7,29,1881,
2020-04-23,12,11.7,,4.2,30,1863,
2020-04-23,13,12.3,,4.6,37,1877,
2020-04-23,14,12.4,,4.6,39,1941,
2020-04-23,15,12.6,,5.8,36,1873,
2020-04-23,16,12.5,,5.7,34,1983,
2020-04-23,17,11.7,,5.2,31,1989,
2020-04-23,18,10.5,,5.6,32,2000,
2020-04-23,19,8.9,,4.7,38,2000,
2020-04-23,20,8.1,,3.4,43,2000,
2020-04-23,21,7.6,,3.5,42,2000,
2020-04-23,22,7.1,,3.6,41,2000,
2020-04-23,23,6.6,,2.8,47,2000,
2020-04-24,00,6.2,,2.2,53,2000,
2020-04-24,01,5.6,,1.9,57,2000,
2020-04-24,02,5.4,,2.2,62,2000,
2020-04-24,03,5.2,,2.0,67,2000,
2020-04-24,04,4.9,,1.7,70,2000,
2020-04-24,05,4.5,,1.5,73,2000,
2020-04-24,06,4.3,,0.3,73,1975,
2020-04-24,07,4.4,,0.1,77,1967,
2020-04-24,08,7.2,,3.0,62,1934,
2020-04-24,09,9.2,,4.1,57,1928,
2020-04-24,10,11.2,,4.6,44,1909,
2020-04-24,11,12.8,,6.7,29,1967,
2020-04-24,12,13.4,,7.6,38,1961,
2020-04-24,13,13.3,,7.4,43,1946,
2020-04-24,14,14.2,,6.7,44,1894,
2020-04-24,15,13.7,,7.4,44,1674,
2020-04-24,16,14.0,,6.1,42,1723,
2020-04-24,17,13.7,,6.2,45,1708,
2020-04-24,18,12.8,,5.5,56,1620,
2020-04-24,19,11.4,,2.6,61,1693,
2020-04-24,20,10.9,,3.7,59,1736,
2020-04-24,21,10.7,,3.4,57,1719,
2020-04-24,22,10.4,,4.2,58,1924,
2020-04-24,23,10.1,,2.7,55,1926,
2020-04-25,00,9.9,,2.4,53,1931,
2020-04-25,01,10.2,,2.7,53,1982,
2020-04-25,02,10.4,,4.2,52,1956,
2020-04-25,03,10.0,,2.0,54,1994,
2020-04-25,04,10.6,,4.1,52,1943,
2020-04-25,05,10.7,,2.9,52,1983,
2020-04-25,06,10.7,,3.6,54,1991,
2020-04-25,07,11.2,,3.2,53,1908,
2020-04-25,08,12.6,,4.3,50,1864,
2020-04-25,09,13.8,,4.7,53,1630,
2020-04-25,10,15.4,,5.2,53,1228,
2020-04-25,11,15.7,,6.1,54,1043,
2020-04-25,12,15.8,,6.7,57,1077,
2020-04-25,13,16.6,,4.6,55,920,
2020-04-25,14,16.9,,4.4,54,954,
2020-04-25,15,16.8,,5.4,54,905,
2020-04-25,16,16.5,,4.0,53,1012,
2020-04-25,17,15.9,,4.2,54,1004,
2020-04-25,18,15.5,,3.8,54,1211,
2020-04-25,19,14.7,,3.3,56,1363,
2020-04-25,20,13.3,,2.8,49,1967,
2020-04-25,21,12.2,,3.2,48,1992,
2020-04-25,22,11.1,,2.0,54,1875,
2020-04-25,23,10.4,,1.7,59,1665,
2020-04-26,00,10.1,,2.9,61,1592,
2020-04-26,01,9.8,,2.6,61,1167,
2020-04-26,02,9.5,,2.5,62,1796,
2020-04-26,03,8.9,,2.4,60,1995,
2020-04-26,04,8.5,,2.1,60,2000,
2020-04-26,05,7.9,,2.0,64,1969,
2020-04-26,06,6.9,,2.0,64,2000,
2020-04-26,07,7.7,,2.1,62,2000,
2020-04-26,08,9.3,,2.8,53,1963,
2020-04-26,09,10.7,,3.9,45,2000,
2020-04-26,10,12.3,,3.5,39,1974,
2020-04-26,11,15.0,,4.1,31,2000,
2020-04-26,12,16.6,,2.0,25,2000,
2020-04-26,13,16.9,,2.7,26,1991,
2020-04-26,14,17.5,,2.4,23,1980,
2020-04-26,15,17.9,,2.4,21,1509,
2020-04-26,16,18.3,,4.5,26,2000,
2020-04-26,17,16.6,,5.3,26,2000,
2020-04-26,18,15.6,,3.5,27,2000,
2020-04-26,19,13.4,,4.2,33,2000,
2020-04-26,20,12.0,,4.6,44,2000,
2020-04-26,21,11.4,,2.6,48,2000,
2020-04-26,22,11.1,,2.8,50,2000,
2020-04-26,23,10.9,,2.5,53,1998,
2020-04-27,00,10.4,,1.9,55,1990,
2020-04-27,01,10.4,,1.9,57,1917,
2020-04-27,02,10.0,,2.2,60,1834,
2020-04-27,03,9.9,,2.7,68,1505,
2020-04-27,04,9.5,,2.1,70,1372,
2020-04-27,05,8.8,,1.7,73,1313,
2020-04-27,06,8.8,,1.8,74,1311,
2020-04-27,07,9.1,,1.0,74,1241,
2020-04-27,08,10.3,,1.6,66,1457,
2020-04-27,09,12.6,,2.9,59,1272,
2020-04-27,10,14.3,,2.9,49,1546,
2020-04-27,11,15.2,,3.4,45,1682,
2020-04-27,12,15.7,,3.5,35,1958,
2020-04-27,13,17.0,,4.5,30,1997,
2020-04-27,14,17.5,,2.5,25,2000,
2020-04-27,15,17.1,,3.1,29,2000,
2020-04-27,16,16.6,,5.2,34,2000,
2020-04-27,17,16.1,,5.2,36,1974,
2020-04-27,18,15.9,,3.7,37,1991,
2020-04-27,19,14.4,,3.2,33,2000,
2020-04-27,20,13.1,,3.7,44,2000,
2020-04-27,21,12.3,,2.8,50,2000,
2020-04-27,22,11.9,,2.5,53,2000,
2020-04-27,23,11.5,,2.3,52,2000,
2020-04-28,00,10.9,,1.4,46,2000,
2020-04-28,01,10.2,,1.6,47,2000,
2020-04-28,02,9.4,,2.5,51,2000,
2020-04-28,03,9.2,,3.0,55,1994,
2020-04-28,04,8.6,,2.1,58,2000,
2020-04-28,05,8.2,,1.2,61,1997,
2020-04-28,06,7.8,,1.1,63,1944,
2020-04-28,07,8.6,,2.2,60,1761,
2020-04-28,08,10.9,,2.4,58,1660,
2020-04-28,09,13.0,,2.0,49,1690,
2020-04-28,10,14.6,,3.4,45,1642,
2020-04-28,11,16.9,,2.3,38,1725,
2020-04-28,12,17.9,,5.3,31,1830,
2020-04-28,13,18.8,,4.6,28,1922,
2020-04-28,14,19.1,,4.6,27,1802,
2020-04-28,15,19.5,,4.8,28,1973,
2020-04-28,16,19.0,,4.4,29,1999,
2020-04-28,17,18.6,,4.7,31,1969,
2020-04-28,18,17.9,,2.9,38,1984,
2020-04-28,19,16.0,,4.8,44,1992,
2020-04-28,20,14.5,,3.4,57,1597,
2020-04-28,21,13.6,,3.0,64,1084,
2020-04-28,22,12.9,,3.7,69,880,
2020-04-28,23,12.4,,2.6,70,792,
2020-04-29,00,11.9,,1.8,72,716,
2020-04-29,01,11.5,,2.2,74,782,
2020-04-29,02,11.1,,2.0,76,684,
2020-04-29,03,10.7,,1.8,76,746,
2020-04-29,04,10.2,,1.3,78,566,
2020-04-29,05,9.8,,1.3,82,513,
2020-04-29,06,9.3,,1.8,83,440,
2020-04-29,07,9.8,,1.5,85,480,
2020-04-29,08,11.9,,1.3,77,677,
2020-04-29,09,14.2,,1.4,61,1155,
2020-04-29,10,16.3,,1.7,52,1231,
2020-04-29,11,17.9,,3.3,42,1673,
2020-04-29,12,19.5,,3.7,36,1516,
2020-04-29,13,20.2,,3.6,33,1672,
2020-04-29,14,20.7,,3.7,30,1660,
2020-04-29,15,20.4,,4.2,27,1657,
2020-04-29,16,20.2,,4.1,26,1787,
2020-04-29,17,19.7,,4.4,26,1807,
2020-04-29,18,18.7,,3.8,26,1959,
2020-04-29,19,16.9,,4.4,26,2000,
2020-04-29,20,15.6,,2.8,30,1979,
2020-04-29,21,14.4,,1.8,38,1965,
2020-04-29,22,13.5,,1.1,37,1990,
2020-04-29,23,12.6,,1.2,41,2000,
2020-04-30,00,12.0,,1.1,42,1984,
2020-04-30,01,11.5,,1.2,45,2000,
2020-04-30,02,10.7,,1.5,46,1994,
2020-04-30,03,10.5,,0.8,44,1912,
2020-04-30,04,10.9,,1.0,46,1998,
2020-04-30,05,10.0,,1.7,51,2000,
2020-04-30,06,9.3,,1.6,55,2000,
2020-04-30,07,10.2,,1.9,56,1929,
2020-04-30,08,12.9,,2.1,50,1900,
2020-04-30,09,15.4,,0.9,49,1987,
2020-04-30,10,17.1,,1.7,46,2000,
2020-04-30,11,19.4,,2.4,51,1993,
2020-04-30,12,20.6,,3.7,46,1740,
2020-04-30,13,22.1,,4.1,43,1813,
2020-04-30,14,23.1,,4.0,44,1853,
2020-04-30,15,23.3,,3.9,46,1831,
2020-04-30,16,22.8,,4.4,48,1942,
2020-04-30,17,22.0,,5.2,56,1847,
2020-04-30,18,20.8,,3.7,61,1844,
2020-04-30,19,19.6,,3.2,69,1717,
2020-04-30,20,19.2,,1.6,73,1549,
2020-04-30,21,18.8,,4.0,77,1240,
2020-04-30,22,18.3,,5.0,77,1317,
2020-04-30,23,18.0,,3.3,78,1110,
2020-05-01,00,17.8,,3.4,79,978,
2020-05-01,01,17.3,,2.2,79,887,
2020-05-01,02,16.8,,1.7,81,672,
2020-05-01,03,16.5,,1.4,83,552,
2020-05-01,04,16.6,,0.6,82,620,
2020-05-01,05,16.8,,1.4,81,586,
2020-05-01,06,16.9,,1.1,81,573,
2020-05-01,07,17.2,,2.0,82,645,
2020-05-01,08,17.8,,1.9,80,709,
2020-05-01,09,18.4,,2.2,76,635,
2020-05-01,10,19.3,,2.6,72,610,
2020-05-01,11,20.4,,2.1,69,599,
2020-05-01,12,22.2,,2.5,64,689,
2020-05-01,13,23.9,,3.4,58,756,
2020-05-01,14,25.5,,3.4,55,851,
2020-05-01,15,26.0,,3.7,55,1061,
2020-05-01,16,25.3,,4.3,58,1257,
2020-05-01,17,24.5,,4.9,61,1183,
2020-05-01,18,23.1,,4.7,66,1243,
2020-05-01,19,21.6,,3.9,73,1052,
2020-05-01,20,20.3,,2.7,76,925,
2020-05-01,21,19.8,,2.6,80,785,
2020-05-01,22,19.6,,3.3,82,621,
2020-05-01,23,19.3,,2.5,83,504,
2020-05-02,00,19.0,,3.0,84,409,
2020-05-02,01,18.7,,3.5,85,420,
2020-05-02,02,18.1,,2.5,86,266,
2020-05-02,03,18.1,,2.7,85,375,
2020-05-02,04,18.1,,2.1,85,470,
2020-05-02,05,18.3,,1.1,85,530,
2020-05-02,06,18.5,,1.7,85,566,
2020-05-02,07,18.7,,1.6,87,470,
2020-05-02,08,19.0,,1.2,87,494,
2020-05-02,09,19.7,,1.2,85,529,
2020-05-02,10,20.0,,3.3,84,633,
2020-05-02,11,20.3,,2.1,83,511,
2020-05-02,12,22.2,,2.2,77,768,
2020-05-02,13,22.9,,1.2,72,886,
2020-05-02,14,23.5,,3.5,65,1840,
2020-05-02,15,23.9,,2.6,63,1745,
2020-05-02,16,23.1,,2.4,68,1343,
2020-05-02,17,22.4,,3.4,72,1253,
2020-05-02,18,21.8,,3.1,74,1105,
2020-05-02,19,21.0,,2.6,77,1107,
2020-05-02,20,20.4,,2.4,80,1024,
2020-05-02,21,19.8,,0.6,82,944,
2020-05-02,22,19.3,,1.3,84,947,
2020-05-02,23,19.0,0.0,1.5,84,997,
2020-05-03,00,18.7,0.0,2.2,86,767,
2020-05-03,01,18.7,,0.4,84,990,
2020-05-03,02,18.5,0.0,1.0,83,1067,
2020-05-03,03,18.4,0.0,1.2,85,910,
2020-05-03,04,17.8,,2.3,87,807,
2020-05-03,05,17.2,,1.9,87,736,
2020-05-03,06,17.1,,1.3,90,755,
2020-05-03,07,17.7,,1.5,88,833,
2020-05-03,08,18.3,,2.3,85,984,
2020-05-03,09,18.9,,1.9,82,1021,
2020-05-03,10,19.9,0.0,3.2,77,1137,
2020-05-03,11,23.0,,3.2,63,1391,
2020-05-03,12,24.8,,3.1,52,1610,
2020-05-03,13,26.3,,1.9,51,1621,
2020-05-03,14,26.5,,2.9,49,1971,
2020-05-03,15,27.4,,2.5,48,2000,
2020-05-03,16,26.8,,1.6,48,2000,
2020-05-03,17,26.7,,1.4,47,1986,
2020-05-03,18,26.1,,0.7,51,2000,
2020-05-03,19,24.9,,2.2,57,1870,
2020-05-03,20,22.9,,2.7,64,1656,
2020-05-03,21,21.7,,2.1,68,1470,
2020-05-03,22,20.8,,2.4,70,1823,
2020-05-03,23,20.3,,1.1,72,1574,
2020-05-04,00,20.1,,1.0,74,1286,
2020-05-04,01,20.1,,2.3,73,1450,
2020-05-04,02,19.9,,2.3,73,1335,
2020-05-04,03,19.5,,3.1,77,1003,
2020-05-04,04,19.1,,2.7,77,1025,
2020-05-04,05,18.6,,2.6,78,1109,
2020-05-04,06,18.3,,2.9,78,1284,
2020-05-04,07,18.3,,2.1,78,1347,
2020-05-04,08,19.6,,1.6,73,1325,
2020-05-04,09,21.1,,2.9,68,1118,
2020-05-04,10,22.1,,2.3,63,1479,
2020-05-04,11,23.8,,2.6,58,1490,
2020-05-04,12,24.8,,3.1,54,1429,
2020-05-04,13,24.7,,3.3,52,1527,
2020-05-04,14,25.2,,2.7,49,1733,
2020-05-04,15,25.1,,3.8,49,1805,
2020-05-04,16,24.8,,3.4,45,1945,
2020-05-04,17,24.8,,3.0,45,1913,
2020-05-04,18,21.5,,3.9,51,1687,
2020-05-04,19,19.5,,2.4,56,1661,
2020-05-04,20,17.9,,2.0,59,1681,
2020-05-04,21,16.6,,2.6,63,1632,
2020-05-04,22,16.0,,1.6,67,1615,
2020-05-04,23,15.4,,2.7,69,1493,
2020-05-05,00,14.8,,1.3,71,1569,
2020-05-05,01,14.5,,0.1,72,1570,
2020-05-05,02,14.3,,1.9,74,1511,
2020-05-05,03,13.9,,1.3,75,1517,
2020-05-05,04,13.6,,0.1,76,1506,
2020-05-05,05,13.4,,2.0,79,1547,
2020-05-05,06,13.6,,2.5,78,1581,
2020-05-05,07,15.1,,1.8,77,1644,
2020-05-05,08,16.2,,2.0,72,1783,
2020-05-05,09,17.5,,1.8,68,1544,
2020-05-05,10,18.3,,2.5,66,1558,
2020-05-05,11,18.9,,1.7,65,1492,
2020-05-05,12,19.1,,1.7,65,1424,
2020-05-05,13,19.0,,3.4,65,928,
2020-05-05,14,17.7,,4.8,69,693,
2020-05-05,15,16.8,,2.3,65,1176,
2020-05-05,16,17.3,,4.3,55,2000,
2020-05-05,17,18.0,,2.1,56,1485,
2020-05-05,18,18.2,,0.6,56,1546,
2020-05-05,19,17.7,,2.2,57,1753,
2020-05-05,20,16.2,,2.2,62,1972,
2020-05-05,21,15.4,,1.4,64,1990,
2020-05-05,22,14.9,,3.2,67,1652,
2020-05-05,23,14.0,,1.1,69,1887,
2020-05-06,00,13.4,,0.5,72,1965,
2020-05-06,01,13.0,,0.3,75,1814,
2020-05-06,02,12.4,,0.6,77,1730,
2020-05-06,03,11.9,,0.4,78,1686,
2020-05-06,04,11.7,,0.5,80,1530,
2020-05-06,05,11.3,,2.1,82,1321,
2020-05-06,06,11.1,,2.0,84,1203,
