날짜,시간,기온(°C),강수량(mm),풍속(m/s),습도(%),시정(10m)
2021-10-04,04,19.6,,1.0,76,2000
2021-10-04,05,19.9,,1.2,75,2000
2021-10-04,06,20.2,,1.4,76,2000
2021-10-04,07,20.3,,1.5,75,2000
2021-10-04,08,20.7,,1.7,76,2000
2021-10-04,09,21.3,,1.8,76,2000
2021-10-04,10,22.1,,1.8,79,2000
2021-10-04,11,23.4,,2.9,79,2000
2021-10-04,12,24.3,0.0,4.5,78,2000
2021-10-04,13,24.5,0.0,3.9,80,2000
2021-10-04,14,25.4,0.0,4.4,77,2000
2021-10-04,15,25.5,,5.1,78,2000
2021-10-04,16,25.4,,3.7,78,2000
2021-10-04,17,25.3,,5.0,80,2000
2021-10-04,18,24.1,2.5,2.8,92,326
2021-10-04,19,24.0,1.1,3.8,89,1952
2021-10-04,20,23.9,0.0,4.5,88,1981
2021-10-04,21,24.0,0.0,4.1,87,1978
2021-10-04,22,24.1,0.0,3.7,84,2000
2021-10-04,23,24.1,,3.8,83,2000
2021-10-05,00,24.1,,3.3,84,2000
2021-10-05,01,23.9,,3.6,85,2000
2021-10-05,02,23.7,,3.7,85,2000
2021-10-05,03,23.5,,2.8,86,2000
2021-10-05,04,23.3,,2.6,88,2000
2021-10-05,05,23.2,,3.4,87,2000
2021-10-05,06,23.2,,4.1,87,2000
2021-10-05,07,22.9,,2.4,86,2000
2021-10-05,08,23.3,,2.3,86,2000
2021-10-05,09,23.6,,3.8,83,2000
2021-10-05,10,24.0,,3.7,81,2000
2021-10-05,11,24.4,,3.3,80,2000
2021-10-05,12,25.4,,4.8,72,2000
2021-10-05,13,25.7,,4.7,69,2000
2021-10-05,14,26.4,,5.6,66,2000
2021-10-05,15,25.5,,5.3,71,2000
2021-10-05,16,25.4,,3.8,73,2000
2021-10-05,17,24.8,,4.0,74,2000
2021-10-05,18,23.5,0.0,2.0,84,1351
2021-10-05,19,23.2,0.0,3.1,88,1871
2021-10-05,20,22.7,0.0,2.3,88,2000
2021-10-05,21,22.5,0.0,2.0,88,1991
2021-10-05,22,22.1,,1.7,89,1599
2021-10-05,23,22.1,,1.1,90,1907
2021-10-06,00,21.7,,1.0,88,2000
2021-10-06,01,21.5,,0.4,87,2000
2021-10-06,02,21.2,,1.3,89,2000
2021-10-06,03,20.3,0.0,2.0,88,2000
2021-10-06,04,19.3,0.3,2.5,94,242
2021-10-06,05,18.9,0.5,2.5,95,649
2021-10-06,06,18.5,0.7,3.0,95,451
2021-10-06,07,18.2,0.2,3.4,96,635
2021-10-06,08,18.1,0.9,2.9,99,727
2021-10-06,09,18.0,1.6,3.6,98,502
2021-10-06,10,18.0,0.8,3.8,98,718
2021-10-06,11,18.0,0.5,3.4,98,320
2021-10-06,12,18.2,0.4,3.4,98,392
2021-10-06,13,18.4,0.2,3.3,98,555
2021-10-06,14,18.4,0.3,2.7,97,718
2021-10-06,15,18.6,0.0,3.0,96,2000
2021-10-06,16,19.3,,3.4,93,2000
2021-10-06,17,19.9,,3.5,87,2000
2021-10-06,18,19.2,,3.4,87,2000
2021-10-06,19,18.6,,2.8,88,2000
2021-10-06,20,18.4,,2.8,86,2000
2021-10-06,21,18.7,,2.9,86,2000
2021-10-06,22,18.7,,3.2,84,2000
2021-10-06,23,18.7,,1.9,84,2000
2021-10-07,00,18.8,,2.2,84,2000
2021-10-07,01,18.8,0.0,1.4,84,2000
2021-10-07,02,18.8,0.0,0.9,85,2000
2021-10-07,03,18.8,0.0,0.6,86,2000
2021-10-07,04,18.9,,0.6,86,2000
2021-10-07,05,18.8,0.3,0.5,88,1191
2021-10-07,06,18.4,3.6,0.5,95,285
2021-10-07,07,18.4,0.5,0.7,95,454
2021-10-07,08,18.6,0.2,0.4,95,1903
2021-10-07,09,19.0,,0.9,94,2000
2021-10-07,10,19.7,,0.5,93,2000
2021-10-07,11,20.0,0.0,1.5,89,2000
2021-10-07,12,20.6,0.0,1.9,84,2000
2021-10-07,13,21.3,0.0,1.2,81,2000
2021-10-07,14,21.8,,2.6,77,2000
2021-10-07,15,21.4,,2.9,75,2000
2021-10-07,16,21.1,,2.5,79,2000
2021-10-07,17,20.9,,2.3,81,2000
2021-10-07,18,20.1,,2.3,81,2000
2021-10-07,19,19.5,,2.6,83,2000
2021-10-07,20,19.2,,2.1,83,2000
2021-10-07,21,19.0,,1.6,84,2000
2021-10-07,22,18.6,,1.2,82,2000
2021-10-07,23,18.2,,0.9,82,2000
2021-10-08,00,17.9,,0.8,85,2000
2021-10-08,01,17.7,,0.6,87,2000
2021-10-08,02,17.7,,1.1,87,2000
2021-10-08,03,17.7,,1.8,88,2000
2021-10-08,04,17.6,,1.3,89,2000
2021-10-08,05,17.5,,1.6,90,2000
2021-10-08,06,17.5,,0.9,90,2000
2021-10-08,07,17.5,,1.5,91,1810
2021-10-08,08,17.9,,1.9,91,2000
2021-10-08,09,18.6,0.0,2.3,90,1995
2021-10-08,10,19.2,0.0,2.0,90,1165
2021-10-08,11,19.3,0.5,1.5,92,556
2021-10-08,12,19.6,0.5,1.3,92,614
2021-10-08,13,19.8,0.8,0.9,92,602
2021-10-08,14,20.0,0.4,1.7,93,550
2021-10-08,15,19.8,0.6,1.9,93,563
2021-10-08,16,19.7,0.2,1.7,92,921
2021-10-08,17,19.6,0.4,1.8,94,893
2021-10-08,18,19.3,0.1,1.9,93,1391
2021-10-08,19,19.1,,2.1,94,1407
2021-10-08,20,18.8,,2.3,94,1614
2021-10-08,21,18.7,,2.5,94,1995
2021-10-08,22,18.7,,2.8,92,2000
2021-10-08,23,18.8,,2.0,91,2000
2021-10-09,00,18.9,,1.6,90,2000
2021-10-09,01,19.0,,1.3,89,2000
2021-10-09,02,18.9,,2.6,89,2000
2021-10-09,03,18.8,,3.0,87,2000
2021-10-09,04,18.6,,2.3,88,2000
2021-10-09,05,18.6,,2.5,88,2000
2021-10-09,06,18.8,,2.3,87,2000
2021-10-09,07,18.8,0.0,2.7,88,2000
2021-10-09,08,18.8,0.3,2.5,91,2000
2021-10-09,09,19.2,0.0,3.3,90,2000
2021-10-09,10,20.7,0.1,2.4,85,2000
2021-10-09,11,21.3,,2.8,80,2000
2021-10-09,12,22.1,,2.2,79,2000
2021-10-09,13,22.3,,3.1,77,2000
2021-10-09,14,22.9,,2.6,76,2000
2021-10-09,15,23.1,,2.1,76,2000
2021-10-09,16,23.4,,2.3,75,2000
2021-10-09,17,24.0,,2.4,73,2000
2021-10-09,18,23.1,,2.8,76,2000
2021-10-09,19,22.2,,2.2,80,2000
2021-10-09,20,21.7,,2.2,82,2000
2021-10-09,21,21.3,,2.0,84,2000
2021-10-09,22,21.1,,1.9,86,2000
2021-10-09,23,20.8,,1.4,87,2000
2021-10-10,00,20.4,,1.3,89,2000
2021-10-10,01,20.3,,0.9,90,2000
2021-10-10,02,20.4,,1.2,90,2000
2021-10-10,03,20.5,,0.7,91,2000
2021-10-10,04,20.6,,1.1,91,2000
2021-10-10,05,20.6,,0.9,91,2000
2021-10-10,06,20.7,,1.2,91,2000
2021-10-10,07,20.8,0.0,0.9,91,2000
2021-10-10,08,21.5,0.0,1.9,85,2000
2021-10-10,09,22.5,0.0,2.8,84,2000
2021-10-10,10,23.6,,3.3,83,2000
2021-10-10,11,23.7,0.0,3.2,82,1398
2021-10-10,12,24.1,,3.8,81,1995
2021-10-10,13,21.9,1.9,3.5,90,444
2021-10-10,14,21.2,3.9,3.5,95,227
2021-10-10,15,20.5,2.7,3.1,95,226
2021-10-10,16,20.2,1.7,2.1,95,950
2021-10-10,17,19.7,0.1,3.5,94,1827
2021-10-10,18,19.1,0.0,2.2,93,2000
2021-10-10,19,18.2,0.0,3.0,90,1830
2021-10-10,20,17.6,0.4,2.0,91,1005
2021-10-10,21,16.6,1.0,4.1,86,1200
2021-10-10,22,15.6,0.3,2.3,87,831
2021-10-10,23,15.1,1.9,1.0,89,1903
2021-10-11,00,14.9,0.3,2.3,91,1037
2021-10-11,01,14.1,0.1,2.7,87,1895
2021-10-11,02,13.5,0.1,1.5,83,1800
2021-10-11,03,13.4,0.1,1.1,88,2000
2021-10-11,04,13.1,0.0,1.8,90,2000
2021-10-11,05,12.9,0.0,1.8,90,2000
2021-10-11,06,12.8,0.0,1.7,90,2000
2021-10-11,07,12.6,0.0,1.9,90,2000
2021-10-11,08,12.8,0.0,2.2,88,2000
2021-10-11,09,13.5,,2.5,84,2000
2021-10-11,10,15.0,,1.9,75,2000
2021-10-11,11,15.3,,1.7,74,2000
2021-10-11,12,16.2,,3.0,68,2000
2021-10-11,13,16.5,,3.2,71,2000
2021-10-11,14,16.6,,1.1,72,2000
2021-10-11,15,17.0,,2.4,74,2000
2021-10-11,16,17.5,,3.0,71,2000
2021-10-11,17,17.2,,2.3,71,2000
2021-10-11,18,16.7,,1.9,73,2000
2021-10-11,19,16.1,,1.7,76,2000
2021-10-11,20,15.6,,2.1,78,2000
2021-10-11,21,16.1,,2.3,76,2000
2021-10-11,22,16.2,,2.5,76,2000
2021-10-11,23,16.3,,2.7,76,2000
2021-10-12,00,16.2,,2.8,76,2000
2021-10-12,01,16.1,,2.4,76,2000
2021-10-12,02,15.8,,2.6,77,2000
2021-10-12,03,15.9,,2.9,77,2000
2021-10-12,04,15.9,,3.0,77,2000
2021-10-12,05,16.0,,2.9,77,2000
2021-10-12,06,16.0,,2.6,78,2000
2021-10-12,07,16.0,,3.4,77,2000
2021-10-12,08,16.4,,3.1,75,2000
2021-10-12,09,17.4,,3.8,70,2000
2021-10-12,10,19.7,,4.5,60,2000
2021-10-12,11,19.7,,5.4,59,2000
2021-10-12,12,19.4,,4.5,60,2000
2021-10-12,13,19.7,,4.1,59,2000
2021-10-12,14,20.7,,3.0,58,2000
2021-10-12,15,20.7,,4.5,58,2000
2021-10-12,16,21.3,,3.6,55,2000
2021-10-12,17,20.0,,2.9,57,2000
2021-10-12,18,19.3,,3.3,59,2000
2021-10-12,19,18.5,,2.8,61,2000
2021-10-12,20,18.0,,2.0,63,2000
2021-10-12,21,17.6,,3.6,65,2000
2021-10-12,22,17.2,,4.1,67,2000
2021-10-12,23,16.9,,3.1,69,2000
2021-10-13,00,16.7,,3.3,70,2000
2021-10-13,01,16.2,,2.6,71,2000
2021-10-13,02,15.9,,3.1,72,2000
2021-10-13,03,15.5,,2.6,75,2000
2021-10-13,04,15.1,,2.7,75,2000
2021-10-13,05,15.0,,3.1,75,2000
2021-10-13,06,15.1,,3.3,74,2000
2021-10-13,07,14.9,,2.7,75,2000
2021-10-13,08,15.5,,3.0,75,2000
2021-10-13,09,18.0,,3.6,67,2000
2021-10-13,10,19.6,,3.2,62,2000
2021-10-13,11,21.5,,2.6,59,2000
2021-10-13,12,22.1,,3.6,55,2000
2021-10-13,13,23.3,,2.7,55,2000
2021-10-13,14,24.0,,2.2,52,2000
2021-10-13,15,24.2,,1.6,55,2000
2021-10-13,16,25.0,,2.1,53,2000
2021-10-13,17,24.0,,1.7,55,2000
2021-10-13,18,22.4,,1.8,60,2000
2021-10-13,19,21.4,,1.4,66,2000
2021-10-13,20,20.7,,1.1,70,2000
2021-10-13,21,20.5,,1.3,70,2000
2021-10-13,22,20.3,,0.8,71,2000
2021-10-13,23,19.8,,1.3,73,2000
2021-10-14,00,19.3,,1.3,77,2000
2021-10-14,01,18.3,,1.3,81,2000
2021-10-14,02,18.1,,1.3,82,2000
2021-10-14,03,18.0,,0.8,83,2000
2021-10-14,04,18.0,,1.9,84,2000
2021-10-14,05,17.9,,1.3,85,2000
2021-10-14,06,17.7,,1.3,83,2000
2021-10-14,07,17.4,,2.0,85,2000
2021-10-14,08,17.8,,1.8,86,2000
2021-10-14,09,18.5,,0.4,83,2000
2021-10-14,10,20.0,,2.0,76,2000
2021-10-14,11,21.0,,2.2,70,2000
2021-10-14,12,21.7,,2.5,63,2000
2021-10-14,13,22.5,,2.3,61,2000
2021-10-14,14,23.4,,2.8,58,2000
2021-10-14,15,23.8,,3.5,54,2000
2021-10-14,16,23.6,,3.7,57,2000
2021-10-14,17,22.5,,2.8,57,2000
2021-10-14,18,20.6,,2.7,63,2000
2021-10-14,19,19.8,,2.7,69,2000
2021-10-14,20,19.1,,3.4,73,2000
2021-10-14,21,18.9,,2.0,78,2000
2021-10-14,22,18.6,,1.6,79,2000
2021-10-14,23,18.7,,1.8,82,2000
2021-10-15,00,18.5,,2.2,82,2000
2021-10-15,01,18.5,,1.9,81,2000
2021-10-15,02,18.3,,1.9,82,2000
2021-10-15,03,18.1,,2.4,82,2000
2021-10-15,04,17.6,0.0,2.8,82,2000
2021-10-15,05,17.3,0.0,1.6,84,2000
2021-10-15,06,17.1,0.0,1.5,85,2000
2021-10-15,07,17.0,,1.0,82,2000
2021-10-15,08,17.2,0.0,2.0,82,2000
2021-10-15,09,17.7,0.0,0.9,80,2000
2021-10-15,10,18.3,0.0,2.2,75,2000
2021-10-15,11,18.8,0.0,1.7,75,2000
2021-10-15,12,19.6,0.0,2.4,77,2000
2021-10-15,13,20.9,,1.9,71,2000
2021-10-15,14,21.4,,2.0,68,2000
2021-10-15,15,21.2,,2.8,69,2000
2021-10-15,16,20.9,,2.4,68,2000
2021-10-15,17,20.6,,2.2,69,2000
2021-10-15,18,20.2,,2.1,70,2000
2021-10-15,19,20.0,,1.4,71,2000
2021-10-15,20,19.9,,2.0,70,2000
2021-10-15,21,19.8,,2.3,69,2000
2021-10-15,22,19.3,,2.8,58,2000
2021-10-15,23,18.8,0.0,3.1,63,2000
2021-10-16,00,18.1,0.0,3.1,63,2000
2021-10-16,01,17.5,0.0,2.8,53,2000
2021-10-16,02,17.0,0.0,3.7,56,2000
2021-10-16,03,16.4,0.0,3.5,59,2000
2021-10-16,04,15.7,,2.6,61,2000
2021-10-16,05,15.3,,1.8,61,2000
2021-10-16,06,14.6,,3.1,63,2000
2021-10-16,07,13.4,,3.2,64,2000
2021-10-16,08,13.1,,1.6,64,2000
2021-10-16,09,13.8,,3.3,60,2000
2021-10-16,10,12.8,,3.1,57,2000
2021-10-16,11,12.8,,3.1,47,2000
2021-10-16,12,12.6,,3.9,38,2000
2021-10-16,13,11.6,,5.3,34,2000
2021-10-16,14,11.0,,4.1,32,2000
2021-10-16,15,10.2,,4.6,32,2000
2021-10-16,16,9.3,,4.4,35,2000
2021-10-16,17,8.7,,5.0,35,2000
2021-10-16,18,7.9,,5.1,36,2000
2021-10-16,19,7.0,,4.1,42,2000
2021-10-16,20,6.3,,3.6,42,2000
2021-10-16,21,5.5,,2.7,44,2000
2021-10-16,22,5.0,,1.8,46,2000
2021-10-16,23,4.4,,0.8,47,2000
2021-10-17,00,4.2,,2.5,48,2000
2021-10-17,01,3.6,,3.6,47,2000
2021-10-17,02,3.2,,2.4,46,2000
2021-10-17,03,2.5,,2.8,46,2000
2021-10-17,04,2.4,,3.4,45,2000
2021-10-17,05,2.1,,5.3,45,2000
2021-10-17,06,1.6,,5.2,47,2000
2021-10-17,07,1.3,,6.3,44,2000
2021-10-17,08,1.6,,2.8,42,2000
2021-10-17,09,2.9,,3.4,39,2000
2021-10-17,10,5.0,,2.7,39,2000
2021-10-17,11,6.1,,2.4,36,2000
2021-10-17,12,7.9,,2.4,32,2000
2021-10-17,13,9.1,,3.5,29,2000
2021-10-17,14,9.8,,3.2,28,2000
2021-10-17,15,10.6,,2.2,27,2000
2021-10-17,16,10.5,,3.5,28,2000
2021-10-17,17,10.3,,2.1,29,2000
2021-10-17,18,8.5,,1.9,31,2000
2021-10-17,19,7.6,,2.2,35,2000
2021-10-17,20,6.8,,1.5,38,2000
2021-10-17,21,5.8,,1.0,39,2000
2021-10-17,22,5.5,,0.6,41,2000
2021-10-17,23,5.0,,0.7,39,2000
2021-10-18,00,4.8,,0.9,38,2000
2021-10-18,01,4.2,,1.5,48,2000
2021-10-18,02,3.5,,2.4,47,2000
2021-10-18,03,3.2,,2.1,53,2000
2021-10-18,04,3.1,,1.7,56,2000
2021-10-18,05,2.9,,2.3,58,2000
2021-10-18,06,3.2,,2.5,55,2000
2021-10-18,07,3.0,,2.3,55,2000
2021-10-18,08,4.3,,2.3,54,2000
2021-10-18,09,6.8,,2.1,49,2000
2021-10-18,10,8.0,,2.3,49,2000
2021-10-18,11,11.0,,1.6,45,2000
2021-10-18,12,12.7,,2.1,41,2000
2021-10-18,13,15.5,,2.5,44,2000
2021-10-18,14,15.7,,2.4,44,2000
2021-10-18,15,15.2,,2.6,48,2000
2021-10-18,16,14.4,,2.4,55,2000
2021-10-18,17,14.3,,2.6,56,2000
2021-10-18,18,14.0,,1.7,59,2000
2021-10-18,19,13.8,,2.5,58,2000
2021-10-18,20,12.3,0.4,2.9,81,1437
2021-10-18,21,11.5,2.2,1.6,86,650
2021-10-18,22,10.7,0.6,2.2,89,789
2021-10-18,23,10.4,0.0,2.0,91,591
2021-10-19,00,10.4,2.4,0.8,92,197
2021-10-19,01,10.4,3.1,1.3,94,207
2021-10-19,02,10.5,1.0,1.1,94,209
2021-10-19,03,10.6,0.3,0.7,94,292
2021-10-19,04,10.4,,1.8,94,302
2021-10-19,05,10.5,,1.5,94,211
2021-10-19,06,10.5,,1.4,94,289
2021-10-19,07,10.3,,0.6,94,352
2021-10-19,08,10.7,,0.4,93,532
2021-10-19,09,11.4,,1.4,91,683
2021-10-19,10,11.7,,2.6,89,624
2021-10-19,11,12.1,,4.6,77,1475
2021-10-19,12,13.4,,3.7,69,1944
2021-10-19,13,14.5,,3.3,60,2000
2021-10-19,14,14.4,,3.8,57,2000
2021-10-19,15,14.1,,4.6,50,2000
2021-10-19,16,14.0,,5.4,51,2000
2021-10-19,17,12.8,,3.9,49,2000
2021-10-19,18,11.3,,3.1,52,2000
2021-10-19,19,10.4,,3.0,55,2000
2021-10-19,20,9.5,,2.6,60,2000
2021-10-19,21,8.9,,3.4,63,2000
2021-10-19,22,8.6,,2.7,63,2000
2021-10-19,23,7.7,,1.7,67,2000
2021-10-20,00,7.1,,1.0,69,2000
2021-10-20,01,6.6,,0.5,70,2000
2021-10-20,02,6.2,,1.5,76,2000
2021-10-20,03,5.8,,0.9,79,2000
2021-10-20,04,5.4,,0.5,82,2000
2021-10-20,05,5.1,,1.7,80,2000
2021-10-20,06,4.8,,1.9,82,2000
2021-10-20,07,4.8,,1.2,84,2000
2021-10-20,08,5.2,,2.3,85,2000
2021-10-20,09,8.0,,1.6,76,2000
2021-10-20,10,10.1,,2.0,69,2000
2021-10-20,11,12.1,,1.2,58,2000
2021-10-20,12,13.6,,1.5,53,2000
2021-10-20,13,15.0,,2.0,44,2000
2021-10-20,14,15.2,,2.5,40,2000
2021-10-20,15,15.5,,2.0,38,2000
2021-10-20,16,15.0,,2.3,39,2000
2021-10-20,17,14.0,,1.9,48,2000
2021-10-20,18,12.3,,3.2,56,2000
2021-10-20,19,10.9,,3.1,63,2000
2021-10-20,20,10.1,,2.2,62,2000
2021-10-20,21,9.2,,0.6,62,2000
2021-10-20,22,8.4,,0.4,64,2000
2021-10-20,23,7.8,,1.4,70,2000
2021-10-21,00,7.0,,2.1,73,2000
2021-10-21,01,6.7,,2.2,73,2000
2021-10-21,02,6.4,,1.9,76,2000
2021-10-21,03,6.0,,1.7,81,2000
2021-10-21,04,5.7,,0.9,80,2000
2021-10-21,05,5.6,,1.5,82,2000
2021-10-21,06,5.4,,1.8,83,2000
2021-10-21,07,5.0,,1.6,85,2000
2021-10-21,08,5.3,,0.7,86,2000
2021-10-21,09,8.0,,0.9,77,2000
2021-10-21,10,9.6,,1.0,68,2000
2021-10-21,11,11.2,,1.0,61,2000
2021-10-21,12,13.3,,0.7,55,2000
2021-10-21,13,14.8,,1.1,48,2000
2021-10-21,14,15.8,,1.1,40,2000
2021-10-21,15,15.7,,1.6,43,2000
2021-10-21,16,15.6,,2.1,41,2000
2021-10-21,17,13.9,,2.4,49,2000
2021-10-21,18,12.3,,3.6,48,2000
2021-10-21,19,11.4,,2.4,45,2000
2021-10-21,20,10.6,,0.6,51,2000
2021-10-21,21,9.7,,0.5,57,2000
2021-10-21,22,9.2,,0.3,62,2000
2021-10-21,23,8.5,,0.8,64,2000
2021-10-22,00,8.0,,0.9,69,2000
2021-10-22,01,7.3,,0.5,73,2000
2021-10-22,02,6.8,,0.5,76,2000
2021-10-22,03,6.6,,0.6,76,2000
2021-10-22,04,6.3,,1.4,77,2000
2021-10-22,05,6.0,,0.7,82,1992
2021-10-22,06,5.5,,1.0,85,1820
2021-10-22,07,5.2,,1.7,82,1875
2021-10-22,08,5.7,,1.9,80,1941
2021-10-22,09,7.9,,1.9,72,1997
2021-10-22,10,10.7,,1.5,63,2000
2021-10-22,11,12.9,,1.5,58,2000
2021-10-22,12,14.7,,3.1,49,2000
2021-10-22,13,15.9,,2.9,46,2000
2021-10-22,14,16.5,,3.1,41,2000
2021-10-22,15,16.6,,4.9,34,2000
2021-10-22,16,17.2,,2.6,39,2000
2021-10-22,17,16.2,,1.9,37,2000
2021-10-22,18,14.3,,2.2,42,2000
2021-10-22,19,13.3,,2.5,47,2000
2021-10-22,20,12.9,,3.9,44,2000
2021-10-22,21,11.9,,2.2,49,2000
2021-10-22,22,10.6,,2.3,52,2000
2021-10-22,23,9.7,,1.6,57,2000
2021-10-23,00,9.2,,0.9,60,2000
2021-10-23,01,8.6,,0.3,65,2000
2021-10-23,02,8.2,,1.1,65,2000
2021-10-23,03,7.6,,1.6,67,2000
2021-10-23,04,7.1,,1.3,70,2000
2021-10-23,05,6.9,,0.6,73,2000
2021-10-23,06,6.2,,1.6,75,2000
2021-10-23,07,5.9,,1.2,79,2000
2021-10-23,08,6.4,,1.3,80,2000
2021-10-23,09,9.2,,1.1,70,2000
2021-10-23,10,11.9,,1.5,62,2000
2021-10-23,11,14.0,,1.5,54,2000
2021-10-23,12,16.3,,2.5,43,2000
2021-10-23,13,17.5,,2.3,34,2000
2021-10-23,14,18.0,,2.2,32,2000
2021-10-23,15,18.3,,2.4,30,2000
2021-10-23,16,17.5,,2.4,32,2000
2021-10-23,17,16.0,,1.7,38,2000
2021-10-23,18,14.0,,1.8,47,2000
2021-10-23,19,12.9,,1.9,51,2000
2021-10-23,20,11.5,,1.9,57,2000
2021-10-23,21,10.7,,1.5,59,2000
2021-10-23,22,9.9,,1.1,64,2000
2021-10-23,23,9.5,,1.4,65,2000
2021-10-24,00,9.1,,0.8,67,2000
2021-10-24,01,8.4,,1.8,69,2000
2021-10-24,02,7.8,,1.5,73,2000
2021-10-24,03,7.3,,1.2,78,2000
2021-10-24,04,6.9,,2.4,80,2000
2021-10-24,05,6.7,,1.4,82,2000
2021-10-24,06,6.6,,1.7,82,2000
2021-10-24,07,6.1,,1.6,83,2000
2021-10-24,08,6.5,,1.5,84,2000
2021-10-24,09,9.1,,1.7,71,2000
2021-10-24,10,11.7,,1.3,61,2000
2021-10-24,11,13.7,,1.5,55,2000
2021-10-24,12,15.8,,1.7,47,2000
2021-10-24,13,16.2,,3.1,43,2000
2021-10-24,14,16.7,,2.4,44,2000
2021-10-24,15,17.6,,1.5,38,2000
2021-10-24,16,17.5,,1.9,44,2000
2021-10-24,17,16.4,,1.9,49,2000
2021-10-24,18,14.2,,2.7,55,2000
2021-10-24,19,13.0,,1.4,61,2000
2021-10-24,20,11.8,,1.8,64,2000
2021-10-24,21,10.8,,1.8,65,2000
2021-10-24,22,10.3,,1.2,68,2000
2021-10-24,23,9.8,,0.2,72,2000
2021-10-25,00,9.4,,2.0,69,2000
2021-10-25,01,8.9,,0.6,71,2000
2021-10-25,02,8.4,,1.8,77,2000
2021-10-25,03,8.0,,0.8,79,2000
2021-10-25,04,7.6,,0.7,81,2000
2021-10-25,05,7.0,,1.2,84,2000
2021-10-25,06,6.7,,0.9,86,2000
2021-10-25,07,6.4,,0.7,88,2000
2021-10-25,08,6.7,,1.2,88,2000
2021-10-25,09,9.5,,1.1,76,2000
2021-10-25,10,12.2,,0.7,67,2000
2021-10-25,11,15.1,,1.3,57,2000
2021-10-25,12,16.0,,1.3,50,2000
2021-10-25,13,16.5,,3.0,49,2000
2021-10-25,14,17.0,,2.1,44,2000
2021-10-25,15,17.2,,2.9,42,2000
2021-10-25,16,17.3,,2.1,39,2000
2021-10-25,17,16.3,,1.8,41,2000
2021-10-25,18,14.3,,1.3,47,2000
2021-10-25,19,12.9,,1.7,54,2000
2021-10-25,20,11.8,,1.9,57,2000
2021-10-25,21,11.4,,1.5,63,2000
2021-10-25,22,11.1,,1.7,69,2000
2021-10-25,23,11.0,,0.6,70,2000
2021-10-26,00,10.4,,1.3,73,2000
2021-10-26,01,9.9,,1.5,76,2000
2021-10-26,02,9.2,,1.8,80,2000
2021-10-26,03,8.8,,1.4,82,2000
2021-10-26,04,8.5,,0.8,84,2000
2021-10-26,05,8.1,,1.7,86,1994
2021-10-26,06,7.9,,1.7,87,1932
2021-10-26,07,7.7,,1.6,89,1638
2021-10-26,08,7.9,,1.5,90,1476
2021-10-26,09,9.9,,2.2,86,1625
2021-10-26,10,12.3,,2.0,75,1708
2021-10-26,11,14.7,,1.7,67,1628
2021-10-26,12,17.1,,1.9,56,2000
2021-10-26,13,17.6,,2.0,54,1866
2021-10-26,14,18.0,,2.0,53,1393
2021-10-26,15,18.7,,2.3,50,1284
2021-10-26,16,18.0,,2.6,55,1474
2021-10-26,17,17.0,,2.0,60,1200
2021-10-26,18,15.6,,2.1,70,933
2021-10-26,19,14.9,,2.3,75,836
2021-10-26,20,14.3,,2.1,76,1060
2021-10-26,21,13.6,,1.2,79,897
2021-10-26,22,13.0,,0.7,82,746
2021-10-26,23,12.5,,1.1,85,522
2021-10-27,00,12.4,,0.6,86,562
2021-10-27,01,12.2,,0.2,86,636
2021-10-27,02,12.0,,0.1,88,561
2021-10-27,03,11.9,,0.7,88,595
2021-10-27,04,11.9,0.0,0.9,88,559
2021-10-27,05,11.8,0.0,1.6,89,532
2021-10-27,06,12.4,,1.8,91,539
2021-10-27,07,12.6,,1.9,91,231
2021-10-27,08,12.2,,2.8,92,225
2021-10-27,09,12.4,,2.3,87,368
2021-10-27,10,13.4,,3.2,78,723
2021-10-27,11,14.6,,3.4,69,1031
2021-10-27,12,15.5,,3.5,57,1850
2021-10-27,13,16.3,,3.2,46,2000
2021-10-27,14,17.3,,3.4,37,2000
2021-10-27,15,17.8,,2.9,37,2000
2021-10-27,16,18.0,,1.9,34,2000
2021-10-27,17,16.6,,3.8,34,2000
2021-10-27,18,14.8,,2.1,39,2000
2021-10-27,19,13.8,,2.1,46,2000
2021-10-27,20,13.2,,1.7,48,2000
2021-10-27,21,12.6,,2.1,49,2000
2021-10-27,22,11.3,,1.3,53,2000
2021-10-27,23,10.3,,1.7,57,2000
2021-10-28,00,9.9,,3.1,59,2000
2021-10-28,01,9.7,,1.5,58,2000
2021-10-28,02,8.9,,1.5,62,2000
2021-10-28,03,8.2,,0.5,65,2000
2021-10-28,04,7.8,,0.4,65,2000
2021-10-28,05,7.5,,0.9,70,2000
2021-10-28,06,7.4,,0.9,69,2000
2021-10-28,07,7.2,,1.1,74,2000
2021-10-28,08,7.5,,0.4,71,2000
2021-10-28,09,10.2,,0.6,68,2000
2021-10-28,10,13.1,,1.1,58,2000
2021-10-28,11,15.0,,1.4,49,2000
2021-10-28,12,16.3,,1.9,43,2000
2021-10-28,13,17.8,,1.9,36,2000
2021-10-28,14,18.9,,1.5,32,2000
2021-10-28,15,19.1,,1.1,32,2000
2021-10-28,16,19.4,,1.8,32,2000
2021-10-28,17,18.3,,1.9,37,2000
2021-10-28,18,15.9,,1.3,45,2000
2021-10-28,19,14.6,,1.0,52,2000
2021-10-28,20,13.5,,0.3,56,2000
2021-10-28,21,12.5,,1.5,55,2000
2021-10-28,22,11.9,,1.9,57,2000
2021-10-28,23,12.0,,2.7,59,2000
